district,date,actual,forecast
HINGOLI,2020-07-01,138.0,178.44807
HINGOLI,2020-08-01,86.0,196.45987
HINGOLI,2020-09-01,165.0,123.59105
HINGOLI,2020-10-01,164.0,131.01077
HINGOLI,2020-11-01,125.0,168.14716
HINGOLI,2020-12-01,79.0,117.6897
HINGOLI,2021-01-01,296.0,175.38919
HINGOLI,2021-02-01,102.0,293.46143
HINGOLI,2021-03-01,126.0,131.08049
