district,date,actual,forecast
BULDHANA,2020-07-01,186.0,188.41092
BULDHANA,2020-08-01,211.0,230.6167
BULDHANA,2020-09-01,266.0,201.5527
BULDHANA,2020-10-01,280.0,272.3972
BULDHANA,2020-11-01,328.0,268.59555
BULDHANA,2020-12-01,268.0,267.35846
BULDHANA,2021-01-01,168.0,223.00717
BULDHANA,2021-02-01,139.0,233.26804
BULDHANA,2021-03-01,195.0,175.0405
