district,date,actual,forecast_mean,forecast_std
BULDHANA,2020-12-01,1464,1096.768755158785,170.14208842410645
BULDHANA,2021-01-01,1211,1114.915916420361,169.7520467911809
BULDHANA,2021-02-01,1338,1147.855255783206,171.00588298615682
BULDHANA,2021-03-01,1567,1148.6865412460834,170.17299318461588
CHANDRAPUR,2020-07-01,1983.0,1793.7555201955317,373.4346154877125
CHANDRAPUR,2020-08-01,2295.0,1873.1654684206221,381.8412813334957
CHANDRAPUR,2020-09-01,2647.0,1979.44587814215,410.1095471794405
CHANDRAPUR,2020-10-01,2760.0,2116.3183904228763,451.8918848941564
CHANDRAPUR,2020-11-01,2186.0,2111.443068585375,473.48893029340826
CHANDRAPUR,2020-12-01,1946.0,1730.5108105655966,458.2615421179931
CHANDRAPUR,2021-01-01,1652.0,1500.9454052837737,458.53383121533494
CHANDRAPUR,2021-02-01,1528.0,1459.7992332856265,439.7260566714129
CHANDRAPUR,2021-03-01,1680.0,1498.6081283192098,388.68506813672724
DHULE,2020-07-01,1662.0,1620.9924320622158,328.4381304272237
DHULE,2020-08-01,2372.0,1612.2913422007646,333.7511502887036
DHULE,2020-09-01,2023.0,1622.308519136421,349.67047786225424
DHULE,2020-10-01,2028.0,1611.5752414936967,357.3388397558654
DHULE,2020-11-01,1809.0,1596.4665377298982,360.8749677725227
DHULE,2020-12-01,1803.0,1581.083093893446,363.1286827219194
DHULE,2021-01-01,1700.0,1589.383072625284,352.73828092358974
DHULE,2021-02-01,1662.0,1592.154233803931,347.42471079751107
DHULE,2021-03-01,1633.0,1596.8506192773405,341.25184305969685
GADCHIROLI,2020-07-01,1238.0,1272.0973911032893,295.30512083937055
GADCHIROLI,2020-08-01,1510.0,1357.897858286232,288.48398126897365
GADCHIROLI,2020-09-01,1648.0,1492.7966539894624,311.5003208410911
GADCHIROLI,2020-10-01,1751.0,1530.8423525261107,328.85941559762466
GADCHIROLI,2020-11-01,1807.0,1567.5333226347295,350.9000639210982
GADCHIROLI,2020-12-01,1797.0,1549.2670060977762,374.4082604590799
GADCHIROLI,2021-01-01,1553.0,1518.5843709662395,385.594977167491
GADCHIROLI,2021-02-01,1320.0,1366.0042954648475,378.2654293769863
GADCHIROLI,2021-03-01,1502.0,1264.5482401239603,362.1205390557885
GONDIA,2020-07-01,973.0,810.2146600415518,205.98808134011978
GONDIA,2020-08-01,997.0,805.4634525569098,217.73084741577216
GONDIA,2020-09-01,986.0,807.4594820943629,222.56176561005637
GONDIA,2020-10-01,1065.0,805.8902843055888,220.94587346805093
GONDIA,2020-11-01,934.0,820.3593825409966,228.53532928114532
GONDIA,2020-12-01,990.0,782.0136794058882,224.4534812392173
GONDIA,2021-01-01,953.0,796.1198527783862,225.88334491249012
GONDIA,2021-02-01,1090.0,788.8090803144084,224.02983190320901
GONDIA,2021-03-01,1022.0,831.5273416140807,227.47382009752042
HINGOLI,2020-07-01,1043.0,913.4704593929334,202.98962986090336
HINGOLI,2020-08-01,1101.0,1039.2073005094135,209.74916204284347
HINGOLI,2020-09-01,1343.0,1032.4998772156996,211.97313336771043
HINGOLI,2020-10-01,1229.0,1235.8950808571785,226.79995574639725
HINGOLI,2020-11-01,1073.0,1103.855853422015,225.3504599295921
HINGOLI,2020-12-01,996.0,1062.76199987955,223.4554469702898
HINGOLI,2021-01-01,848.0,993.3330303887334,221.08950362262544
HINGOLI,2021-02-01,788.0,877.0185542213869,211.31011905647816
HINGOLI,2021-03-01,890.0,859.9494394276594,203.06032161412512
JALGAON,2020-07-01,3714,4387.628473447435,361.1729478439341
JALGAON,2020-08-01,15827,4483.990045301442,361.79104266976873
JALGAON,2020-09-01,5302,4410.640484956175,565.5713652743735
JALGAON,2020-10-01,4900,4605.088995207708,677.9846543167505
JALGAON,2020-11-01,4163,4643.609459215231,680.1505044497704
JALGAON,2020-12-01,6939,4849.296836947465,680.8412887983204
JALGAON,2021-01-01,3425,4853.06383374339,532.51964323331
JALGAON,2021-02-01,3322,4976.442610926011,394.6021805585233
JALGAON,2021-03-01,2919,5048.405088048576,394.6494763737255
JALNA,2020-07-01,1894,1811.807686383344,206.5344305191365
JALNA,2020-08-01,1719,1829.512185967295,206.5257562230557
JALNA,2020-09-01,1730,1847.1913724237866,206.38025385224975
JALNA,2020-10-01,2115,1865.0663736764718,206.32974737454293
JALNA,2020-11-01,1968,1882.2807723774695,206.38496941389528
JALNA,2020-12-01,1879,1899.813841280852,206.38929243338214
JALNA,2021-01-01,936,1917.9183079139939,206.38079397466396
JALNA,2021-02-01,997,1936.3371867674807,206.71228415403414
JALNA,2021-03-01,830,1954.7066694329967,206.65840722616434
KOLHAPUR,2020-07-01,6281,6855.858614737072,819.0016466432339
KOLHAPUR,2020-08-01,6879,7025.078869414181,819.0095481622183
KOLHAPUR,2020-09-01,7432,7192.912820414162,816.3761927312758
KOLHAPUR,2020-10-01,6246,7360.1890469845275,816.3948328385981
KOLHAPUR,2020-11-01,5778,7527.102963623149,816.5687768956502
KOLHAPUR,2020-12-01,5687,7695.427398243668,816.5753181235469
KOLHAPUR,2021-01-01,5502,7864.636591782801,816.5316861024083
KOLHAPUR,2021-02-01,5141,8032.553037694045,816.4972194590474
KOLHAPUR,2021-03-01,4987,8200.407240724373,816.3338552867082
LATUR,2020-07-01,2947,3189.187140580306,405.38624275941385
LATUR,2020-08-01,3092,3243.9703906460118,405.1028455354443
LATUR,2020-09-01,3775,3276.7783988892347,404.3298259346975
LATUR,2020-10-01,3978,3317.626262009678,406.23791569705156
LATUR,2020-11-01,3652,3374.23871493106,406.2393178550537
LATUR,2020-12-01,3509,3417.871343717574,406.5111958805263
LATUR,2021-01-01,3108,3455.092631077009,406.5049869623617
LATUR,2021-02-01,3476,3512.1948931447105,405.1750284469674
LATUR,2021-03-01,3449,3541.044506138498,405.5437577534076
MUMBAI,2020-07-01,2667,2468.255921319468,1155.6065209457126
MUMBAI,2020-08-01,2879,2312.569351471094,1155.5959160467228
MUMBAI,2020-09-01,3817,2160.270817217185,1154.1839834774623
MUMBAI,2020-10-01,3638,2007.577533096495,1154.1857648266268
MUMBAI,2020-11-01,4551,1854.9628654951412,1154.1867891653287
MUMBAI,2020-12-01,3083,1701.6887727558342,1154.2416679840992
MUMBAI,2021-01-01,2294,1549.4786675232817,1154.3805702119778
MUMBAI,2021-02-01,2517,1395.1430849560986,1154.3638644889268
MUMBAI,2021-03-01,2688,1243.3294215123042,1154.3652861696623
NAGPUR,2020-07-01,2306,2335.2769822138125,489.5184646607864
NAGPUR,2020-08-01,2264,2272.514189054692,488.99058231102106
NAGPUR,2020-09-01,2244,2231.439410541297,487.6848114685539
NAGPUR,2020-10-01,2712,2175.1551300058936,486.0643505702307
NAGPUR,2020-11-01,2889,2059.067082438124,486.88390899000524
NAGPUR,2020-12-01,2822,1966.5114389771957,487.3200177683409
NAGPUR,2021-01-01,2046,1890.7629065504016,487.3529179852134
NAGPUR,2021-02-01,2416,1917.5342985662876,492.7251455368861
NAGPUR,2021-03-01,2031,1831.048565428829,491.59439922571977
NANDED,2020-07-01,3902.0,2521.4586955155955,620.2408373012332
NANDED,2020-08-01,4032.0,3803.221093113667,708.0567870629446
NANDED,2020-09-01,4237.0,3966.796153267261,716.7101959260618
NANDED,2020-10-01,4756.0,3802.767282199011,730.912838889417
NANDED,2020-11-01,4347.0,4423.717984823208,724.1767353325423
NANDED,2020-12-01,4200.0,4197.8857522058515,719.3831191173489
NANDED,2021-01-01,2250.0,4032.3877955184557,711.9785817187709
NANDED,2021-02-01,2131.0,2885.581570178058,703.8223149808877
NANDED,2021-03-01,3287.0,2591.425729721759,681.6367989783656
NANDURBAR,2020-07-01,2523,2154.5941925377183,277.46563595575225
NANDURBAR,2020-08-01,2577,2183.1155885702537,278.8648697691085
NANDURBAR,2020-09-01,2654,2198.1488119471614,278.11532255973776
NANDURBAR,2020-10-01,2593,2210.5588760798505,277.8982766479395
NANDURBAR,2020-11-01,2566,2204.625254772348,277.2581110082166
NANDURBAR,2020-12-01,2217,2216.728841585451,275.8223559014244
NANDURBAR,2021-01-01,1855,2226.815973525773,277.08574875543894
NANDURBAR,2021-02-01,1625,2244.925609637169,278.3707938820433
NANDURBAR,2021-03-01,1865,2244.201512541995,278.885152387339
NASHIK,2020-07-01,7484,7061.705285909005,568.1216554366985
NASHIK,2020-08-01,7551,7040.943988282764,571.3412536594988
NASHIK,2020-09-01,8376,6956.30338481978,512.5740360438829
NASHIK,2020-10-01,7227,7174.125899055429,526.2219836237185
NASHIK,2020-11-01,6907,7288.025322266952,548.4264008977439
NASHIK,2020-12-01,6679,7842.971788931261,520.5250377773949
NASHIK,2021-01-01,6820,7807.232395439369,534.171110606337
NASHIK,2021-02-01,6552,8042.392760746551,526.9981020303491
NASHIK,2021-03-01,5827,8210.99653170944,494.8266873696496
OSMANABAD,2020-07-01,1794,1496.1361124370833,191.94872065150366
OSMANABAD,2020-08-01,1952,1561.5387487495166,194.063184540811
OSMANABAD,2020-09-01,2171,1581.2905008134212,194.1019697489921
OSMANABAD,2020-10-01,2081,1564.186905253946,191.9376960452588
OSMANABAD,2020-11-01,1981,1527.7941446445625,191.97117505345017
OSMANABAD,2020-12-01,1981,1510.5576648774038,189.58853908029022
OSMANABAD,2021-01-01,1830,1522.8149584490377,189.10218223217586
OSMANABAD,2021-02-01,1598,1535.7584241037077,188.67770213019642
OSMANABAD,2021-03-01,1712,1545.575700213554,189.74466578842114
PALGHAR,2020-07-01,4269,4408.063487955919,359.0317080117186
PALGHAR,2020-08-01,4229,4399.278784044941,359.03542146465026
PALGHAR,2020-09-01,4522,4390.236432463469,359.02894735805927
PALGHAR,2020-10-01,5385,4381.1550240426295,359.04198052068426
PALGHAR,2020-11-01,5076,4371.978056904852,359.16182459456195
PALGHAR,2020-12-01,4708,4363.166605403333,359.175741149941
PALGHAR,2021-01-01,4568,4354.007265418275,359.20113931227496
PALGHAR,2021-02-01,3787,4344.965684016104,359.1885452124554
PALGHAR,2021-03-01,4420,4336.666698247264,359.1630406881331
PARBHANI,2020-07-01,1573.0,1262.1860464072806,338.96211892827176
PARBHANI,2020-08-01,1630.0,1309.6871806686727,349.49664492710747
PARBHANI,2020-09-01,1966.0,1364.1728358485086,369.58896075483284
PARBHANI,2020-10-01,1984.0,1432.6351337936549,398.4557537860658
PARBHANI,2020-11-01,868.0,1467.422440368631,426.6612733078248
PARBHANI,2020-12-01,1740.0,1062.4895478746494,396.71976712850454
PARBHANI,2021-01-01,1755.0,1294.549806069032,430.9368310608013
PARBHANI,2021-02-01,1299.0,1516.4288199096857,425.9192973228311
PARBHANI,2021-03-01,1630.0,1173.8992626016682,358.9978511703849
PUNE,2020-07-01,11790.0,11895.808147002843,2092.005067718857
PUNE,2020-08-01,12579.0,11611.974236671367,2136.9235130928914
PUNE,2020-09-01,14094.0,11895.362295950861,2149.23306440914
PUNE,2020-10-01,14381.0,13273.168788544139,2233.025495278007
PUNE,2020-11-01,14329.0,13166.736694746549,2279.935037897515
PUNE,2020-12-01,13462.0,13122.223864157078,2339.739863851387
PUNE,2021-01-01,13048.0,12835.257519603842,2348.7642913232607
PUNE,2021-02-01,11303.0,12595.799370698282,2309.7310691488688
PUNE,2021-03-01,13097.0,11606.177761790219,2225.0477393002743
RAIGAD,2020-07-01,3532,1936.9184112663406,494.2646926456865
RAIGAD,2020-08-01,3912,1946.8594545625765,494.7660697636992
RAIGAD,2020-09-01,3990,1957.3979264118018,494.65642227279943
RAIGAD,2020-10-01,3615,1969.5960166050559,494.5786179580387
RAIGAD,2020-11-01,3367,1982.8329560589639,494.44070414767936
RAIGAD,2020-12-01,3787,1995.6072366487347,493.9504981427127
RAIGAD,2021-01-01,3511,2006.9823530288356,493.95661206453246
RAIGAD,2021-02-01,3272,2019.1072668815057,493.9702002536378
RAIGAD,2021-03-01,3167,2031.7946886213545,493.9540608385067
RATNAGIRI,2020-07-01,1387.0,1204.5239866317538,272.3880394872169
RATNAGIRI,2020-08-01,2246.0,1277.3624287607431,280.21238500154215
RATNAGIRI,2020-09-01,1755.0,1531.3526971588117,330.97080677565225
RATNAGIRI,2020-10-01,1658.0,1461.6763889798572,340.96941114767736
RATNAGIRI,2020-11-01,1155.0,1572.882516396562,348.5604581649674
RATNAGIRI,2020-12-01,1683.0,1378.4443555148332,341.8072082782205
RATNAGIRI,2021-01-01,1239.0,1450.7858698352038,315.57321872357994
RATNAGIRI,2021-02-01,1047.0,1248.6531059728125,301.8535222275994
RATNAGIRI,2021-03-01,1037.0,1224.2121425364992,284.07873297534667
SANGLI,2020-07-01,3899.0,2457.5959389233744,515.1960301536645
SANGLI,2020-08-01,4244.0,2676.1779861582377,588.7387096805985
SANGLI,2020-09-01,2465.0,2888.4368091719125,650.3928058478988
SANGLI,2020-10-01,2330.0,2693.3872447908066,623.3185205555435
SANGLI,2020-11-01,3203.0,2388.8923653415773,599.7228848589779
SANGLI,2020-12-01,2586.0,2529.264027917532,598.0210104465617
SANGLI,2021-01-01,1822.0,2546.813308047719,534.6310283725472
SANGLI,2021-02-01,1718.0,2314.4560214127105,513.2856645498205
SANGLI,2021-03-01,2696.0,2203.117409358756,498.88011336411154
SATARA,2020-07-01,1934,1408.506204651233,399.2344989822692
SATARA,2020-08-01,2767,1646.6268919616225,400.4937487822466
SATARA,2020-09-01,2016,1120.3529062817076,400.0699940076316
SATARA,2020-10-01,2412,1486.235575166065,367.55600792309525
SATARA,2020-11-01,2455,1103.969230505633,368.2540289243497
SATARA,2020-12-01,2576,1482.0934588290102,369.2463754359455
SATARA,2021-01-01,2272,1210.7420316188004,356.27249135568326
SATARA,2021-02-01,1962,1348.8645874803547,342.64090777695657
SATARA,2021-03-01,2076,1284.956817159789,342.4698923004512
SINDHUDURG,2020-07-01,479,423.0407607644892,95.42550601053723
SINDHUDURG,2020-08-01,516,394.7583310246515,94.19165039690697
SINDHUDURG,2020-09-01,446,395.5091202691025,92.70353752281602
SINDHUDURG,2020-10-01,435,404.28344714144566,92.6084062722998
SINDHUDURG,2020-11-01,458,400.8913201079846,92.62666582347157
SINDHUDURG,2020-12-01,456,387.1780413925127,92.40781646515423
SINDHUDURG,2021-01-01,456,389.47667285161884,92.3803902395657
SINDHUDURG,2021-02-01,391,389.5499938346552,92.06332942968463
SINDHUDURG,2021-03-01,339,391.9721341849779,92.32122362249501
SOLAPUR,2020-07-01,2470,2300.5045895265844,346.91386335006956
SOLAPUR,2020-08-01,1918,2321.6201195351227,346.7280023461893
SOLAPUR,2020-09-01,2558,2363.453481097681,347.045073328751
SOLAPUR,2020-10-01,2463,2375.619616293102,347.2544649267131
SOLAPUR,2020-11-01,3694,2396.8984655399004,343.21290797397677
SOLAPUR,2020-12-01,6427,2390.4002379921158,348.2597893850411
SOLAPUR,2021-01-01,4111,2364.6225171773117,371.94174923140037
SOLAPUR,2021-02-01,2035,2357.1721159355375,387.5304422985244
SOLAPUR,2021-03-01,2190,2387.1509774703313,399.99413700244844
THANE,2020-07-01,5153,8573.735490719613,2103.400476239413
THANE,2020-08-01,11494,9430.243977034557,2141.4058140977854
THANE,2020-09-01,12157,8489.515395212196,2242.0310833231656
THANE,2020-10-01,12242,8470.414846562733,2247.230540900495
THANE,2020-11-01,7730,8120.009157110771,2204.0572672936482
THANE,2020-12-01,12598,8663.56014411437,2257.567991303481
THANE,2021-01-01,8749,7805.590604411618,2185.1757303280588
THANE,2021-02-01,9308,8780.507943641862,2214.810321664525
THANE,2021-03-01,12833,8777.321837305655,2204.0448380776206
WARDHA,2020-07-01,1131,1106.092988931219,205.48122919943387
WARDHA,2020-08-01,1326,1120.936332284424,205.46562568312646
WARDHA,2020-09-01,1431,1130.9451734517668,205.56339333273522
WARDHA,2020-10-01,1425,1139.2963484884667,205.7209904144924
WARDHA,2020-11-01,1342,1158.7704657646118,205.63914971504306
WARDHA,2020-12-01,1209,1188.999268590011,205.66378604831579
WARDHA,2021-01-01,1027,1221.1541776743165,205.41259779240588
WARDHA,2021-02-01,1006,1253.8574521332794,205.7181133528111
WARDHA,2021-03-01,1105,1277.4385239551766,205.7302684888099
WASHIM,2020-07-01,622.0,503.70778060596797,168.68095399432838
WASHIM,2020-08-01,696.0,527.7891329149084,170.7886942023946
WASHIM,2020-09-01,678.0,559.6714133513111,175.19782522121827
WASHIM,2020-10-01,696.0,577.2933252644274,179.38942533243238
WASHIM,2020-11-01,627.0,584.0415878729493,181.72111093900185
WASHIM,2020-12-01,616.0,577.0326981868182,181.25587008958567
WASHIM,2021-01-01,509.0,564.4360318818765,179.12237592878455
WASHIM,2021-02-01,477.0,541.2587103249895,175.20529810304623
WASHIM,2021-03-01,521.0,515.3823837594471,170.15222085233734
YAVATMAL,2020-07-01,4215.0,3124.0081418147065,657.2909053544896
YAVATMAL,2020-08-01,3800.0,3315.079778877465,713.5754045235468
YAVATMAL,2020-09-01,3624.0,3267.1965110929627,728.0621664967584
YAVATMAL,2020-10-01,3708.0,3212.340655460537,741.0567349696263
YAVATMAL,2020-11-01,3219.0,3185.6976545272364,762.9369825891428
YAVATMAL,2020-12-01,3613.0,3136.821547205583,732.374023169889
YAVATMAL,2021-01-01,3199.0,3193.6494303703635,731.3280570101301
YAVATMAL,2021-02-01,2808.0,3146.026725125367,718.2416842277576
YAVATMAL,2021-03-01,3435.0,3099.479839370487,691.9418667286094
MUMBAI SUBURBAN,2021-02-01,3958,5377.220478607661,881.3908896448403
MUMBAI SUBURBAN,2021-03-01,4827,5485.373364476083,880.7054169900987
