district,date,actual,forecast,lower_ci,upper_ci
AHMEDNAGAR,2020-06-01,39,41.29696922943263,20.42219103292588,62.17174742593937
AHMEDNAGAR,2020-07-01,40,42.285921027474764,19.605033821926586,64.96680823302295
AHMEDNAGAR,2020-08-01,55,42.285921027474764,19.605033821926586,64.96680823302295
AHMEDNAGAR,2020-09-01,36,42.285921027474764,19.605033821926586,64.96680823302295
AHMEDNAGAR,2020-10-01,82,42.285921027474764,19.605033821926586,64.96680823302295
AHMEDNAGAR,2020-11-01,49,42.285921027474764,19.605033821926586,64.96680823302295
AHMEDNAGAR,2020-12-01,36,42.285921027474764,19.605033821926586,64.96680823302295
AHMEDNAGAR,2021-01-01,45,42.285921027474764,19.605033821926586,64.96680823302295
AHMEDNAGAR,2021-02-01,28,42.285921027474764,19.605033821926586,64.96680823302295
AHMEDNAGAR,2021-03-01,28,42.285921027474764,19.605033821926586,64.96680823302295
AKOLA,2020-06-01,37,40.893064035167775,20.902794353694496,60.883333716641054
AKOLA,2020-07-01,34,40.893064035167775,20.216119933776106,61.570008136559444
AKOLA,2020-08-01,45,40.893064035167775,19.551528176515948,62.234599893819606
AKOLA,2020-09-01,54,40.893064035167775,18.90701645402742,62.87911161630813
AKOLA,2020-10-01,48,40.893064035167775,18.280867687306877,63.50526038302867
AKOLA,2020-11-01,39,40.893064035167775,17.671596400492753,64.11453166984279
AKOLA,2020-12-01,33,40.893064035167775,17.0779072113653,64.70822085897025
AKOLA,2021-01-01,31,40.893064035167775,16.498662423807197,65.28746564652835
AKOLA,2021-02-01,26,40.893064035167775,15.932856395598794,65.85327167473676
AKOLA,2021-03-01,33,40.893064035167775,15.379595026731398,66.40653304360416
AMRAVATI,2020-06-01,51,54.599702079188084,34.452517473263285,74.74688668511288
AMRAVATI,2020-07-01,62,56.43668368223401,33.81774454196753,79.0556228225005
AMRAVATI,2020-08-01,70,57.374122763495514,34.15462975415839,80.59361577283264
AMRAVATI,2020-09-01,98,57.85251189358765,34.47915420448449,81.22586958269082
AMRAVATI,2020-10-01,55,58.096640994203284,34.68337961553182,81.50990237287475
AMRAVATI,2020-11-01,45,58.221223711532,34.79758171895162,81.64486570411238
AMRAVATI,2020-12-01,54,58.28480012834534,34.858455557760784,81.7111446989299
AMRAVATI,2021-01-01,41,58.317244121071546,34.890195792788475,81.74429244935462
AMRAVATI,2021-02-01,32,58.33380077394345,34.90656917563802,81.76103237224888
AMRAVATI,2021-03-01,43,58.3422498805819,34.914970555094996,81.76952920606881
AURANGABAD,2020-06-01,63,54.593025631912454,28.515002858950695,80.67104840487421
AURANGABAD,2020-07-01,53,53.508382205305,20.580870365244486,86.4358940453655
AURANGABAD,2020-08-01,74,52.67222527909044,16.27978493419038,89.06466562399049
AURANGABAD,2020-09-01,76,52.02762781221286,13.724201200850374,90.33105442357535
AURANGABAD,2020-10-01,56,51.530704470100446,12.135479933607257,90.92592900659363
AURANGABAD,2020-11-01,57,51.14762383354083,11.117654620673108,91.17759304640855
AURANGABAD,2020-12-01,71,50.852305095879835,10.44983465044566,91.25477554131402
AURANGABAD,2021-01-01,69,50.624642435618725,10.002414776342611,91.24687009489483
AURANGABAD,2021-02-01,40,50.449136176558845,9.69686944437553,91.20140290874215
AURANGABAD,2021-03-01,40,50.31383754245756,9.484485530083909,91.14318955483122
BEED,2020-06-01,21,26.549339320187997,7.186633576421887,45.91204506395411
BEED,2020-07-01,30,25.77530464043699,3.828712382095734,47.72189689877824
BEED,2020-08-01,30,25.36229993589444,2.7339661059091362,47.99063376587975
BEED,2020-09-01,33,25.141931404048883,2.3232295478871805,47.960633260210585
BEED,2020-10-01,16,25.024348506581514,2.151738417127387,47.896958596035645
BEED,2020-11-01,18,24.961609341143358,2.0736747380080196,47.84954394427869
BEED,2020-12-01,11,24.92813335981735,2.0358377266936394,47.82042899294106
BEED,2021-01-01,19,24.910271449829967,2.0167343785555794,47.80380852110436
BEED,2021-02-01,11,24.900740800816575,2.0068503030347067,47.794631298598446
BEED,2021-03-01,14,24.895655495231633,2.001664377528865,47.789646612934405
BHANDARA,2020-06-01,16,18.21123421598888,6.494831834719443,29.92763659725832
BHANDARA,2020-07-01,19,18.834090516906464,6.661754559493559,31.00642647431937
BHANDARA,2020-08-01,22,19.00953550992781,6.801753716557336,31.217317303298287
BHANDARA,2020-09-01,28,19.05895452604905,6.848364775004585,31.269544277093516
BHANDARA,2020-10-01,22,19.07287478169347,6.862062267735167,31.283687295651774
BHANDARA,2020-11-01,25,19.076795813158984,6.865965624793869,31.2876260015241
BHANDARA,2020-12-01,28,19.077900281937882,6.867068691241105,31.28873187263466
BHANDARA,2021-01-01,19,19.078211386629157,6.867379684667794,31.289043088590518
BHANDARA,2021-02-01,19,19.078299018014295,6.867467307224915,31.289130728803677
BHANDARA,2021-03-01,21,19.078323701858274,6.867491990368459,31.28915541334809
BULDHANA,2020-06-01,25,26.79252637168028,12.518537791708658,41.066514951651904
BULDHANA,2020-07-01,31,26.790665486819098,11.851431933289922,41.72989904034827
BULDHANA,2020-08-01,25,26.342049612008044,9.986346189634006,42.69775303438208
BULDHANA,2020-09-01,17,26.202808067416097,9.435577970712298,42.9700381641199
BULDHANA,2020-10-01,19,25.99334262856279,8.841744093113022,43.14494116401256
BULDHANA,2020-11-01,24,25.87698457234037,8.54628958278046,43.20767956190028
BULDHANA,2020-12-01,19,25.763324863800257,8.304985329619324,43.221664397981186
BULDHANA,2021-01-01,18,25.685046632488948,8.155993434176441,43.21409983080146
BULDHANA,2021-02-01,24,25.618696897871462,8.043863213844897,43.19353058189803
BULDHANA,2021-03-01,20,25.56915970761777,7.967292723031846,43.1710266922037
CHANDRAPUR,2020-06-01,43,41.21792696387614,23.876054891834347,58.55979903591793
CHANDRAPUR,2020-07-01,41,41.55385730140948,23.564413170961117,59.54330143185784
CHANDRAPUR,2020-08-01,37,41.646514082170874,23.608755913176253,59.684272251165496
CHANDRAPUR,2020-09-01,44,41.672070806473016,23.63064232447116,59.71349928847487
CHANDRAPUR,2020-10-01,67,41.67911989831161,23.637412218809377,59.72082757781385
CHANDRAPUR,2020-11-01,47,41.681064188791154,23.639335268831196,59.72279310875111
CHANDRAPUR,2020-12-01,35,41.68160046574078,23.639869929861927,59.72333100161963
CHANDRAPUR,2021-01-01,23,41.68174838240741,23.640017723593576,59.72347904122125
CHANDRAPUR,2021-02-01,19,41.681789180991586,23.64005851282517,59.723519849158
CHANDRAPUR,2021-03-01,27,41.68180043411476,23.640069765236827,59.723531102992695
DHULE,2020-06-01,20,15.088882671357643,-12.144523926750859,42.32228926946615
DHULE,2020-07-01,24,15.487540235182301,-13.237036572033144,44.21211704239775
DHULE,2020-08-01,31,15.8298186972254,-13.946206749940758,45.60584414439156
DHULE,2020-09-01,27,16.123691324285645,-14.404236989273581,46.651619637844874
DHULE,2020-10-01,50,16.376003784788676,-14.694545625443386,47.44655319502074
DHULE,2020-11-01,25,16.59263361643354,-14.871920949697717,48.0571881825648
DHULE,2020-12-01,33,16.778627141544916,-14.973240239436226,48.530494522526055
DHULE,2021-01-01,34,16.93831701953026,-15.023690983363128,48.900325022423644
DHULE,2021-02-01,47,17.075423174788646,-15.040610789874265,49.19145713945156
DHULE,2021-03-01,44,17.193139451154405,-15.035964295291617,49.42224319760042
GADCHIROLI,2020-06-01,28,27.67743210346053,11.214138519157046,44.14072568776401
GADCHIROLI,2020-07-01,46,28.258660401400316,10.691851768104211,45.825469034696425
GADCHIROLI,2020-08-01,44,29.930686334327298,11.701554629015362,48.159818039639234
GADCHIROLI,2020-09-01,44,29.930686334327298,11.701554629015362,48.159818039639234
GADCHIROLI,2020-10-01,41,29.930686334327298,11.701554629015362,48.159818039639234
GADCHIROLI,2020-11-01,40,29.930686334327298,11.701554629015362,48.159818039639234
GADCHIROLI,2020-12-01,35,29.930686334327298,11.701554629015362,48.159818039639234
GADCHIROLI,2021-01-01,26,29.930686334327298,11.701554629015362,48.159818039639234
GADCHIROLI,2021-02-01,25,29.930686334327298,11.701554629015362,48.159818039639234
GADCHIROLI,2021-03-01,17,29.930686334327298,11.701554629015362,48.159818039639234
GONDIA,2020-06-01,20,18.778379770633066,8.007630175572682,29.54912936569345
GONDIA,2020-07-01,23,20.651670081270172,9.082806259478618,32.22053390306173
GONDIA,2020-08-01,21,21.386064741463105,9.69936905229804,33.07276043062817
GONDIA,2020-09-01,28,21.673972875006204,9.969272636288805,33.3786731137236
GONDIA,2020-10-01,39,21.786842831520445,10.079377907725162,33.49430775531573
GONDIA,2020-11-01,30,21.831091762339973,10.123201988807363,33.53898153587258
GONDIA,2020-12-01,23,21.848438875239978,10.140483807431384,33.556393943048576
GONDIA,2021-01-01,17,21.85523954410117,10.147274441172796,33.56320464702954
GONDIA,2021-02-01,14,21.857905641752478,10.149938996515813,33.56587228698914
GONDIA,2021-03-01,16,21.858950844339365,10.15098396206359,33.56691772661514
HINGOLI,2020-06-01,5,13.540883172913695,5.299124442487491,21.7826419033399
HINGOLI,2020-07-01,12,13.791626146296139,4.7073271997504005,22.875925092841875
HINGOLI,2020-08-01,19,13.907865737115689,4.652506283372404,23.163225190858974
HINGOLI,2020-09-01,14,13.961752162292948,4.670041714571521,23.253462610014374
HINGOLI,2020-10-01,20,13.986732866353513,4.687228884507313,23.286236848199714
HINGOLI,2020-11-01,12,13.998313437402878,4.69713542286355,23.299491451942206
HINGOLI,2020-12-01,13,14.003681966068212,4.702144229482705,23.30521970265372
HINGOLI,2021-01-01,8,14.006170712081484,4.704555670519129,23.30778575364384
HINGOLI,2021-02-01,12,14.007324446578345,4.705692791717663,23.308956101439026
HINGOLI,2021-03-01,16,14.007859295567412,4.7062240703961695,23.309494520738653
JALGAON,2020-06-01,29,37.541308467614144,14.13092641974741,60.95169051548088
JALGAON,2020-07-01,21,36.74862519225419,10.104914321989316,63.392336062519064
JALGAON,2020-08-01,25,36.31786463658849,8.791875651629613,63.84385362154737
JALGAON,2020-09-01,41,36.083780403849794,8.302607659880021,63.86495314781956
JALGAON,2020-10-01,37,35.956574169908116,8.1004911893986,63.812657150417635
JALGAON,2020-11-01,39,35.88744766034226,8.009281725076256,63.765613595608265
JALGAON,2020-12-01,17,35.84988287930371,7.965199056812207,63.73456670179522
JALGAON,2021-01-01,24,35.829469397076174,7.942861093874765,63.71607770027758
JALGAON,2021-02-01,16,35.81837628685077,7.931199698093113,63.70555287560843
JALGAON,2021-03-01,16,35.81234806035313,7.925003655600253,63.69969246510601
JALNA,2020-06-01,27,29.339494275300652,13.686984730502164,44.99200382009914
JALNA,2020-07-01,38,29.090174347930883,12.359682413292077,45.82066628256969
JALNA,2020-08-01,26,28.996063996030507,12.117581398486696,45.87454659357432
JALNA,2020-09-01,25,28.96054032799383,12.061077166655636,45.86000348933202
JALNA,2020-10-01,29,28.947131271866656,12.044680871925326,45.84958167180798
JALNA,2020-11-01,20,28.94206977917294,12.039193793677857,45.844945764668026
JALNA,2020-12-01,25,28.94015922648037,12.037222603463658,45.84309584949709
JALNA,2021-01-01,29,28.93943805353556,12.03649279076511,45.84238331630601
JALNA,2021-02-01,18,28.939165833659946,12.036219339878173,45.84211232744172
JALNA,2021-03-01,26,28.939063079305093,12.036116410126041,45.842009748484145
KOLHAPUR,2020-06-01,27,22.352527381737936,5.0492903420853885,39.65576442139049
KOLHAPUR,2020-07-01,23,22.519682568420876,3.3698385349688564,41.669526601872896
KOLHAPUR,2020-08-01,20,22.59894125266056,3.0579371889848446,42.139945316336274
KOLHAPUR,2020-09-01,16,22.63652273099854,3.0086475158685246,42.264397946128554
KOLHAPUR,2020-10-01,14,22.65434245040994,3.0069888925572386,42.30169600826264
KOLHAPUR,2020-11-01,15,22.66279188917457,3.011061676417924,42.31452210193122
KOLHAPUR,2020-12-01,20,22.666798294314237,3.014084213021885,42.31951237560659
KOLHAPUR,2021-01-01,40,22.668697980505268,3.0157627029630163,42.32163325804752
KOLHAPUR,2021-02-01,29,22.669598740038715,3.016613731315882,42.322583748761545
KOLHAPUR,2021-03-01,21,22.67002584623179,3.017029656471582,42.323022035992
LATUR,2020-06-01,37,23.266858005570192,12.062559243470023,34.471156767670365
LATUR,2020-07-01,16,22.31706635948414,9.035188154025013,35.59894456494327
LATUR,2020-08-01,58,22.31706635948414,9.035188154025013,35.59894456494327
LATUR,2020-09-01,35,22.31706635948414,9.035188154025013,35.59894456494327
LATUR,2020-10-01,38,22.31706635948414,9.035188154025013,35.59894456494327
LATUR,2020-11-01,14,22.31706635948414,9.035188154025013,35.59894456494327
LATUR,2020-12-01,17,22.31706635948414,9.035188154025013,35.59894456494327
LATUR,2021-01-01,10,22.31706635948414,9.035188154025013,35.59894456494327
LATUR,2021-02-01,25,22.31706635948414,9.035188154025013,35.59894456494327
LATUR,2021-03-01,12,22.31706635948414,9.035188154025013,35.59894456494327
MUMBAI,2020-06-01,77,88.64370132788564,38.76571854160326,138.521684114168
MUMBAI,2020-07-01,74,88.64370132788564,33.24002085457185,144.04738180119944
MUMBAI,2020-08-01,66,88.64370132788564,28.21752775095441,149.06987490481686
MUMBAI,2020-09-01,76,88.64370132788564,23.581599484264032,153.70580317150723
MUMBAI,2020-10-01,90,88.64370132788564,19.254712724000072,158.0326899317712
MUMBAI,2020-11-01,69,88.64370132788564,15.18223944050871,162.10516321526256
MUMBAI,2020-12-01,46,88.64370132788564,11.323968880140427,165.96343377563085
MUMBAI,2021-01-01,54,88.64370132788564,7.649283810680956,169.63811884509033
MUMBAI,2021-02-01,41,88.64370132788564,4.134232555968467,173.15317009980282
MUMBAI,2021-03-01,50,88.64370132788564,0.7596586621547061,176.52774399361658
NAGPUR,2020-06-01,63,33.55542231050676,9.952773018621112,57.15807160239241
NAGPUR,2020-07-01,50,67.68092029619868,44.01730208330075,91.34453850909661
NAGPUR,2020-08-01,52,38.43466012632827,9.614584133772645,67.2547361188839
NAGPUR,2020-09-01,35,61.79389527974004,32.992508437652624,90.59528212182747
NAGPUR,2020-10-01,76,41.733491152075075,11.631877893241484,71.83510441090867
NAGPUR,2020-11-01,33,57.82977908867499,27.546942632985836,88.11261554436415
NAGPUR,2020-12-01,49,44.184973441733085,13.874116830115522,74.49583005335064
NAGPUR,2021-01-01,48,55.39196524452905,24.247315028588844,86.53661546046925
NAGPUR,2021-02-01,50,46.22103098788983,14.855664278196123,77.58639769758355
NAGPUR,2021-03-01,32,54.11911486516199,21.265010366090685,86.9732193642333
NANDED,2020-06-01,25,22.813098750155852,1.4255800005817498,44.20061749972996
NANDED,2020-07-01,26,22.813098750155852,-1.8806467019789714,47.50684420229068
NANDED,2020-08-01,32,22.813098750155852,-4.7937150943694675,50.41991259468117
NANDED,2020-09-01,50,22.813098750155852,-7.427458070738176,53.05365557104988
NANDED,2020-10-01,21,22.813098750155852,-9.849515704739915,55.47571320505162
NANDED,2020-11-01,33,22.813098750155852,-12.103967123433975,57.73016462374568
NANDED,2020-12-01,22,22.813098750155852,-14.221433721742002,59.84763122205371
NANDED,2021-01-01,25,22.813098750155852,-16.224212909377037,61.85041040968874
NANDED,2021-02-01,18,22.813098750155852,-18.129138704518603,63.75533620483031
NANDED,2021-03-01,21,22.813098750155852,-19.949290261525817,65.57548776183752
NANDURBAR,2020-06-01,31,43.08526213464266,26.49148533746043,59.67903893182489
NANDURBAR,2020-07-01,42,39.92483597932154,20.29181990415202,59.557852054491065
NANDURBAR,2020-08-01,48,39.92483597932154,20.29181990415202,59.557852054491065
NANDURBAR,2020-09-01,52,39.92483597932154,20.29181990415202,59.557852054491065
NANDURBAR,2020-10-01,44,39.92483597932154,20.29181990415202,59.557852054491065
NANDURBAR,2020-11-01,56,39.92483597932154,20.29181990415202,59.557852054491065
NANDURBAR,2020-12-01,37,39.92483597932154,20.29181990415202,59.557852054491065
NANDURBAR,2021-01-01,30,39.92483597932154,20.29181990415202,59.557852054491065
NANDURBAR,2021-02-01,19,39.92483597932154,20.29181990415202,59.557852054491065
NANDURBAR,2021-03-01,26,39.92483597932154,20.29181990415202,59.557852054491065
NASHIK,2020-06-01,91,96.58770515837554,69.00384932429569,124.1715609924554
NASHIK,2020-07-01,68,94.74619693863792,63.4018792106331,126.09051466664275
NASHIK,2020-08-01,94,93.75239286227422,61.39494110941452,126.10984461513392
NASHIK,2020-09-01,111,93.21606805437418,60.569460345523325,125.86267576322503
NASHIK,2020-10-01,96,92.92663042133339,60.19628864406052,125.65697219860624
NASHIK,2020-11-01,87,92.77043003271389,60.015741615257326,125.52511845017045
NASHIK,2020-12-01,83,92.68613359500276,59.924357811847834,125.44790937815768
NASHIK,2021-01-01,66,92.64064145843646,59.87680182395284,125.4044810929201
NASHIK,2021-02-01,62,92.61609078292088,59.85165009238967,125.3805314734521
NASHIK,2021-03-01,64,92.60284155538913,59.83822581407735,125.36745729670092
OSMANABAD,2020-06-01,20,17.171569889300205,5.6872701817929805,28.655869596807428
OSMANABAD,2020-07-01,28,17.171569889300205,5.469363841726381,28.87377593687403
OSMANABAD,2020-08-01,30,17.171569889300205,5.255441617588108,29.0876981610123
OSMANABAD,2020-09-01,26,17.171569889300205,5.0452926536470795,29.29784712495333
OSMANABAD,2020-10-01,17,17.171569889300205,4.838724061838398,29.50441571676201
OSMANABAD,2020-11-01,19,17.171569889300205,4.635558848623631,29.70758092997678
OSMANABAD,2020-12-01,14,17.171569889300205,4.435634139619781,29.90750563898063
OSMANABAD,2021-01-01,16,17.171569889300205,4.23879965133453,30.10434012726588
OSMANABAD,2021-02-01,12,17.171569889300205,4.044916369227634,30.298223409372774
OSMANABAD,2021-03-01,14,17.171569889300205,3.85385539904113,30.48928437955928
PALGHAR,2020-06-01,32,39.484926913733894,26.2905892431895,52.679264584278286
PALGHAR,2020-07-01,45,37.08406818288768,23.02235552304598,51.14578084272937
PALGHAR,2020-08-01,48,36.19933173109999,22.0239233734683,50.37474008873168
PALGHAR,2020-09-01,33,35.873298974959454,21.682521174395145,50.06407677552376
PALGHAR,2020-10-01,48,35.75315318706769,21.560289524408248,49.94601684972713
PALGHAR,2020-11-01,42,35.70887846289884,21.5157315671606,49.902025358637076
PALGHAR,2020-12-01,26,35.6925628580439,21.499377500144764,49.88574821594304
PALGHAR,2021-01-01,26,35.68655042167575,21.493359840685027,49.879741002666464
PALGHAR,2021-02-01,28,35.68433478876465,21.491143498486643,49.87752607904266
PALGHAR,2021-03-01,22,35.68351830957116,21.490326922973082,49.87670969616924
PARBHANI,2020-06-01,13,14.543011283812813,8.24032484511553,20.845697722510096
PARBHANI,2020-07-01,11,13.46108437934888,5.610706480406345,21.311462278291415
PARBHANI,2020-08-01,33,12.657669902903123,4.072387068876926,21.24295273692932
PARBHANI,2020-09-01,18,12.061072463372373,3.0962799894428663,21.02586493730188
PARBHANI,2020-10-01,12,11.618052683060165,2.4507083316025007,20.78539703451783
PARBHANI,2020-11-01,21,11.289076202869019,2.011931910607693,20.566220495130345
PARBHANI,2020-12-01,16,11.044785700890333,1.7076476746078466,20.38192372717282
PARBHANI,2021-01-01,8,10.863381093113135,1.493325553934202,20.23343663229207
PARBHANI,2021-02-01,11,10.728674129656694,1.3405165449420728,20.116831714371315
