district,rmse,r_squared,best_params,differencing,feature_importances
AHMEDNAGAR,75.73904288190249,1.0,"{'n_estimators': 200, 'max_depth': 15}",0,"[0.38963824100345934, 0.15208659683375467, 0.12746080912930607, 0.10522661598730494, 0.09487865924985926, 0.13070907779631558]"
AKOLA,65.03834994746475,1.0,"{'n_estimators': 200, 'max_depth': 15}",0,"[0.1951533289475095, 0.17646004137996518, 0.1663736107031842, 0.18376641446220215, 0.09534872595674428, 0.18289787855039463]"
AMRAVATI,273.1301039848551,1.0,"{'n_estimators': 200, 'max_depth': 15}",1,"[0.6362011091202504, 0.06659773089909288, 0.09020562460700378, 0.04708285797151499, 0.06669410845168333, 0.09321856895045462]"
AURANGABAD,530.8799002390067,0.9999998164398676,"{'n_estimators': 200, 'max_depth': 15}",1,"[0.12684717275000487, 0.3055771810666141, 0.11213287334914904, 0.15170251181558314, 0.14656711378612283, 0.15717314723252596]"
BEED,69.02456034308047,1.0,"{'n_estimators': 200, 'max_depth': 15}",0,"[0.21949528933024456, 0.19209690336769378, 0.10598933576487553, 0.21439813358620005, 0.12045011783655182, 0.1475702201144343]"
BHANDARA,72.83374929324393,1.0,"{'n_estimators': 200, 'max_depth': 15}",0,"[0.584224683059134, 0.12817819211752704, 0.06176440309096106, 0.06858725722140983, 0.0979348721725206, 0.059310592338447356]"
BULDHANA,47.319176110513354,0.999998970231952,"{'n_estimators': 200, 'max_depth': 15}",0,"[0.11292860912395992, 0.2514974262433125, 0.10026198890317273, 0.26097584788307215, 0.1728298812738041, 0.10150624657267869]"
CHANDRAPUR,175.29371841165138,0.9999994388555494,"{'n_estimators': 200, 'max_depth': 15}",1,"[0.1565320431331177, 0.1488720597460319, 0.12032077814595438, 0.23460650661528204, 0.20783303405139214, 0.1318355783082219]"
DHULE,121.93267828327782,0.9999985368537098,"{'n_estimators': 200, 'max_depth': 15}",0,"[0.2311174070198456, 0.13448940974916573, 0.09338750292589074, 0.1643076288940426, 0.17007625179075916, 0.2066217996202962]"
GADCHIROLI,68.2573809195753,1.0,"{'n_estimators': 200, 'max_depth': 15}",1,"[0.12008544345878042, 0.15980310562881436, 0.13488466200448454, 0.20061412689731895, 0.2220100778667121, 0.16260258414388973]"
GONDIA,151.5981144433458,1.0,"{'n_estimators': 200, 'max_depth': 15}",1,"[0.2375434826081643, 0.11936213007360993, 0.0867891921468788, 0.17021606459920025, 0.2150852937753464, 0.1710038367968003]"
HINGOLI,83.5377567497343,1.0,"{'n_estimators': 200, 'max_depth': 15}",0,"[0.2573495813298961, 0.09121811694297335, 0.10131594920941304, 0.22515887210099453, 0.15471242027606286, 0.17024506014066]"
JALGAON,125.03211981771369,1.0,"{'n_estimators': 200, 'max_depth': 15}",0,"[0.20337034161294987, 0.18154698740828468, 0.16956427870145158, 0.2783626217850852, 0.08719330957154477, 0.07996246092068394]"
JALNA,66.72404216455848,0.9999999999022564,"{'n_estimators': 200, 'max_depth': 15}",0,"[0.25598456404083925, 0.17606976220834014, 0.17439658475734504, 0.16761949172429955, 0.1359720104382255, 0.08995758683095059]"
KOLHAPUR,89.99628818520347,0.9999999022961295,"{'n_estimators': 200, 'max_depth': 15}",0,"[0.1607114510427927, 0.11178333406542636, 0.18463727152418472, 0.15408418430581333, 0.25393833938745897, 0.13484541967432384]"
LATUR,109.93888559862096,1.0,"{'n_estimators': 200, 'max_depth': 15}",0,"[0.25800277722669446, 0.1410729378044387, 0.25051153101097695, 0.11076606098364747, 0.10479693291858973, 0.1348497600556527]"
MUMBAI,346.49001669520635,1.0,"{'n_estimators': 200, 'max_depth': 15}",1,"[0.06472955071137258, 0.09745214526019967, 0.4383414455239412, 0.12908044600984891, 0.13243404564379874, 0.1379623668508387]"
NAGPUR,267.21799182606617,1.0,"{'n_estimators': 200, 'max_depth': 15}",0,"[0.36488344881206713, 0.16656101942686974, 0.07644375589172372, 0.12435407326020878, 0.12443005424062657, 0.1433276483685041]"
NANDED,54.08526632395678,0.999999988744597,"{'n_estimators': 200, 'max_depth': 15}",0,"[0.47385455810636345, 0.1135236960616211, 0.07329531445839997, 0.1427628599965596, 0.08731212276906304, 0.1092514486079929]"
NANDURBAR,75.11159601257022,1.0,"{'n_estimators': 200, 'max_depth': 15}",0,"[0.3790816510771372, 0.1276935972561015, 0.07290693985224629, 0.12265889340966273, 0.13147307585691367, 0.16618584254793872]"
NASHIK,117.86237752612625,1.0,"{'n_estimators': 200, 'max_depth': 15}",0,"[0.35944727067922616, 0.12600809840705945, 0.10097991526874439, 0.1667862346857392, 0.13996892005923126, 0.10680956089999938]"
OSMANABAD,35.423361680927144,1.0,"{'n_estimators': 200, 'max_depth': 15}",0,"[0.23269211504351162, 0.1272758984129864, 0.19645257975592187, 0.142135680597347, 0.09630438327148044, 0.2051393429187528]"
