district,rmse,r_squared,best_params,differencing
AHMEDNAGAR,455.38962651136046,0.061749713025363695,"{'n_neighbors': 9, 'weights': 'uniform'}",0
AKOLA,293.8235848936918,0.13512761801817497,"{'n_neighbors': 9, 'weights': 'uniform'}",0
AMRAVATI,416.0631678853367,0.16260548364816496,"{'n_neighbors': 9, 'weights': 'uniform'}",0
AURANGABAD,396.5515117975424,0.06257453408888003,"{'n_neighbors': 9, 'weights': 'uniform'}",0
BEED,380.87868740513863,1.0,"{'n_neighbors': 7, 'weights': 'distance'}",0
BHANDARA,224.41295026366413,1.0,"{'n_neighbors': 9, 'weights': 'distance'}",1
BULDHANA,364.59913169816286,1.0,"{'n_neighbors': 9, 'weights': 'distance'}",0
CHANDRAPUR,255.87298136176355,1.0,"{'n_neighbors': 3, 'weights': 'distance'}",0
DHULE,350.98947924470093,0.010517879829056387,"{'n_neighbors': 9, 'weights': 'uniform'}",0
GADCHIROLI,366.1535215733207,0.12794343993844237,"{'n_neighbors': 7, 'weights': 'uniform'}",1
GONDIA,137.25709858186246,0.502929404814282,"{'n_neighbors': 5, 'weights': 'uniform'}",0
HINGOLI,119.45903442331095,0.01359169736523591,"{'n_neighbors': 9, 'weights': 'uniform'}",0
JALGAON,655.1894217144189,0.0855055366089964,"{'n_neighbors': 9, 'weights': 'uniform'}",0
JALNA,219.44466974198272,1.0,"{'n_neighbors': 9, 'weights': 'distance'}",0
KOLHAPUR,406.153652722014,1.0,"{'n_neighbors': 9, 'weights': 'distance'}",0
LATUR,307.5628689672193,0.28155668857816507,"{'n_neighbors': 7, 'weights': 'uniform'}",0
MUMBAI,3497.121279591272,0.09289021957302468,"{'n_neighbors': 9, 'weights': 'uniform'}",1
NAGPUR,1266.9853530225448,-0.0064163251327891135,"{'n_neighbors': 9, 'weights': 'uniform'}",0
NANDED,460.430107439319,1.0,"{'n_neighbors': 9, 'weights': 'distance'}",0
NANDURBAR,229.93657313354714,0.42197140435061353,"{'n_neighbors': 7, 'weights': 'uniform'}",0
NASHIK,669.6682296314926,0.39496919318033175,"{'n_neighbors': 5, 'weights': 'uniform'}",0
OSMANABAD,212.0514082142621,0.014133875261289619,"{'n_neighbors': 9, 'weights': 'uniform'}",0
PALGHAR,494.11232152475094,0.25101308883054596,"{'n_neighbors': 9, 'weights': 'uniform'}",0
PARBHANI,360.102276490625,1.0,"{'n_neighbors': 9, 'weights': 'distance'}",0
PUNE,1549.4979183226624,1.0,"{'n_neighbors': 7, 'weights': 'distance'}",0
RAIGAD,914.3824787174831,1.0,"{'n_neighbors': 7, 'weights': 'distance'}",1
RATNAGIRI,244.1758063711669,0.20423670966087693,"{'n_neighbors': 9, 'weights': 'uniform'}",0
SANGLI,258.4440224896492,1.0,"{'n_neighbors': 7, 'weights': 'distance'}",0
SATARA,510.54897965915217,0.12730214803799778,"{'n_neighbors': 9, 'weights': 'uniform'}",0
SINDHUDURG,101.49077410819632,-0.050721426880076415,"{'n_neighbors': 9, 'weights': 'uniform'}",0
SOLAPUR,491.3409457464637,1.0,"{'n_neighbors': 9, 'weights': 'distance'}",0
THANE,1552.2529897403872,1.0,"{'n_neighbors': 9, 'weights': 'distance'}",0
WARDHA,175.57974833161632,1.0,"{'n_neighbors': 3, 'weights': 'distance'}",0
WASHIM,146.78697399242716,1.0,"{'n_neighbors': 9, 'weights': 'distance'}",0
YAVATMAL,185.8770404243417,1.0,"{'n_neighbors': 7, 'weights': 'distance'}",0
MUMBAI SUBURBAN,221.58957235490206,1.0,"{'n_neighbors': 3, 'weights': 'distance'}",0
