district,date,actual,forecast
AHMEDNAGAR,2020-07-01,6478,7241.435
AHMEDNAGAR,2020-08-01,5975,6751.5938
AHMEDNAGAR,2020-09-01,6550,6923.1543
AHMEDNAGAR,2020-10-01,6471,7338.4053
AHMEDNAGAR,2020-11-01,6107,6517.8574
AHMEDNAGAR,2020-12-01,7460,7019.855
AHMEDNAGAR,2021-01-01,6692,7264.6997
AHMEDNAGAR,2021-02-01,7023,6613.182
AHMEDNAGAR,2021-03-01,6274,7472.4307
AKOLA,2020-07-01,3121,2895.5242
AKOLA,2020-08-01,3029,2643.3188
AKOLA,2020-09-01,2763,2533.8032
AKOLA,2020-10-01,2737,2453.999
AKOLA,2020-11-01,2700,2566.112
AKOLA,2020-12-01,2933,2862.544
AKOLA,2021-01-01,3111,2969.1565
AKOLA,2021-02-01,2983,2953.2866
AKOLA,2021-03-01,3093,2581.859
AMRAVATI,2020-07-01,3459,3624.544
AMRAVATI,2020-08-01,3049,3603.6223
AMRAVATI,2020-09-01,3325,3616.028
AMRAVATI,2020-10-01,3191,3917.7756
AMRAVATI,2020-11-01,3502,3970.591
AMRAVATI,2020-12-01,4172,4143.2334
AMRAVATI,2021-01-01,4458,4432.064
AMRAVATI,2021-02-01,4134,4061.0308
AMRAVATI,2021-03-01,4134,3425.2932
AURANGABAD,2020-07-01,6028,6202.206
AURANGABAD,2020-08-01,6173,6867.5537
AURANGABAD,2020-09-01,6644,6366.3335
AURANGABAD,2020-10-01,6246,6136.0166
AURANGABAD,2020-11-01,5765,5876.874
AURANGABAD,2020-12-01,6760,6473.765
AURANGABAD,2021-01-01,6615,6608.7544
AURANGABAD,2021-02-01,7139,5634.198
AURANGABAD,2021-03-01,6756,7006.186
BEED,2020-07-01,3821,4424.7256
BEED,2020-08-01,3261,3991.318
BEED,2020-09-01,3819,2773.4712
BEED,2020-10-01,3751,2948.3833
BEED,2020-11-01,3332,4057.547
BEED,2020-12-01,4156,4153.9624
BEED,2021-01-01,4018,4198.3457
BEED,2021-02-01,4267,4403.082
BEED,2021-03-01,4241,4067.4834
BULDHANA,2020-07-01,3900,4041.6995
BULDHANA,2020-08-01,3612,3941.0862
BULDHANA,2020-09-01,4073,4133.546
BULDHANA,2020-10-01,3614,3818.035
BULDHANA,2020-11-01,3484,3969.9312
BULDHANA,2020-12-01,4289,4555.0054
BULDHANA,2021-01-01,4304,4264.012
BULDHANA,2021-02-01,4508,4155.2344
BULDHANA,2021-03-01,4443,4069.8018
CHANDRAPUR,2020-07-01,2316,2283.1694
CHANDRAPUR,2020-08-01,2209,2283.1826
CHANDRAPUR,2020-09-01,2247,2302.8462
CHANDRAPUR,2020-10-01,2187,2200.7207
CHANDRAPUR,2020-11-01,2220,2352.1838
CHANDRAPUR,2020-12-01,2940,2449.7505
CHANDRAPUR,2021-01-01,3096,3387.997
CHANDRAPUR,2021-02-01,3083,2911.824
CHANDRAPUR,2021-03-01,3033,2998.2651
DHULE,2020-07-01,3857,3720.3767
DHULE,2020-08-01,3076,3539.7314
DHULE,2020-09-01,3376,3340.523
DHULE,2020-10-01,3157,3669.373
DHULE,2020-11-01,3146,3700.2356
DHULE,2020-12-01,3665,3462.9355
DHULE,2021-01-01,3484,3544.9136
DHULE,2021-02-01,3689,3647.0957
DHULE,2021-03-01,3358,3619.5767
GONDIA,2020-07-01,1703,1685.2888
GONDIA,2020-08-01,1383,1478.9038
GONDIA,2020-09-01,1445,1598.4569
GONDIA,2020-10-01,1472,1439.5122
GONDIA,2020-11-01,1519,1644.5208
GONDIA,2020-12-01,1528,1643.2891
GONDIA,2021-01-01,1531,1627.7354
GONDIA,2021-02-01,1829,1766.3829
GONDIA,2021-03-01,2024,1830.9734
HINGOLI,2020-07-01,1886,1982.2864
HINGOLI,2020-08-01,1692,1850.6095
HINGOLI,2020-09-01,2019,1873.7262
HINGOLI,2020-10-01,1976,1987.744
HINGOLI,2020-11-01,1722,1935.9907
HINGOLI,2020-12-01,1949,1966.3396
HINGOLI,2021-01-01,1975,1845.1617
HINGOLI,2021-02-01,2077,1936.1272
HINGOLI,2021-03-01,2045,2094.35
JALGAON,2020-07-01,6176,6583.125
JALGAON,2020-08-01,5950,6615.704
JALGAON,2020-09-01,6369,6854.986
JALGAON,2020-10-01,6370,6850.9365
JALGAON,2020-11-01,6429,7032.0347
JALGAON,2020-12-01,7344,6769.8213
JALGAON,2021-01-01,7376,6346.4043
JALGAON,2021-02-01,7683,5900.1646
JALGAON,2021-03-01,6301,6342.823
JALNA,2020-07-01,3234,3642.1772
JALNA,2020-08-01,3247,3487.3157
