district,date,actual,forecast
AHMEDNAGAR,2020-07-01,6478,6734.141
AHMEDNAGAR,2020-08-01,5975,6672.6436
AHMEDNAGAR,2020-09-01,6550,6710.1426
AHMEDNAGAR,2020-10-01,6471,6757.7075
AHMEDNAGAR,2020-11-01,6107,6638.2935
AHMEDNAGAR,2020-12-01,7460,6438.5234
AHMEDNAGAR,2021-01-01,6692,6524.5874
AHMEDNAGAR,2021-02-01,7023,6587.997
AHMEDNAGAR,2021-03-01,6274,6619.1084
AKOLA,2020-07-01,3121,2693.7048
AKOLA,2020-08-01,3029,2707.6208
AKOLA,2020-09-01,2763,2698.3508
AKOLA,2020-10-01,2737,2669.667
AKOLA,2020-11-01,2700,2798.5818
AKOLA,2020-12-01,2933,2869.8828
AKOLA,2021-01-01,3111,2884.2168
AKOLA,2021-02-01,2983,2861.7712
AKOLA,2021-03-01,3093,2772.753
AMRAVATI,2020-07-01,3459,3905.0293
AMRAVATI,2020-08-01,3049,3839.1187
AMRAVATI,2020-09-01,3325,3694.5786
AMRAVATI,2020-10-01,3191,3667.0298
AMRAVATI,2020-11-01,3502,3566.4429
AMRAVATI,2020-12-01,4172,3483.687
AMRAVATI,2021-01-01,4458,3545.3872
AMRAVATI,2021-02-01,4134,3601.0505
AMRAVATI,2021-03-01,4134,3687.2097
AURANGABAD,2020-07-01,6028,6205.879
AURANGABAD,2020-08-01,6173,6274.644
AURANGABAD,2020-09-01,6644,6269.6147
AURANGABAD,2020-10-01,6246,6311.158
AURANGABAD,2020-11-01,5765,6396.772
AURANGABAD,2020-12-01,6760,6367.0703
AURANGABAD,2021-01-01,6615,6261.3096
AURANGABAD,2021-02-01,7139,6317.032
AURANGABAD,2021-03-01,6756,6486.881
BEED,2020-07-01,3821,4076.8762
BEED,2020-08-01,3261,3836.954
BEED,2020-09-01,3819,3720.3696
BEED,2020-10-01,3751,3682.3977
BEED,2020-11-01,3332,3728.0242
BEED,2020-12-01,4156,3680.623
BEED,2021-01-01,4018,3771.6484
BEED,2021-02-01,4267,3879.2146
BEED,2021-03-01,4241,3967.6387
BULDHANA,2020-07-01,3900,4147.1997
BULDHANA,2020-08-01,3612,4083.549
BULDHANA,2020-09-01,4073,4022.3552
BULDHANA,2020-10-01,3614,4044.0488
BULDHANA,2020-11-01,3484,4012.4143
BULDHANA,2020-12-01,4289,3902.4314
BULDHANA,2021-01-01,4304,3959.9133
BULDHANA,2021-02-01,4508,3984.1233
BULDHANA,2021-03-01,4443,4077.6953
CHANDRAPUR,2020-07-01,2316,2666.995
