district,date,actual,forecast
AHMEDNAGAR,2020-10-01,6471,5978.101870213583
AHMEDNAGAR,2020-11-01,6107,7071.902427952618
AHMEDNAGAR,2020-12-01,7460,6450.6401845397
AHMEDNAGAR,2021-01-01,6692,6562.372723945567
AHMEDNAGAR,2021-02-01,7023,6327.012709566451
AHMEDNAGAR,2021-03-01,6274,6034.504692683017
AKOLA,2020-10-01,2737,2096.375897203332
AKOLA,2020-11-01,2700,2724.6112249398725
AKOLA,2020-12-01,2933,2551.091599893248
AKOLA,2021-01-01,3111,2877.8629758479246
AKOLA,2021-02-01,2983,2752.7840240369155
AKOLA,2021-03-01,3093,2802.2669763465105
AMRAVATI,2020-10-01,3191,3715.4214616038585
AMRAVATI,2020-11-01,3502,3647.671844265817
AMRAVATI,2020-12-01,4172,3589.772409454826
AMRAVATI,2021-01-01,4458,3356.3427290237123
AMRAVATI,2021-02-01,4134,3908.0109585145065
AMRAVATI,2021-03-01,4134,4010.4583782936807
AURANGABAD,2020-10-01,6246,5623.979102904175
AURANGABAD,2020-11-01,5765,5901.091360606082
AURANGABAD,2020-12-01,6760,6162.781330013789
AURANGABAD,2021-01-01,6615,5701.1365160878095
AURANGABAD,2021-02-01,7139,6727.34310976018
AURANGABAD,2021-03-01,6756,5815.334049150704
BEED,2020-10-01,3751,3368.67830592894
BEED,2020-11-01,3332,3962.6371087927982
BEED,2020-12-01,4156,3610.249736605752
BEED,2021-01-01,4018,3275.384351169821
BEED,2021-02-01,4267,3851.593940169324
BEED,2021-03-01,4241,3940.860943492638
BHANDARA,2020-10-01,1233,1184.8686750322545
BHANDARA,2020-11-01,1093,1259.3584287323758
BHANDARA,2020-12-01,1395,1194.895659775485
BHANDARA,2021-01-01,1416,1134.998363663533
BHANDARA,2021-02-01,1690,1471.9995768120268
BHANDARA,2021-03-01,1729,1564.2829206335657
BULDHANA,2020-10-01,3614,3566.3697353187044
BULDHANA,2020-11-01,3484,4198.946910790375
BULDHANA,2020-12-01,4289,3737.197877457677
BULDHANA,2021-01-01,4304,3819.435400402832
BULDHANA,2021-02-01,4508,4246.483101413758
BULDHANA,2021-03-01,4443,4247.377597904449
CHANDRAPUR,2020-10-01,2187,2407.4080788727897
CHANDRAPUR,2020-11-01,2220,2639.3539729615977
CHANDRAPUR,2020-12-01,2940,2558.3167381454823
CHANDRAPUR,2021-01-01,3096,2222.9099105690198
CHANDRAPUR,2021-02-01,3083,3116.864101262945
CHANDRAPUR,2021-03-01,3033,3117.958975456946
DHULE,2020-10-01,3157,3308.342038127289
DHULE,2020-11-01,3146,3554.7415806499557
DHULE,2020-12-01,3665,3521.006558337195
DHULE,2021-01-01,3484,3798.918527285936
DHULE,2021-02-01,3689,3833.061381181556
DHULE,2021-03-01,3358,3570.064354343822
GADCHIROLI,2020-10-01,1251,1264.8000430599268
GADCHIROLI,2020-11-01,1256,1606.761734197429
GADCHIROLI,2020-12-01,1632,1388.54439452154
GADCHIROLI,2021-01-01,1689,1307.5183637796044
GADCHIROLI,2021-02-01,2016,1503.922559101627
GADCHIROLI,2021-03-01,2045,1825.5734291362496
GONDIA,2020-10-01,1472,1519.4061944464636
GONDIA,2020-11-01,1519,1676.0613304853357
GONDIA,2020-12-01,1528,1459.9610364240043
GONDIA,2021-01-01,1531,1273.820385486196
GONDIA,2021-02-01,1829,1713.9311024617148
GONDIA,2021-03-01,2024,1770.8171138829332
HINGOLI,2020-10-01,1976,1669.3582317970877
HINGOLI,2020-11-01,1722,1976.8450972623436
HINGOLI,2020-12-01,1949,1902.216740841916
HINGOLI,2021-01-01,1975,1717.8208135988768
HINGOLI,2021-02-01,2077,2272.3700875902778
HINGOLI,2021-03-01,2045,1952.5022243856276
JALGAON,2020-10-01,6370,6493.579143703075
JALGAON,2020-11-01,6429,6809.125299277993
JALGAON,2020-12-01,7344,6234.817205115295
JALGAON,2021-01-01,7376,6419.948078699421
JALGAON,2021-02-01,7683,6326.114679272655
JALGAON,2021-03-01,6301,6661.905462568911
JALNA,2020-10-01,3244,3213.903750108625
JALNA,2020-11-01,3164,3607.694296212776
JALNA,2020-12-01,3529,3486.848052278701
JALNA,2021-01-01,3637,3452.429538179118
JALNA,2021-02-01,3715,3933.992285144416
JALNA,2021-03-01,3560,3929.024001472708
KOLHAPUR,2020-10-01,4973,4684.180616506943
KOLHAPUR,2020-11-01,4789,5319.967115821976
KOLHAPUR,2020-12-01,5795,4831.76573675799
KOLHAPUR,2021-01-01,5111,4905.668543611595
KOLHAPUR,2021-02-01,5237,5104.511917482726
KOLHAPUR,2021-03-01,4708,4594.778252217813
LATUR,2020-10-01,3751,3381.5319039875635
LATUR,2020-11-01,3673,4215.498496352901
LATUR,2020-12-01,4091,3712.298552427507
LATUR,2021-01-01,4179,3353.3947486692864
LATUR,2021-02-01,4416,3915.100289591515
LATUR,2021-03-01,4366,3751.3059964371146
MUMBAI,2020-10-01,2924,10483.523482570889
MUMBAI,2020-11-01,3608,6067.574266989226
MUMBAI,2020-12-01,4419,2875.160825741318
MUMBAI,2021-01-01,4239,9583.49633318942
MUMBAI,2021-02-01,4034,9921.68822806044
MUMBAI,2021-03-01,4119,7992.167709902458
NAGPUR,2020-10-01,5618,5783.822425454911
NAGPUR,2020-11-01,6429,6911.952734148677
NAGPUR,2020-12-01,7872,6151.427398792921
NAGPUR,2021-01-01,7618,5749.743433415134
NAGPUR,2021-02-01,8330,6359.230738434351
NAGPUR,2021-03-01,8796,5990.019551895491
NANDED,2020-10-01,5214,4488.49531536556
NANDED,2020-11-01,5237,5175.798012421638
NANDED,2020-12-01,6097,5513.376152861071
NANDED,2021-01-01,5865,5282.462394460746
NANDED,2021-02-01,6268,6378.273269589625
NANDED,2021-03-01,5883,5653.253531291847
NANDURBAR,2020-10-01,2588,2901.4018620401293
NANDURBAR,2020-11-01,2581,2842.634064332771
NANDURBAR,2020-12-01,2989,3011.549194683679
NANDURBAR,2021-01-01,2803,3253.2006079839616
NANDURBAR,2021-02-01,3130,3943.7949163619633
NANDURBAR,2021-03-01,3365,3628.576303955539
NASHIK,2020-10-01,10365,9033.422433333884
NASHIK,2020-11-01,9966,10135.96666875746
