district,date,actual,forecast,residual
HINGOLI,2020-12-01,1949.0,1872.3249015623812,76.67509843761877
HINGOLI,2021-01-01,1975.0,1957.2044243063285,17.79557569367148
HINGOLI,2021-02-01,2077.0,1857.1236721204666,219.8763278795334
HINGOLI,2021-03-01,2045.0,2015.3933609201092,29.606639079890783
JALGAON,2020-07-01,6176.0,7051.538353037861,-875.5383530378613
JALGAON,2020-08-01,5950.0,6602.113658593297,-652.1136585932973
JALGAON,2020-09-01,6369.0,6322.854947754125,46.14505224587538
JALGAON,2020-10-01,6370.0,6311.966138659502,58.03386134049833
JALGAON,2020-11-01,6429.0,6234.288354819259,194.71164518074056
JALGAON,2020-12-01,7344.0,6426.968385821449,917.0316141785506
JALGAON,2021-01-01,7376.0,6991.644253734309,384.35574626569087
JALGAON,2021-02-01,7683.0,7046.530535678453,636.4694643215471
JALGAON,2021-03-01,6301.0,7577.437406280087,-1276.437406280087
JALNA,2020-07-01,3234.0,3828.7834476411153,-594.7834476411153
JALNA,2020-08-01,3247.0,3406.374733496527,-159.37473349652691
JALNA,2020-09-01,3401.0,3449.8914720897133,-48.89147208971326
JALNA,2020-10-01,3244.0,3346.601179040296,-102.60117904029585
JALNA,2020-11-01,3164.0,3236.1160113882183,-72.11601138821834
JALNA,2020-12-01,3529.0,3237.054029405524,291.94597059447597
JALNA,2021-01-01,3637.0,3442.072329451237,194.92767054876322
JALNA,2021-02-01,3715.0,3478.1372753446453,236.86272465535467
JALNA,2021-03-01,3560.0,3650.4263084851273,-90.42630848512727
KOLHAPUR,2020-07-01,4670.0,4970.345612243243,-300.3456122432426
KOLHAPUR,2020-08-01,4437.0,4800.514505751949,-363.5145057519494
KOLHAPUR,2020-09-01,5026.0,4510.85335363993,515.14664636007
KOLHAPUR,2020-10-01,4973.0,4948.287030529575,24.712969470425378
KOLHAPUR,2020-11-01,4789.0,4789.946015868986,-0.946015868986251
KOLHAPUR,2020-12-01,5795.0,4811.931222948379,983.0687770516206
KOLHAPUR,2021-01-01,5111.0,5616.813929380335,-505.81392938033514
KOLHAPUR,2021-02-01,5237.0,4931.926929252208,305.07307074779237
KOLHAPUR,2021-03-01,4708.0,5372.581013929797,-664.5810139297973
LATUR,2020-07-01,3694.0,4071.2963823124587,-377.2963823124587
LATUR,2020-08-01,3498.0,3908.3267254236616,-410.3267254236616
LATUR,2020-09-01,3654.0,3724.5414899217376,-70.5414899217376
LATUR,2020-10-01,3751.0,3650.280666999876,100.71933300012415
LATUR,2020-11-01,3673.0,3599.4557291981378,73.54427080186224
LATUR,2020-12-01,4091.0,3640.8612306349437,450.1387693650563
LATUR,2021-01-01,4179.0,3891.5617844945773,287.4382155054227
LATUR,2021-02-01,4416.0,3897.398376995097,518.6016230049031
LATUR,2021-03-01,4366.0,4223.17317346492,142.82682653507982
MUMBAI,2020-07-01,2916,5175.800772287328,-2259.800772287328
MUMBAI,2020-08-01,2676,5049.505972019562,-2373.5059720195623
MUMBAI,2020-09-01,3035,4905.917742761011,-1870.9177427610111
MUMBAI,2020-10-01,2924,4769.624400799787,-1845.6244007997866
MUMBAI,2020-11-01,3608,4857.273408440944,-1249.273408440944
MUMBAI,2020-12-01,4419,4663.75510083039,-244.7551008303899
MUMBAI,2021-01-01,4239,4596.159578651846,-357.15957865184555
MUMBAI,2021-02-01,4034,4455.752696677822,-421.7526966778223
MUMBAI,2021-03-01,4119,4262.863126037537,-143.86312603753686
NAGPUR,2020-07-01,7018.0,7208.690005290317,-190.69000529031655
NAGPUR,2020-08-01,5585.0,7245.036323585915,-1660.036323585915
NAGPUR,2020-09-01,5078.0,6095.159922394713,-1017.1599223947132
NAGPUR,2020-10-01,5618.0,5571.893740216288,46.10625978371172
NAGPUR,2020-11-01,6429.0,5572.350684333364,856.6493156666356
NAGPUR,2020-12-01,7872.0,6047.7952234172,1824.2047765828002
NAGPUR,2021-01-01,7618.0,7233.60071173448,384.3992882655202
NAGPUR,2021-02-01,8330.0,7337.719394367061,992.2806056329391
NAGPUR,2021-03-01,8796.0,8168.640357855831,627.3596421441689
NANDED,2020-07-01,5261.0,5329.604042676876,-68.6040426768759
NANDED,2020-08-01,4984.0,5180.562885382652,-196.56288538265198
NANDED,2020-09-01,5871.0,4997.035975789488,873.9640242105124
NANDED,2020-10-01,5214.0,5809.968475523873,-595.9684755238732
NANDED,2020-11-01,5237.0,4848.504856441683,388.49514355831707
NANDED,2020-12-01,6097.0,5412.248109127766,684.7518908722341
NANDED,2021-01-01,5865.0,5917.8854742989715,-52.88547429897153
NANDED,2021-02-01,6268.0,5461.665643101751,806.3343568982491
NANDED,2021-03-01,5883.0,6227.2920422059415,-344.29204220594147
NANDURBAR,2020-07-01,3577.0,4105.672556418344,-528.6725564183444
NANDURBAR,2020-08-01,2901.0,3725.994452495334,-824.9944524953339
NANDURBAR,2020-09-01,3040.0,3061.5466379867635,-21.54663798676347
NANDURBAR,2020-10-01,2588.0,3043.891102981106,-455.8911029811061
NANDURBAR,2020-11-01,2581.0,2719.498644118776,-138.49864411877616
NANDURBAR,2020-12-01,2989.0,2611.365087557515,377.6349124424851
NANDURBAR,2021-01-01,2803.0,2961.6453332127167,-158.64533321271665
NANDURBAR,2021-02-01,3130.0,2896.250580441495,233.749419558505
NANDURBAR,2021-03-01,3365.0,3114.796181022862,250.20381897713787
NASHIK,2020-07-01,10668.0,10474.866894098192,193.13310590180845
NASHIK,2020-08-01,9838.0,10229.810019814551,-391.8100198145512
NASHIK,2020-09-01,10420.0,9857.745874357399,562.2541256426011
NASHIK,2020-10-01,10365.0,10491.432765328685,-126.43276532868549
NASHIK,2020-11-01,9966.0,10094.904516179748,-128.9045161797476
NASHIK,2020-12-01,11339.0,9946.040725537132,1392.959274462868
NASHIK,2021-01-01,11056.0,11153.636431148718,-97.63643114871775
NASHIK,2021-02-01,11802.0,10568.91791648727,1233.0820835127306
NASHIK,2021-03-01,10787.0,11667.874998089064,-880.8749980890643
OSMANABAD,2020-07-01,2273.0,2623.0448285193797,-350.04482851937973
OSMANABAD,2020-08-01,1935.0,2364.7245412878287,-429.72454128782874
OSMANABAD,2020-09-01,2241.0,2035.336529849595,205.66347015040492
OSMANABAD,2020-10-01,2207.0,2231.151378279704,-24.151378279704204
OSMANABAD,2020-11-01,2274.0,2089.8964215164224,184.10357848357762
OSMANABAD,2020-12-01,2540.0,2226.1589924734844,313.84100752651557
OSMANABAD,2021-01-01,2519.0,2426.223361971903,92.77663802809684
OSMANABAD,2021-02-01,2847.0,2403.828144820934,443.1718551790659
OSMANABAD,2021-03-01,2677.0,2739.197216177264,-62.19721617726418
PALGHAR,2020-07-01,4867.0,5615.240545786785,-748.2405457867853
PALGHAR,2020-08-01,4606.0,5040.032250389218,-434.03225038921755
PALGHAR,2020-09-01,4753.0,4666.400820649262,86.59917935073827
PALGHAR,2020-10-01,4616.0,4679.007600713455,-63.00760071345485
PALGHAR,2020-11-01,4554.0,4639.136370112984,-85.13637011298397
PALGHAR,2020-12-01,5005.0,4551.35589768782,453.6441023121797
PALGHAR,2021-01-01,5509.0,4829.458452112114,679.5415478878858
PALGHAR,2021-02-01,5817.0,5314.590053830172,502.4099461698279
PALGHAR,2021-03-01,6435.0,5685.300661612239,749.6993383877607
PARBHANI,2020-07-01,3186.0,3448.18966639125,-262.18966639124983
PARBHANI,2020-08-01,2743.0,3251.3851641715505,-508.3851641715505
PARBHANI,2020-09-01,3099.0,3067.7630741161643,31.236925883835738
PARBHANI,2020-10-01,2920.0,3108.2597737113824,-188.25977371138242
PARBHANI,2020-11-01,2538.0,2902.1051259718247,-364.1051259718247
PARBHANI,2020-12-01,3472.0,2774.3691822246305,697.6308177753695
PARBHANI,2021-01-01,3279.0,3218.43473515049,60.565264849510186
PARBHANI,2021-02-01,3530.0,3084.9529277473493,445.04707225265065
PARBHANI,2021-03-01,3595.0,3505.638913409065,89.36108659093497
PUNE,2020-07-01,14939.0,15471.209492784978,-532.2094927849776
PUNE,2020-08-01,14322.0,14981.043253710608,-659.043253710608
PUNE,2020-09-01,16328.0,15841.248192360768,486.75180763923163
PUNE,2020-10-01,15750.0,16434.699323564506,-684.6993235645059
PUNE,2020-11-01,15551.0,14957.628451219449,593.3715487805512
PUNE,2020-12-01,18113.0,16148.27676951854,1964.7232304814606
PUNE,2021-01-01,17234.0,17872.858420681132,-638.858420681132
PUNE,2021-02-01,17537.0,16214.993636322153,1322.0063636778468
PUNE,2021-03-01,18280.0,18215.590752957654,64.40924704234567
RAIGAD,2020-07-01,3465,3969.1105892822907,-504.1105892822907
RAIGAD,2020-08-01,3013,4239.458612531685,-1226.4586125316846
RAIGAD,2020-09-01,3412,4699.917004146323,-1287.917004146323
RAIGAD,2020-10-01,3704,4827.617917590715,-1123.6179175907146
RAIGAD,2020-11-01,3998,4674.548226780534,-676.5482267805337
RAIGAD,2020-12-01,5251,4303.739722014336,947.2602779856643
RAIGAD,2021-01-01,4693,3510.082256768168,1182.917743231832
RAIGAD,2021-02-01,4937,3208.3603633607227,1728.6396366392773
RAIGAD,2021-03-01,4981,2926.8802069924523,2054.1197930075477
RATNAGIRI,2020-07-01,1742.0,1859.6142938977582,-117.61429389775822
RATNAGIRI,2020-08-01,1206.0,1752.663281219785,-546.663281219785
RATNAGIRI,2020-09-01,1279.0,1350.6028770679393,-71.60287706793929
RATNAGIRI,2020-10-01,1186.0,1378.8108326380197,-192.81083263801975
RATNAGIRI,2020-11-01,1074.0,1187.9984267639181,-113.99842676391813
RATNAGIRI,2020-12-01,1108.0,1116.4844094349787,-8.484409434978716
RATNAGIRI,2021-01-01,1177.0,1126.2054604110608,50.79453958893919
RATNAGIRI,2021-02-01,1246.0,1156.4168598590825,89.58314014091752
RATNAGIRI,2021-03-01,1164.0,1217.14900905125,-53.149009051250005
SANGLI,2020-07-01,4264.0,4427.802989037045,-163.80298903704534
SANGLI,2020-08-01,3874.0,4326.621548399246,-452.6215483992464
SANGLI,2020-09-01,3891.0,4047.8038059513974,-156.8038059513974
SANGLI,2020-10-01,3891.0,4048.497732012033,-157.49773201203288
SANGLI,2020-11-01,3821.0,3890.025223154288,-69.02522315428814
SANGLI,2020-12-01,4539.0,3850.0434478658785,688.9565521341215
SANGLI,2021-01-01,4333.0,4335.416718619456,-2.416718619456333
SANGLI,2021-02-01,4393.0,4118.490223355385,274.50977664461516
SANGLI,2021-03-01,4144.0,4462.764392589756,-318.7643925897564
SATARA,2020-07-01,3915.0,4290.3740954156965,-375.3740954156965
SATARA,2020-08-01,3233.0,4116.3453060115,-883.3453060114998
SATARA,2020-09-01,3103.0,3580.71625320704,-477.71625320704015
SATARA,2020-10-01,3760.0,3407.796943099649,352.20305690035093
SATARA,2020-11-01,3582.0,3524.7274450295013,57.27255497049873
SATARA,2020-12-01,4595.0,3419.6402158095657,1175.3597841904343
SATARA,2021-01-01,4175.0,4223.137067594006,-48.13706759400611
SATARA,2021-02-01,4151.0,3986.4848091483354,164.51519085166456
SATARA,2021-03-01,3735.0,4313.667526473421,-578.6675264734213
SINDHUDURG,2020-07-01,721.0,705.2837671036864,15.716232896313613
SINDHUDURG,2020-08-01,549.0,690.5015503081308,-141.50155030813085
SINDHUDURG,2020-09-01,579.0,665.6482217324785,-86.64822173247853
SINDHUDURG,2020-10-01,530.0,670.1785407798279,-140.17854077982793
SINDHUDURG,2020-11-01,476.0,646.8669726952336,-170.86697269523359
SINDHUDURG,2020-12-01,592.0,642.5977038424096,-50.5977038424096
SINDHUDURG,2021-01-01,618.0,658.4910950801487,-40.49109508014874
SINDHUDURG,2021-02-01,640.0,654.0497025414396,-14.049702541439615
SINDHUDURG,2021-03-01,659.0,666.4656973823289,-7.465697382328926
SOLAPUR,2020-07-01,6858.0,7015.484270803376,-157.4842708033757
SOLAPUR,2020-08-01,6356.0,6868.014825631693,-512.0148256316934
SOLAPUR,2020-09-01,6758.0,6408.164217100061,349.83578289993875
SOLAPUR,2020-10-01,6321.0,6928.329172073266,-607.3291720732659
SOLAPUR,2020-11-01,6058.0,6173.197416834933,-115.19741683493339
SOLAPUR,2020-12-01,7648.0,6236.880421644913,1411.1195783550866
SOLAPUR,2021-01-01,7550.0,7663.14002962423,-113.14002962423001
SOLAPUR,2021-02-01,6956.0,6908.372393173446,47.627606826554256
SOLAPUR,2021-03-01,7219.0,7012.1594889853,206.8405110146996
THANE,2020-07-01,12050.0,13390.8515116418,-1340.8515116418002
THANE,2020-08-01,12215.0,12949.93869974188,-734.9386997418806
THANE,2020-09-01,13770.0,12143.429368837968,1626.5706311620324
THANE,2020-10-01,13402.0,12730.61207862352,671.3879213764794
THANE,2020-11-01,13995.0,13529.153285014318,465.8467149856824
THANE,2020-12-01,14285.0,13594.42521553694,690.5747844630605
THANE,2021-01-01,15181.0,14033.23417453732,1147.7658254626804
THANE,2021-02-01,16357.0,14553.284344485091,1803.7156555149086
THANE,2021-03-01,16591.0,15519.259943471076,1071.7400565289245
WARDHA,2020-07-01,1452.0,1503.583492458669,-51.58349245866907
WARDHA,2020-08-01,1358.0,1500.5942410467253,-142.5942410467253
WARDHA,2020-09-01,1360.0,1359.1394924043318,0.8605075956681958
WARDHA,2020-10-01,1306.0,1391.4204709145554,-85.42047091455538
WARDHA,2020-11-01,1196.0,1307.9702446441556,-111.97024464415563
WARDHA,2020-12-01,1561.0,1228.111534620861,332.888465379139
WARDHA,2021-01-01,1640.0,1548.3195349374548,91.68046506254518
WARDHA,2021-02-01,1787.0,1480.2999721785561,306.7000278214439
WARDHA,2021-03-01,1743.0,1728.4453109602853,14.55468903971473
WASHIM,2020-07-01,1629.0,1595.4926438032687,33.50735619673128
WASHIM,2020-08-01,1502.0,1691.172980117802,-189.1729801178019
WASHIM,2020-09-01,1599.0,1615.214761834477,-16.21476183447703
WASHIM,2020-10-01,1501.0,1692.951152590553,-191.95115259055297
WASHIM,2020-11-01,1453.0,1618.0595081972497,-165.05950819724967
WASHIM,2020-12-01,1839.0,1641.9111221480216,197.0888778519784
WASHIM,2021-01-01,1658.0,1778.9049579206835,-120.9049579206835
WASHIM,2021-02-01,1858.0,1588.2706213558804,269.7293786441196
WASHIM,2021-03-01,1844.0,1745.93378258197,98.06621741802996
YAVATMAL,2020-07-01,3673.0,3830.385343875678,-157.3853438756778
YAVATMAL,2020-08-01,3425.0,3793.0771698068447,-368.0771698068447
YAVATMAL,2020-09-01,3507.0,3716.4201703517047,-209.42017035170466
YAVATMAL,2020-10-01,3562.0,3708.598111729745,-146.59811172974514
YAVATMAL,2020-11-01,3501.0,3720.7434043567737,-219.74340435677368
YAVATMAL,2020-12-01,3918.0,3716.1899876070383,201.81001239296165
YAVATMAL,2021-01-01,3851.0,3820.745373023934,30.254626976065992
YAVATMAL,2021-02-01,3983.0,3854.361123868629,128.63887613137103
YAVATMAL,2021-03-01,4182.0,3902.208037513539,279.7919624864612
MUMBAI SUBURBAN,2021-02-01,13444.0,13935.123643048977,-491.1236430489771
MUMBAI SUBURBAN,2021-03-01,13294.0,14396.03200159437,-1102.0320015943707
