district,date,actual,forecast,model_params
AHMEDNAGAR,2020-06-01,6875,6955.244430076792,<tbats.tbats.ModelParams.ModelParams object at 0x0000023D0795E590>
AHMEDNAGAR,2020-07-01,6478,6955.244430076792,<tbats.tbats.ModelParams.ModelParams object at 0x0000023D0795E590>
AHMEDNAGAR,2020-08-01,5975,6955.244430076792,<tbats.tbats.ModelParams.ModelParams object at 0x0000023D0795E590>
AHMEDNAGAR,2020-09-01,6550,6955.244430076792,<tbats.tbats.ModelParams.ModelParams object at 0x0000023D0795E590>
AHMEDNAGAR,2020-10-01,6471,6955.244430076792,<tbats.tbats.ModelParams.ModelParams object at 0x0000023D0795E590>
AHMEDNAGAR,2020-11-01,6107,6955.244430076792,<tbats.tbats.ModelParams.ModelParams object at 0x0000023D0795E590>
AHMEDNAGAR,2020-12-01,7460,6955.244430076792,<tbats.tbats.ModelParams.ModelParams object at 0x0000023D0795E590>
AHMEDNAGAR,2021-01-01,6692,6955.244430076792,<tbats.tbats.ModelParams.ModelParams object at 0x0000023D0795E590>
AHMEDNAGAR,2021-02-01,7023,6955.244430076792,<tbats.tbats.ModelParams.ModelParams object at 0x0000023D0795E590>
AHMEDNAGAR,2021-03-01,6274,6955.244430076792,<tbats.tbats.ModelParams.ModelParams object at 0x0000023D0795E590>
AHMEDNAGAR,2020-06-01,6875,6955.244430076792,<tbats.tbats.ModelParams.ModelParams object at 0x0000023D07EB8850>
AHMEDNAGAR,2020-07-01,6478,6955.244430076792,<tbats.tbats.ModelParams.ModelParams object at 0x0000023D07EB8850>
AHMEDNAGAR,2020-08-01,5975,6955.244430076792,<tbats.tbats.ModelParams.ModelParams object at 0x0000023D07EB8850>
AHMEDNAGAR,2020-09-01,6550,6955.244430076792,<tbats.tbats.ModelParams.ModelParams object at 0x0000023D07EB8850>
AHMEDNAGAR,2020-10-01,6471,6955.244430076792,<tbats.tbats.ModelParams.ModelParams object at 0x0000023D07EB8850>
AHMEDNAGAR,2020-11-01,6107,6955.244430076792,<tbats.tbats.ModelParams.ModelParams object at 0x0000023D07EB8850>
AHMEDNAGAR,2020-12-01,7460,6955.244430076792,<tbats.tbats.ModelParams.ModelParams object at 0x0000023D07EB8850>
AHMEDNAGAR,2021-01-01,6692,6955.244430076792,<tbats.tbats.ModelParams.ModelParams object at 0x0000023D07EB8850>
AHMEDNAGAR,2021-02-01,7023,6955.244430076792,<tbats.tbats.ModelParams.ModelParams object at 0x0000023D07EB8850>
AHMEDNAGAR,2021-03-01,6274,6955.244430076792,<tbats.tbats.ModelParams.ModelParams object at 0x0000023D07EB8850>
AKOLA,2020-06-01,2999,2739.1085651743015,<tbats.tbats.ModelParams.ModelParams object at 0x0000023D07EB3110>
AKOLA,2020-07-01,3121,2739.1085651743015,<tbats.tbats.ModelParams.ModelParams object at 0x0000023D07EB3110>
AKOLA,2020-08-01,3029,2739.1085651743015,<tbats.tbats.ModelParams.ModelParams object at 0x0000023D07EB3110>
AKOLA,2020-09-01,2763,2739.1085651743015,<tbats.tbats.ModelParams.ModelParams object at 0x0000023D07EB3110>
AKOLA,2020-10-01,2737,2739.1085651743015,<tbats.tbats.ModelParams.ModelParams object at 0x0000023D07EB3110>
