district,date,actual,forecast
BHANDARA,2020-07-01,1119,1011.33563
BHANDARA,2020-08-01,1256,1044.6378
BHANDARA,2020-09-01,1297,1120.6556
BHANDARA,2020-10-01,1524,1008.57697
BHANDARA,2020-11-01,1320,1152.4929
BHANDARA,2020-12-01,1448,1050.3302
BHANDARA,2021-01-01,1100,1198.2694
BHANDARA,2021-02-01,954,1167.7324
BHANDARA,2021-03-01,1076,1304.0068
