district,rmse,r_squared,best_params,differencing,feature_importances
AHMEDNAGAR,1153.2508257614406,1.0,"{'n_estimators': 200, 'max_depth': 15}",1,"[0.19202633619567352, 0.11143643659527981, 0.15855483369119874, 0.18980683065704582, 0.1786852813209501, 0.1694902815398521]"
AKOLA,337.3438101551591,0.9999999977558306,"{'n_estimators': 200, 'max_depth': 15}",1,"[0.17529993911750308, 0.12212765123332354, 0.21625809121538167, 0.14624649606088336, 0.21720039511184974, 0.12286742726105856]"
AMRAVATI,446.23119984985857,1.0,"{'n_estimators': 200, 'max_depth': 15}",0,"[0.14024811864861877, 0.07241912571383954, 0.18193721108574637, 0.11741190734024615, 0.15946145803537523, 0.3285221791761739]"
AURANGABAD,1194.0050172040037,1.0,"{'n_estimators': 200, 'max_depth': 15}",1,"[0.16121276679742463, 0.1303440752912548, 0.07966240300161988, 0.11252838207393517, 0.1703841385724739, 0.3458682342632915]"
BEED,536.216516245485,0.9999999908242498,"{'n_estimators': 200, 'max_depth': 15}",1,"[0.21972298253859654, 0.15270476499487423, 0.18830251249098565, 0.16953689276182185, 0.16549647404563744, 0.10423637316808425]"
BHANDARA,147.50871703996944,1.0,"{'n_estimators': 200, 'max_depth': 15}",1,"[0.1511083742590141, 0.1264030198263948, 0.1855612961878696, 0.12518212786447258, 0.22278941287898799, 0.18895576898326102]"
BULDHANA,242.0802111154798,0.9999997203487804,"{'n_estimators': 200, 'max_depth': 15}",1,"[0.330885611202827, 0.09027124781654308, 0.2089429951805234, 0.12253671083465222, 0.11350180377362032, 0.13386163119183403]"
CHANDRAPUR,684.755033850362,0.9999995149742466,"{'n_estimators': 200, 'max_depth': 15}",1,"[0.3100869229870435, 0.1753898854103218, 0.1330471408039413, 0.14047970268202778, 0.1566090073349533, 0.08438734078171223]"
DHULE,861.1762284095967,0.9999999922526828,"{'n_estimators': 200, 'max_depth': 15}",1,"[0.25198363174187555, 0.11906892334053648, 0.13602549759222454, 0.13698548615037887, 0.14157340568125615, 0.21436305549372836]"
GADCHIROLI,530.0019812227121,0.9999999838879977,"{'n_estimators': 200, 'max_depth': 15}",1,"[0.2137621101588072, 0.3092372252059418, 0.12769856098311264, 0.1180272000164849, 0.11405994943969194, 0.11721495419596142]"
GONDIA,103.53202158967264,0.9999999882517321,"{'n_estimators': 200, 'max_depth': 15}",0,"[0.3115579474298306, 0.10989690170005482, 0.19560426325168667, 0.1106816223647791, 0.07266486577707491, 0.19959439947657384]"
HINGOLI,166.53089045279256,1.0,"{'n_estimators': 200, 'max_depth': 15}",1,"[0.15349369672685004, 0.25218720041166764, 0.16224851296643333, 0.18138374031839238, 0.12869351444922328, 0.1219933351274334]"
JALGAON,1307.8911463391064,1.0,"{'n_estimators': 200, 'max_depth': 15}",1,"[0.11930629131038147, 0.1439639486258779, 0.12775104751352545, 0.381393365642733, 0.15024190143801477, 0.07734344546946746]"
JALNA,178.68441418384043,1.0,"{'n_estimators': 200, 'max_depth': 15}",0,"[0.426221852491017, 0.11046534232729295, 0.08901265922318209, 0.15755062696404298, 0.09901516605246342, 0.11773435294200155]"
KOLHAPUR,635.1142312083182,1.0,"{'n_estimators': 200, 'max_depth': 15}",1,"[0.23270494026626637, 0.15129645800182961, 0.1964350632505123, 0.12594329139607602, 0.13669914016945212, 0.1569211069158635]"
LATUR,655.056103833693,0.9999993201599283,"{'n_estimators': 200, 'max_depth': 15}",1,"[0.1635279404205489, 0.1616826422586907, 0.18584714196778354, 0.1927715307722651, 0.17861265121589334, 0.11755809336481844]"
MUMBAI,1909.1618706698086,1.0,"{'n_estimators': 200, 'max_depth': 15}",1,"[0.11697721714937191, 0.17919569285889086, 0.12326771789467501, 0.11718005388379109, 0.22711573106125776, 0.23626358715201334]"
NAGPUR,1221.262773083436,0.9999999350382106,"{'n_estimators': 200, 'max_depth': 15}",1,"[0.2181714586460759, 0.1638252509908667, 0.14857871590653404, 0.1817817684330902, 0.17428841530049205, 0.11335439072294101]"
NANDED,312.4344812794535,0.9999997927594291,"{'n_estimators': 200, 'max_depth': 15}",0,"[0.48122890334428864, 0.1385732050538937, 0.07640651572671747, 0.05516170131550622, 0.06833689186618852, 0.1802927826934054]"
NANDURBAR,1673.4334713363687,0.9999997584066055,"{'n_estimators': 200, 'max_depth': 15}",1,"[0.30771322322459904, 0.18858823303952055, 0.19370586242967497, 0.08892321013073788, 0.08477436994915784, 0.13629510122630978]"
NASHIK,618.1730518206227,1.0,"{'n_estimators': 200, 'max_depth': 15}",1,"[0.17354372321857792, 0.14739406547684597, 0.13534386343477153, 0.214046980145774, 0.20024500434881448, 0.12942636337521618]"
OSMANABAD,367.0334712938318,0.9999999699674299,"{'n_estimators': 200, 'max_depth': 15}",1,"[0.20135663983773075, 0.30639338158484175, 0.07705834417967039, 0.1601839675814567, 0.13377447906917067, 0.1212331877471298]"
PALGHAR,340.7608875811774,0.9999996314583436,"{'n_estimators': 200, 'max_depth': 15}",1,"[0.18469191407953925, 0.10668134341100868, 0.2926632587986889, 0.12996289747929549, 0.1264192229549139, 0.15958136327655378]"
PARBHANI,403.8596646079207,0.9999999986197085,"{'n_estimators': 200, 'max_depth': 15}",1,"[0.17021290362442673, 0.16826629990287076, 0.2654762362441279, 0.1354394713479282, 0.12596033248200708, 0.13464475639863943]"
PUNE,743.111943718591,0.9999998633778118,"{'n_estimators': 200, 'max_depth': 15}",0,"[0.2867462726178096, 0.10646817918475616, 0.0894337693965687, 0.12888831061882094, 0.21295664276936538, 0.17550682541267928]"
RAIGAD,1312.106677799368,0.9999999981162281,"{'n_estimators': 200, 'max_depth': 15}",1,"[0.146416837718038, 0.2464380884362897, 0.2232298100380988, 0.11651196478868919, 0.17274630447487585, 0.09465699454400846]"
RATNAGIRI,244.1606855126353,0.9999999999545841,"{'n_estimators': 200, 'max_depth': 15}",1,"[0.2649620295044736, 0.16275145439704222, 0.1793563806544167, 0.11863509267499778, 0.15926854290031667, 0.11502649986875295]"
SANGLI,186.74147907081482,0.9999999925479963,"{'n_estimators': 200, 'max_depth': 15}",1,"[0.22097049454188997, 0.1381553161183202, 0.16186933964466987, 0.14084059562700765, 0.11430562651087123, 0.22385862755724115]"
SATARA,2127.7041814822173,0.9999999984262848,"{'n_estimators': 200, 'max_depth': 15}",1,"[0.37584440265477315, 0.13005166004039673, 0.09095004506102516, 0.13112705459924492, 0.11298479639595206, 0.15904204124860788]"
SINDHUDURG,66.18028904691587,0.9999999017264423,"{'n_estimators': 200, 'max_depth': 15}",1,"[0.2087013554137158, 0.1244442284875349, 0.22661748047382685, 0.1474799270881567, 0.21888647008030326, 0.0738705384564623]"
SOLAPUR,729.6586993854654,1.0,"{'n_estimators': 200, 'max_depth': 15}",1,"[0.15220924229362826, 0.13814294135335248, 0.1264150667352764, 0.2779974174177484, 0.20440077006448262, 0.10083456213551187]"
