district,date,actual,forecast
BEED,2020-07-01,30,24.76904
BEED,2020-08-01,30,28.760557
BEED,2020-09-01,33,33.091476
BEED,2020-10-01,16,29.399855
BEED,2020-11-01,18,25.643173
BEED,2020-12-01,11,22.587305
BEED,2021-01-01,19,24.652382
BEED,2021-02-01,11,26.79788
BEED,2021-03-01,14,25.615286
