district,rmse,r_squared,params,differencing
AHMEDNAGAR,17.326589223948897,0.12864167871540955,"{'const': 28.04762203136159, 'lag_1': 0.33214366101212234, 'lag_2': -0.14960318434796566, 'lag_3': 0.17849709797418967}",0
AKOLA,9.307148097796686,0.1899834696199696,"{'const': 24.216776735618055, 'lag_1': 0.297524049651461, 'lag_2': 0.26715494482207125, 'lag_3': -0.06679753523719044}",0
AMRAVATI,18.40309421516834,0.40508629421574105,"{'const': 36.79715803062332, 'lag_1': 0.49715885222436684, 'lag_2': 0.3121658233444955, 'lag_3': -0.42972175832291903}",0
AURANGABAD,15.15280541275867,0.05086576748829874,"{'const': 0.476268388257527, 'lag_1': -0.21683220793786645, 'lag_2': 0.02598571235974763, 'lag_3': -0.019056345344818322}",1
BEED,7.644339172187776,0.28975005071511883,"{'const': 16.6985496189312, 'lag_1': 0.5099448301190731, 'lag_2': 0.027880296730033227, 'lag_3': -0.17742537578524203}",0
BHANDARA,4.152846422610999,0.08882323320038843,"{'const': 12.896751058565311, 'lag_1': 0.26069345692429363, 'lag_2': 0.09222630667475817, 'lag_3': -0.0200700152362146}",0
BULDHANA,10.86101151407603,0.29119493743564906,"{'const': 0.5777459386435492, 'lag_1': -0.4607405344011024, 'lag_2': -0.0015156683598274469, 'lag_3': -0.16489372448145362}",1
CHANDRAPUR,12.990630364030162,0.04036061835345228,"{'const': 38.11601223702265, 'lag_1': 0.1714427046602656, 'lag_2': 0.03531120931109455, 'lag_3': -0.09361378178370655}",0
DHULE,13.556638505350826,0.4106888640263582,"{'const': 5.820306475256454, 'lag_1': 0.4590948083493064, 'lag_2': -0.17258045564980976, 'lag_3': 0.44659961847733454}",0
GADCHIROLI,8.368713525857647,0.1322302791667994,"{'const': 24.95924146692228, 'lag_1': 0.30119134287807836, 'lag_2': 0.09492365483331272, 'lag_3': -0.1970206554362406}",0
GONDIA,6.626647062773363,0.14873475220968246,"{'const': 11.64529070468701, 'lag_1': 0.34838694382547575, 'lag_2': 0.0046417157488186644, 'lag_3': 0.09686365507579231}",0
HINGOLI,4.177311180733778,0.2143910536208764,"{'const': 6.630507992577062, 'lag_1': 0.4869665633304415, 'lag_2': -0.029595103453692873, 'lag_3': 0.038625111935390144}",0
JALGAON,10.06488156889388,0.30312105499992426,"{'const': 13.852775386013539, 'lag_1': 0.5169668683795562, 'lag_2': -0.00014872897303042087, 'lag_3': 0.07361048368374792}",0
JALNA,6.342172624986958,0.14336515683899909,"{'const': 17.7248592537794, 'lag_1': 0.3768168080598608, 'lag_2': -0.049183514738422474, 'lag_3': 0.07343935673047522}",0
KOLHAPUR,7.747126452629596,0.2656462877661774,"{'const': 9.012684391464136, 'lag_1': 0.39199861972097694, 'lag_2': 0.02207147058077863, 'lag_3': 0.21052733946412652}",0
LATUR,19.4860942481188,0.1824446845659996,"{'const': 18.38214923335967, 'lag_1': 0.4642430461335675, 'lag_2': -0.34775422992161775, 'lag_3': 0.10606366074534374}",0
MUMBAI,23.10473056055943,0.31655168965585656,"{'const': -4.818197439148248, 'lag_1': -0.5820451853834805, 'lag_2': -0.11418725243515399, 'lag_3': 0.18466367062842565}",1
NAGPUR,16.87896902685708,0.5657603477484565,"{'const': 11.82658837799409, 'lag_1': 0.28887861526941894, 'lag_2': 0.6316631498532042, 'lag_3': -0.13811653887450287}",0
NANDED,13.816516881654753,0.14549884266352753,"{'const': -1.1046712478453167, 'lag_1': -0.3385150623097574, 'lag_2': -0.1325791119377565, 'lag_3': 0.07377802275950568}",1
NANDURBAR,9.065023378821373,0.3601509406190795,"{'const': 18.374745203801908, 'lag_1': 0.6411947047729727, 'lag_2': -0.05133320635552263, 'lag_3': -0.05184398851758874}",0
NASHIK,16.343853953613692,0.33039832396932256,"{'const': 54.175224132824106, 'lag_1': 0.5779681003512462, 'lag_2': 0.028469011846737446, 'lag_3': -0.18925929759506788}",0
OSMANABAD,5.906876038251131,0.15321795635733804,"{'const': 9.217573498732797, 'lag_1': 0.17709987018804013, 'lag_2': 0.1236822053172919, 'lag_3': 0.2436793599631305}",0
PALGHAR,12.300741583847163,0.12478160687825923,"{'const': -0.07723107494441211, 'lag_1': -0.3298415597689517, 'lag_2': -0.0728024808288898, 'lag_3': -0.15658135593223993}",1
PARBHANI,9.417900660413515,0.5297886198173014,"{'const': 3.8597754184662465, 'lag_1': 0.7773433383332976, 'lag_2': -0.052583289338657524, 'lag_3': -0.07036078743167395}",0
PUNE,49.17778384716863,0.5038779038704235,"{'const': -5.245614002061473, 'lag_1': -0.7965847570356228, 'lag_2': -0.6646916928200153, 'lag_3': -0.499589087083824}",1
RAIGAD,8.566700783864526,0.48391274983862753,"{'const': 7.485468805595126, 'lag_1': 0.5956721754973299, 'lag_2': 0.20794934737796933, 'lag_3': -0.10360117653781424}",0
RATNAGIRI,5.778223294245749,0.16391721272465187,"{'const': 10.313340825683099, 'lag_1': 0.24806661736289864, 'lag_2': 0.2787914423119586, 'lag_3': -0.3065094679027447}",0
SANGLI,8.278960410171848,0.02428402643954486,"{'const': 22.520926549393856, 'lag_1': 0.1168283743484419, 'lag_2': -0.059782788374775575, 'lag_3': 0.09644625195041859}",0
SATARA,6.177045829143624,0.16966162449851563,"{'const': 20.489483776990596, 'lag_1': 0.19092777233757918, 'lag_2': 0.33679461360659246, 'lag_3': -0.12113028339818765}",0
SINDHUDURG,3.0510893530366183,0.12590752188041165,"{'const': 8.095226508438262, 'lag_1': 0.06196439050988578, 'lag_2': -0.1311436762449662, 'lag_3': -0.30848542832232734}",0
SOLAPUR,48.289014608726355,0.44535820143437943,"{'const': -0.035281470391094194, 'lag_1': -0.759932255721567, 'lag_2': -0.19869773404929048, 'lag_3': 0.12725194714819726}",1
THANE,17.322602758305912,0.09007241265537547,"{'const': -0.2923671234271612, 'lag_1': -0.26325312003286305, 'lag_2': 0.0827452180390418, 'lag_3': 0.009067940727632562}",1
WARDHA,3.777699082172822,0.17653720227760628,"{'const': 3.3946308475359315, 'lag_1': 0.1433998746790648, 'lag_2': 0.24004973588058615, 'lag_3': 0.19996182709982074}",0
WASHIM,4.44485926555546,0.13475169554007604,"{'const': 7.717136484156898, 'lag_1': 0.34877189745988885, 'lag_2': -0.1411571302513408, 'lag_3': -0.0981087537333375}",0
YAVATMAL,6.867229973807018,0.41175021653367494,"{'const': 3.9083233277980183, 'lag_1': 0.5554689828435775, 'lag_2': 0.23412881508332278, 'lag_3': -0.12842894746675668}",0
MUMBAI SUBURBAN,2.1376910014275063,0.9385414528921092,"{'const': -7.322588313794798, 'lag_1': -1.1423325626714846, 'lag_2': -0.0479076453147409, 'lag_3': 0.3600389060426568}",1
AHMEDNAGAR,17.326589223948897,0.12864167871540955,"{'const': 28.04762203136159, 'lag_1': 0.33214366101212234, 'lag_2': -0.14960318434796566, 'lag_3': 0.17849709797418967}",0
AKOLA,9.307148097796686,0.1899834696199696,"{'const': 24.216776735618055, 'lag_1': 0.297524049651461, 'lag_2': 0.26715494482207125, 'lag_3': -0.06679753523719044}",0
AMRAVATI,18.40309421516834,0.40508629421574105,"{'const': 36.79715803062332, 'lag_1': 0.49715885222436684, 'lag_2': 0.3121658233444955, 'lag_3': -0.42972175832291903}",0
AURANGABAD,15.15280541275867,0.05086576748829874,"{'const': 0.476268388257527, 'lag_1': -0.21683220793786645, 'lag_2': 0.02598571235974763, 'lag_3': -0.019056345344818322}",1
BEED,7.644339172187776,0.28975005071511883,"{'const': 16.6985496189312, 'lag_1': 0.5099448301190731, 'lag_2': 0.027880296730033227, 'lag_3': -0.17742537578524203}",0
BHANDARA,4.152846422610999,0.08882323320038843,"{'const': 12.896751058565311, 'lag_1': 0.26069345692429363, 'lag_2': 0.09222630667475817, 'lag_3': -0.0200700152362146}",0
BULDHANA,10.86101151407603,0.29119493743564906,"{'const': 0.5777459386435492, 'lag_1': -0.4607405344011024, 'lag_2': -0.0015156683598274469, 'lag_3': -0.16489372448145362}",1
CHANDRAPUR,12.990630364030162,0.04036061835345228,"{'const': 38.11601223702265, 'lag_1': 0.1714427046602656, 'lag_2': 0.03531120931109455, 'lag_3': -0.09361378178370655}",0
DHULE,13.556638505350826,0.4106888640263582,"{'const': 5.820306475256454, 'lag_1': 0.4590948083493064, 'lag_2': -0.17258045564980976, 'lag_3': 0.44659961847733454}",0
GADCHIROLI,8.368713525857647,0.1322302791667994,"{'const': 24.95924146692228, 'lag_1': 0.30119134287807836, 'lag_2': 0.09492365483331272, 'lag_3': -0.1970206554362406}",0
GONDIA,6.626647062773363,0.14873475220968246,"{'const': 11.64529070468701, 'lag_1': 0.34838694382547575, 'lag_2': 0.0046417157488186644, 'lag_3': 0.09686365507579231}",0
HINGOLI,4.177311180733778,0.2143910536208764,"{'const': 6.630507992577062, 'lag_1': 0.4869665633304415, 'lag_2': -0.029595103453692873, 'lag_3': 0.038625111935390144}",0
JALGAON,10.06488156889388,0.30312105499992426,"{'const': 13.852775386013539, 'lag_1': 0.5169668683795562, 'lag_2': -0.00014872897303042087, 'lag_3': 0.07361048368374792}",0
JALNA,6.342172624986958,0.14336515683899909,"{'const': 17.7248592537794, 'lag_1': 0.3768168080598608, 'lag_2': -0.049183514738422474, 'lag_3': 0.07343935673047522}",0
KOLHAPUR,7.747126452629596,0.2656462877661774,"{'const': 9.012684391464136, 'lag_1': 0.39199861972097694, 'lag_2': 0.02207147058077863, 'lag_3': 0.21052733946412652}",0
LATUR,19.4860942481188,0.1824446845659996,"{'const': 18.38214923335967, 'lag_1': 0.4642430461335675, 'lag_2': -0.34775422992161775, 'lag_3': 0.10606366074534374}",0
MUMBAI,23.10473056055943,0.31655168965585656,"{'const': -4.818197439148248, 'lag_1': -0.5820451853834805, 'lag_2': -0.11418725243515399, 'lag_3': 0.18466367062842565}",1
NAGPUR,16.87896902685708,0.5657603477484565,"{'const': 11.82658837799409, 'lag_1': 0.28887861526941894, 'lag_2': 0.6316631498532042, 'lag_3': -0.13811653887450287}",0
NANDED,13.816516881654753,0.14549884266352753,"{'const': -1.1046712478453167, 'lag_1': -0.3385150623097574, 'lag_2': -0.1325791119377565, 'lag_3': 0.07377802275950568}",1
NANDURBAR,9.065023378821373,0.3601509406190795,"{'const': 18.374745203801908, 'lag_1': 0.6411947047729727, 'lag_2': -0.05133320635552263, 'lag_3': -0.05184398851758874}",0
NASHIK,16.343853953613692,0.33039832396932256,"{'const': 54.175224132824106, 'lag_1': 0.5779681003512462, 'lag_2': 0.028469011846737446, 'lag_3': -0.18925929759506788}",0
OSMANABAD,5.906876038251131,0.15321795635733804,"{'const': 9.217573498732797, 'lag_1': 0.17709987018804013, 'lag_2': 0.1236822053172919, 'lag_3': 0.2436793599631305}",0
PALGHAR,12.300741583847163,0.12478160687825923,"{'const': -0.07723107494441211, 'lag_1': -0.3298415597689517, 'lag_2': -0.0728024808288898, 'lag_3': -0.15658135593223993}",1
PARBHANI,9.417900660413515,0.5297886198173014,"{'const': 3.8597754184662465, 'lag_1': 0.7773433383332976, 'lag_2': -0.052583289338657524, 'lag_3': -0.07036078743167395}",0
PUNE,49.17778384716863,0.5038779038704235,"{'const': -5.245614002061473, 'lag_1': -0.7965847570356228, 'lag_2': -0.6646916928200153, 'lag_3': -0.499589087083824}",1
RAIGAD,8.566700783864526,0.48391274983862753,"{'const': 7.485468805595126, 'lag_1': 0.5956721754973299, 'lag_2': 0.20794934737796933, 'lag_3': -0.10360117653781424}",0
RATNAGIRI,5.778223294245749,0.16391721272465187,"{'const': 10.313340825683099, 'lag_1': 0.24806661736289864, 'lag_2': 0.2787914423119586, 'lag_3': -0.3065094679027447}",0
SANGLI,8.278960410171848,0.02428402643954486,"{'const': 22.520926549393856, 'lag_1': 0.1168283743484419, 'lag_2': -0.059782788374775575, 'lag_3': 0.09644625195041859}",0
SATARA,6.177045829143624,0.16966162449851563,"{'const': 20.489483776990596, 'lag_1': 0.19092777233757918, 'lag_2': 0.33679461360659246, 'lag_3': -0.12113028339818765}",0
SINDHUDURG,3.0510893530366183,0.12590752188041165,"{'const': 8.095226508438262, 'lag_1': 0.06196439050988578, 'lag_2': -0.1311436762449662, 'lag_3': -0.30848542832232734}",0
SOLAPUR,48.289014608726355,0.44535820143437943,"{'const': -0.035281470391094194, 'lag_1': -0.759932255721567, 'lag_2': -0.19869773404929048, 'lag_3': 0.12725194714819726}",1
THANE,17.322602758305912,0.09007241265537547,"{'const': -0.2923671234271612, 'lag_1': -0.26325312003286305, 'lag_2': 0.0827452180390418, 'lag_3': 0.009067940727632562}",1
WARDHA,3.777699082172822,0.17653720227760628,"{'const': 3.3946308475359315, 'lag_1': 0.1433998746790648, 'lag_2': 0.24004973588058615, 'lag_3': 0.19996182709982074}",0
WASHIM,4.44485926555546,0.13475169554007604,"{'const': 7.717136484156898, 'lag_1': 0.34877189745988885, 'lag_2': -0.1411571302513408, 'lag_3': -0.0981087537333375}",0
YAVATMAL,6.867229973807018,0.41175021653367494,"{'const': 3.9083233277980183, 'lag_1': 0.5554689828435775, 'lag_2': 0.23412881508332278, 'lag_3': -0.12842894746675668}",0
MUMBAI SUBURBAN,2.1376910014275063,0.9385414528921092,"{'const': -7.322588313794798, 'lag_1': -1.1423325626714846, 'lag_2': -0.0479076453147409, 'lag_3': 0.3600389060426568}",1
