district,date,actual,forecast
WARDHA,2020-10-01,241,256.37948125002674
WARDHA,2020-11-01,231,206.68343603155463
WARDHA,2020-12-01,310,189.11060592616573
WARDHA,2021-01-01,166,216.19701344231345
WARDHA,2021-02-01,150,146.5748108973937
WARDHA,2021-03-01,125,159.0558827022399
