district,date,actual,forecast
SOLAPUR,2020-07-01,28,47.679295
SOLAPUR,2020-08-01,25,55.060555
SOLAPUR,2020-09-01,17,53.229305
SOLAPUR,2020-10-01,18,60.81025
SOLAPUR,2020-11-01,24,61.194653
SOLAPUR,2020-12-01,8,62.7174
SOLAPUR,2021-01-01,24,79.52873
SOLAPUR,2021-02-01,12,76.48483
SOLAPUR,2021-03-01,22,77.36292
