district,date,actual,forecast
JALNA,2020-06-01,1935,1762.4375063532834
JALNA,2020-07-01,2128,1762.4375063532834
JALNA,2020-08-01,1604,1762.4375063532834
JALNA,2020-09-01,1731,1762.4375063532834
JALNA,2020-10-01,1698,1762.4375063532834
JALNA,2020-11-01,1869,1762.4375063532834
JALNA,2020-12-01,2109,1762.4375063532834
JALNA,2021-01-01,2118,1762.4375063532834
JALNA,2021-02-01,1948,1762.4375063532834
JALNA,2021-03-01,1905,1762.4375063532834
