district,date,actual,forecast
NAGPUR,2020-06-01,5763,5097.345774416515
NAGPUR,2020-07-01,5816,5032.340919897315
NAGPUR,2020-08-01,4461,5893.264170699653
NAGPUR,2020-09-01,4485,5731.63686739432
NAGPUR,2020-10-01,4837,5768.246075164741
NAGPUR,2020-11-01,5721,5833.5928142613875
NAGPUR,2020-12-01,6553,5775.3820158932685
NAGPUR,2021-01-01,6620,6319.213043186895
NAGPUR,2021-02-01,6722,6158.1678216689625
NAGPUR,2021-03-01,8096,6635.986489080966
