district,date,actual,forecast
JALNA,2020-10-01,29,20.848063472987135
JALNA,2020-11-01,20,20.02773863508371
JALNA,2020-12-01,25,28.466457658027053
JALNA,2021-01-01,29,19.33571737134058
JALNA,2021-02-01,18,35.38931058004694
JALNA,2021-03-01,26,26.638495469042997
