district,date,actual,forecast
DHULE,2020-07-01,106,391.7906
DHULE,2020-08-01,142,253.09775
DHULE,2020-09-01,210,212.20229
DHULE,2020-10-01,167,338.25766
DHULE,2020-11-01,356,368.42175
DHULE,2020-12-01,294,500.0096
DHULE,2021-01-01,398,396.98682
DHULE,2021-02-01,333,504.147
DHULE,2021-03-01,368,256.6821
