district,rmse,r_squared,best_params,differencing,tree_depth
AHMEDNAGAR,91.69217448131063,0.6925954249095424,"{'max_depth': 5, 'min_samples_split': 10}",0,5
AKOLA,139.67670913155897,0.6688995419985103,"{'max_depth': 5, 'min_samples_split': 10}",0,5
AMRAVATI,315.67229537665025,0.6549336703446403,"{'max_depth': 5, 'min_samples_split': 10}",1,5
AURANGABAD,662.8207116004379,0.6453353212832822,"{'max_depth': 5, 'min_samples_split': 10}",1,5
BEED,59.4787689712332,0.8840442179704455,"{'max_depth': 5, 'min_samples_split': 10}",0,5
BHANDARA,63.58133317606239,0.7015821709843562,"{'max_depth': 5, 'min_samples_split': 10}",0,5
BULDHANA,55.1439635652632,0.7489654285108831,"{'max_depth': 5, 'min_samples_split': 10}",0,5
CHANDRAPUR,310.5855754721362,0.6291793551089118,"{'max_depth': 5, 'min_samples_split': 10}",1,5
DHULE,98.3574044612081,0.692153932029058,"{'max_depth': 5, 'min_samples_split': 10}",0,5
GADCHIROLI,99.36899991948566,0.6239896318706075,"{'max_depth': 5, 'min_samples_split': 10}",1,3
GONDIA,87.99257737354614,0.6783805827598322,"{'max_depth': 5, 'min_samples_split': 10}",1,4
HINGOLI,84.25234996756286,0.6927870692550162,"{'max_depth': 5, 'min_samples_split': 10}",0,5
JALGAON,110.76892959249476,0.7202121853532714,"{'max_depth': 5, 'min_samples_split': 10}",0,5
JALNA,61.42304380555405,0.4186538271458645,"{'max_depth': 5, 'min_samples_split': 10}",0,5
KOLHAPUR,125.28865034698761,0.7571557768242648,"{'max_depth': 5, 'min_samples_split': 10}",0,5
LATUR,118.38914646199625,0.5108265604666553,"{'max_depth': 5, 'min_samples_split': 10}",0,5
MUMBAI,559.750175756345,0.6867321985699152,"{'max_depth': 5, 'min_samples_split': 10}",1,5
NAGPUR,139.08604825590683,0.8921647622453076,"{'max_depth': 5, 'min_samples_split': 10}",0,5
NANDED,56.837785383639854,0.8554160080668378,"{'max_depth': 5, 'min_samples_split': 10}",0,5
NANDURBAR,73.20274773404785,0.7226873711521273,"{'max_depth': 5, 'min_samples_split': 10}",0,4
NASHIK,140.13611847500331,0.7619505626472863,"{'max_depth': 5, 'min_samples_split': 10}",0,4
OSMANABAD,41.7037640976123,0.7518153530579896,"{'max_depth': 5, 'min_samples_split': 10}",0,5
PALGHAR,166.3206177952889,0.7432310837033713,"{'max_depth': 5, 'min_samples_split': 10}",0,4
PARBHANI,77.7070016655721,0.7148954939772904,"{'max_depth': 5, 'min_samples_split': 10}",0,5
PUNE,180.03546461327707,0.6539216463552986,"{'max_depth': 5, 'min_samples_split': 10}",0,5
RAIGAD,95.10956240659559,0.5885517356558279,"{'max_depth': 5, 'min_samples_split': 10}",0,4
RATNAGIRI,171.94015049367866,0.590362484711706,"{'max_depth': 5, 'min_samples_split': 10}",1,5
SANGLI,88.56774404170227,0.6167526712389326,"{'max_depth': 5, 'min_samples_split': 10}",0,5
SATARA,149.64603153136545,0.6277348745376906,"{'max_depth': 5, 'min_samples_split': 10}",0,5
SINDHUDURG,30.36888006317088,0.6239963980868879,"{'max_depth': 5, 'min_samples_split': 10}",0,5
SOLAPUR,144.7087045830304,0.6621213672289917,"{'max_depth': 5, 'min_samples_split': 10}",0,3
THANE,243.37526526515256,0.5261384758289496,"{'max_depth': 5, 'min_samples_split': 10}",1,5
WARDHA,60.69071237501753,0.689957050113021,"{'max_depth': 5, 'min_samples_split': 10}",0,4
WASHIM,27.82878310419298,0.7328835592344118,"{'max_depth': 5, 'min_samples_split': 10}",0,5
YAVATMAL,43.840937236534735,0.8532074831837753,"{'max_depth': 5, 'min_samples_split': 10}",0,4
MUMBAI SUBURBAN,218.235983385977,0.0,"{'max_depth': 5, 'min_samples_split': 10}",0,0
