district,rmse,r_squared,best_params,differencing
AHMEDNAGAR,18.572925934751847,0.828398063421829,"{'max_depth': None, 'n_estimators': 100}",0
AKOLA,10.111420487168681,0.8128970519100533,"{'max_depth': 5, 'n_estimators': 200}",0
AMRAVATI,17.255601988919427,0.8805344740285991,"{'max_depth': None, 'n_estimators': 200}",0
AURANGABAD,18.324961990597245,0.7822530311776622,"{'max_depth': 5, 'n_estimators': 200}",1
BEED,10.609611173527007,0.8549172109714333,"{'max_depth': 5, 'n_estimators': 100}",0
BHANDARA,5.200526006879953,0.8350196577195933,"{'max_depth': 5, 'n_estimators': 100}",0
BULDHANA,6.029537641996233,0.8729565115880829,"{'max_depth': 5, 'n_estimators': 200}",1
CHANDRAPUR,17.272485827658585,0.7908634629681,"{'max_depth': None, 'n_estimators': 100}",0
DHULE,9.029334293167896,0.9059211320765844,"{'max_depth': None, 'n_estimators': 100}",0
GADCHIROLI,8.789052620451894,0.8203070379981624,"{'max_depth': 5, 'n_estimators': 100}",0
GONDIA,6.541359598852649,0.8560039318558148,"{'max_depth': 5, 'n_estimators': 100}",0
HINGOLI,4.796460500549685,0.8601468188685579,"{'max_depth': None, 'n_estimators': 100}",0
JALGAON,12.085697298572436,0.8105487265137317,"{'max_depth': 5, 'n_estimators': 100}",0
JALNA,6.264405895083935,0.8007995365934955,"{'max_depth': 5, 'n_estimators': 200}",0
KOLHAPUR,10.48940756254458,0.8530553197248256,"{'max_depth': 5, 'n_estimators': 200}",0
LATUR,15.59675651822804,0.8700289361924687,"{'max_depth': None, 'n_estimators': 200}",0
MUMBAI,18.046227906869255,0.8875693265522593,"{'max_depth': None, 'n_estimators': 200}",1
NAGPUR,15.630633117908777,0.9003736569668732,"{'max_depth': None, 'n_estimators': 200}",0
NANDED,17.932024115779257,0.8947591673568736,"{'max_depth': None, 'n_estimators': 100}",1
NANDURBAR,9.376263801533424,0.9064245956558958,"{'max_depth': 5, 'n_estimators': 200}",0
NASHIK,15.270656320029092,0.8351537422186524,"{'max_depth': None, 'n_estimators': 100}",0
OSMANABAD,7.604188173485568,0.8495354739252995,"{'max_depth': None, 'n_estimators': 100}",0
PALGHAR,10.983591296920046,0.8493247757350906,"{'max_depth': None, 'n_estimators': 100}",1
PARBHANI,8.16824134478571,0.9011706538701623,"{'max_depth': None, 'n_estimators': 100}",0
PUNE,79.81923737768707,0.9017553150956803,"{'max_depth': None, 'n_estimators': 100}",1
RAIGAD,6.264075673424539,0.8934940378634334,"{'max_depth': 5, 'n_estimators': 200}",0
RATNAGIRI,6.067842049451167,0.8298762424965089,"{'max_depth': 5, 'n_estimators': 100}",0
SANGLI,9.721800361353207,0.7808041713787008,"{'max_depth': 5, 'n_estimators': 100}",0
SATARA,6.622704087618588,0.8197331166088166,"{'max_depth': 5, 'n_estimators': 100}",0
SINDHUDURG,2.7668529053782387,0.8388436516623341,"{'max_depth': None, 'n_estimators': 200}",0
SOLAPUR,34.982534610542125,0.8808592190535665,"{'max_depth': None, 'n_estimators': 200}",1
THANE,10.941328813480617,0.7828706462593783,"{'max_depth': 5, 'n_estimators': 200}",1
WARDHA,3.0599923287839865,0.7642913118664499,"{'max_depth': 5, 'n_estimators': 100}",0
WASHIM,4.288309690309225,0.8345462223995743,"{'max_depth': None, 'n_estimators': 100}",0
YAVATMAL,5.674561167565686,0.8877811986087292,"{'max_depth': None, 'n_estimators': 100}",0
MUMBAI SUBURBAN,11.716761497956677,0.8348771929824561,"{'max_depth': None, 'n_estimators': 100}",1
