district,rmse,r_squared,params,differencing
LATUR,321.1769666448195,0.14757291170746667,"{'const': 4275.090203246684, 'lag_1': 0.17424633614825424, 'lag_2': -0.3612044011921186, 'lag_3': 0.09534140096670518}",0
MUMBAI,3508.340192617093,0.16543251151707106,"{'const': -857.6842750978905, 'lag_1': -0.09726288887253012, 'lag_2': 0.023784526783914395, 'lag_3': -0.43886849430682323}",1
NAGPUR,960.8798007543386,0.1409047423385814,"{'const': 4719.395975823237, 'lag_1': 0.37628412373610653, 'lag_2': -0.007495353584223263, 'lag_3': -0.03806739125140446}",0
NANDED,466.6384954143663,0.28099365851318314,"{'const': 5454.00253056106, 'lag_1': 0.43338368869490373, 'lag_2': -0.35085876144112704, 'lag_3': -0.059021321976504004}",0
NANDURBAR,282.88424879461934,0.3131472051785922,"{'const': 1452.5978309006273, 'lag_1': 0.5830913312230444, 'lag_2': 0.036727434925226676, 'lag_3': -0.07645907935284335}",0
NASHIK,592.8466812083819,0.18313009113019185,"{'const': 6108.711920623974, 'lag_1': 0.4422428741458311, 'lag_2': -0.06270756213948259, 'lag_3': 0.053409555032824185}",0
OSMANABAD,237.2607193413148,0.11612495364182196,"{'const': 1782.5851462845942, 'lag_1': 0.35431066267240174, 'lag_2': -0.14845618538534733, 'lag_3': 0.06806998258799474}",0
PALGHAR,477.59014045171097,0.22181411960049768,"{'const': 2938.738064255272, 'lag_1': 0.39186789547622947, 'lag_2': 0.22279469233556304, 'lag_3': -0.1747734831030867}",0
PARBHANI,339.001618237939,0.08782714290324156,"{'const': 2259.191400336403, 'lag_1': 0.31992752796620116, 'lag_2': -0.04640507999181853, 'lag_3': -0.006132514615914797}",0
PUNE,1585.51779124261,0.12729125554605147,"{'const': 20697.11339598724, 'lag_1': 0.13170640803078326, 'lag_2': -0.1275875692724433, 'lag_3': -0.26704798430379295}",0
RAIGAD,1228.8187647117861,0.27768737153927003,"{'const': 26.627018565088093, 'lag_1': -0.5552307168809879, 'lag_2': -0.32020031155800965, 'lag_3': -0.28258974270450643}",1
RATNAGIRI,200.92888537641898,0.31110166266472317,"{'const': 741.9688864175215, 'lag_1': 0.619561038810173, 'lag_2': -0.14131851093232728, 'lag_3': 0.025687492780530286}",0
SANGLI,292.38836655291743,0.3123619953919561,"{'const': 1578.8722973937124, 'lag_1': 0.5094044120279829, 'lag_2': -0.21567805585942823, 'lag_3': 0.3298515767876715}",0
SATARA,496.906102401159,0.047469410782466914,"{'const': 3850.647731094529, 'lag_1': 0.16230847700741602, 'lag_2': -0.16829942415047694, 'lag_3': 0.05207233574758863}",0
SINDHUDURG,96.46440567507659,0.029204854609147346,"{'const': 556.9534741640341, 'lag_1': 0.1509793028502981, 'lag_2': -0.04874741147841266, 'lag_3': 0.07666525160275531}",0
SOLAPUR,534.6560992910988,0.2874711161723942,"{'const': 5026.450561942287, 'lag_1': 0.6059477938541218, 'lag_2': -0.3768250597601306, 'lag_3': 0.06167391148365198}",0
THANE,1342.8793100389585,0.11158395360819395,"{'const': 13156.355848486448, 'lag_1': 0.2840703449390185, 'lag_2': -0.06213801113686557, 'lag_3': -0.16585235995361425}",0
WARDHA,186.1345428403866,0.21316515167731975,"{'const': 1472.7953260408763, 'lag_1': 0.43002419564499506, 'lag_2': -0.3577573986977213, 'lag_3': -0.00546042282259715}",0
WASHIM,166.92730585512422,0.19603955962978925,"{'const': 1338.5470201514086, 'lag_1': 0.4162004077611281, 'lag_2': -0.3662453385814848, 'lag_3': 0.1468467292260887}",0
YAVATMAL,206.06480357097647,0.19006865868174516,"{'const': 1836.1276073868844, 'lag_1': 0.312499817599148, 'lag_2': 0.15131626265420073, 'lag_3': 0.06383340701505624}",0
MUMBAI SUBURBAN,408.38948080018326,0.953335627180969,"{'const': 3041.7911638597616, 'lag_1': 0.7410934344489146, 'lag_2': -0.2489726266097776, 'lag_3': 0.31132377896035257}",0
