district,date,actual,forecast,residual
AHMEDNAGAR,2020-07-01,6225.0,5741.775029527353,483.2249704726473
AHMEDNAGAR,2020-08-01,6609.0,5916.61496442919,692.38503557081
AHMEDNAGAR,2020-09-01,7268.0,6060.78194964007,1207.2180503599302
AHMEDNAGAR,2020-10-01,6799.0,6377.327619014765,421.67238098523467
AHMEDNAGAR,2020-11-01,5248.0,6287.210443892825,-1039.2104438928254
AHMEDNAGAR,2020-12-01,4923.0,5733.648968316611,-810.648968316611
AHMEDNAGAR,2021-01-01,4542.0,5452.847985774968,-910.847985774968
AHMEDNAGAR,2021-02-01,4301.0,5145.882575577891,-844.8825755778907
AHMEDNAGAR,2021-03-01,3941.0,4997.86732510253,-1056.8673251025302
AKOLA,2020-07-01,1999,2349.304794546869,-350.30479454686883
AKOLA,2020-08-01,1927,2325.992661700683,-398.99266170068313
AKOLA,2020-09-01,2604,2305.749006087957,298.2509939120432
AKOLA,2020-10-01,2342,2221.7370618938876,120.26293810611241
AKOLA,2020-11-01,2550,2180.6353522985482,369.36464770145176
AKOLA,2020-12-01,2513,2100.521697790712,412.4783022092879
AKOLA,2021-01-01,2215,2113.7771207073215,101.2228792926785
AKOLA,2021-02-01,1967,2125.899161415513,-158.89916141551294
AKOLA,2021-03-01,2265,2194.9347747144434,70.06522528555661
AMRAVATI,2020-07-01,2772,3060.1395700896264,-288.13957008962643
AMRAVATI,2020-08-01,3081,3049.927230533881,31.072769466119098
AMRAVATI,2020-09-01,3483,2907.3736900945223,575.6263099054777
AMRAVATI,2020-10-01,3505,2977.4196804228527,527.5803195771473
AMRAVATI,2020-11-01,3484,2906.7243708999945,577.2756291000055
AMRAVATI,2020-12-01,3227,2826.818998520864,400.18100147913583
AMRAVATI,2021-01-01,2783,2837.566972893799,-54.566972893799175
AMRAVATI,2021-02-01,2216,2870.0613490601927,-654.0613490601927
AMRAVATI,2021-03-01,2626,2961.7261330735396,-335.7261330735396
AURANGABAD,2020-07-01,5621,5642.589213288663,-21.589213288662904
AURANGABAD,2020-08-01,5821,5629.811049852287,191.1889501477126
AURANGABAD,2020-09-01,6050,5489.196064639537,560.8039353604627
AURANGABAD,2020-10-01,6041,5288.365387138512,752.6346128614878
AURANGABAD,2020-11-01,6010,5187.640894986789,822.3591050132109
AURANGABAD,2020-12-01,6373,5149.642945206828,1223.3570547931722
AURANGABAD,2021-01-01,6136,4938.479422279091,1197.5205777209094
AURANGABAD,2021-02-01,5864,4946.6314291902245,917.3685708097755
AURANGABAD,2021-03-01,5897,5070.810856880784,826.1891431192162
BEED,2020-07-01,2942.0,2444.553611733018,497.446388266982
BEED,2020-08-01,2934.0,2863.601706609512,70.3982933904881
BEED,2020-09-01,2943.0,2851.8967454701847,91.10325452981533
BEED,2020-10-01,3112.0,2993.803747157941,118.19625284205904
BEED,2020-11-01,2812.0,3121.323910472804,-309.3239104728041
BEED,2020-12-01,2752.0,2894.776719855128,-142.7767198551278
BEED,2021-01-01,2275.0,2888.546068379528,-613.5460683795282
BEED,2021-02-01,2079.0,2449.202211647985,-370.2022116479852
BEED,2021-03-01,2382.0,2281.529164445441,100.47083555455902
BHANDARA,2020-07-01,1119,1116.4031924773424,2.5968075226576275
BHANDARA,2020-08-01,1256,1108.185342113937,147.81465788606306
BHANDARA,2020-09-01,1297,1138.3889148688518,158.61108513114823
BHANDARA,2020-10-01,1524,1141.8998679725396,382.1001320274604
BHANDARA,2020-11-01,1320,1166.9423789360858,153.0576210639142
BHANDARA,2020-12-01,1448,1170.9289217525106,277.07107824748937
BHANDARA,2021-01-01,1100,1242.5983790445039,-142.59837904450387
BHANDARA,2021-02-01,954,1229.5807047806097,-275.5807047806097
BHANDARA,2021-03-01,1076,1315.056818841521,-239.0568188415209
BULDHANA,2020-07-01,1172,984.5767473394358,187.42325266056423
BULDHANA,2020-08-01,1332,1002.2632544299,329.73674557009997
BULDHANA,2020-09-01,1442,924.5365346852618,517.4634653147382
BULDHANA,2020-10-01,1664,806.9340247240647,857.0659752759353
BULDHANA,2020-11-01,1582,609.3825494273364,972.6174505726636
BULDHANA,2020-12-01,1464,534.303231809174,929.696768190826
BULDHANA,2021-01-01,1211,506.07406795984014,704.9259320401599
BULDHANA,2021-02-01,1338,656.0805102890594,681.9194897109406
BULDHANA,2021-03-01,1567,687.9521682089639,879.0478317910361
CHANDRAPUR,2020-07-01,1983.0,1899.819851620265,83.1801483797351
CHANDRAPUR,2020-08-01,2295.0,2063.2325633253986,231.7674366746014
CHANDRAPUR,2020-09-01,2647.0,2392.6691458811797,254.3308541188203
CHANDRAPUR,2020-10-01,2760.0,2791.5230731638835,-31.52307316388351
CHANDRAPUR,2020-11-01,2186.0,2870.2589073701397,-684.2589073701397
CHANDRAPUR,2020-12-01,1946.0,2115.6143489918813,-169.61434899188134
CHANDRAPUR,2021-01-01,1652.0,1783.507164552461,-131.50716455246106
CHANDRAPUR,2021-02-01,1528.0,1552.307360056095,-24.30736005609492
CHANDRAPUR,2021-03-01,1680.0,1446.8405675691565,233.15943243084348
DHULE,2020-07-01,1662.0,1658.3598069831369,3.6401930168631225
DHULE,2020-08-01,2372.0,1613.8536985068392,758.1463014931608
DHULE,2020-09-01,2023.0,1828.130019397936,194.86998060206406
DHULE,2020-10-01,2028.0,1732.4406867258213,295.55931327417875
DHULE,2020-11-01,1809.0,1583.8146887099676,225.18531129003236
DHULE,2020-12-01,1803.0,1570.3486019207294,232.65139807927062
DHULE,2021-01-01,1700.0,1563.0913642160576,136.90863578394237
DHULE,2021-02-01,1662.0,1567.7574920128177,94.24250798718231
DHULE,2021-03-01,1633.0,1552.4707189832743,80.52928101672569
GADCHIROLI,2020-07-01,1238.0,1235.5110638793703,2.48893612062966
GADCHIROLI,2020-08-01,1510.0,1304.4623174001445,205.53768259985554
GADCHIROLI,2020-09-01,1648.0,1505.5481483123813,142.45185168761873
GADCHIROLI,2020-10-01,1751.0,1555.6396217232787,195.36037827672135
GADCHIROLI,2020-11-01,1807.0,1601.4817707551638,205.51822924483622
GADCHIROLI,2020-12-01,1797.0,1620.6197353749794,176.38026462502057
GADCHIROLI,2021-01-01,1553.0,1597.671893257383,-44.67189325738309
GADCHIROLI,2021-02-01,1320.0,1401.6624732761722,-81.66247327617225
GADCHIROLI,2021-03-01,1502.0,1266.9239317204047,235.07606827959535
GONDIA,2020-07-01,973.0,802.9708906123624,170.02910938763762
GONDIA,2020-08-01,997.0,849.0663707708976,147.9336292291024
GONDIA,2020-09-01,986.0,856.805935037229,129.194064962771
GONDIA,2020-10-01,1065.0,842.174614073117,222.82538592688297
GONDIA,2020-11-01,934.0,885.3814324335469,48.618567566453066
GONDIA,2020-12-01,990.0,801.1422723372849,188.8577276627151
GONDIA,2021-01-01,953.0,849.4519636846937,103.54803631530626
GONDIA,2021-02-01,1090.0,828.0606500364245,261.9393499635755
GONDIA,2021-03-01,1022.0,905.2116951523419,116.78830484765808
HINGOLI,2020-07-01,1043.0,900.4915785464902,142.50842145350975
HINGOLI,2020-08-01,1101.0,1030.8393968354465,70.16060316455355
HINGOLI,2020-09-01,1343.0,1021.0383027666294,321.9616972333706
HINGOLI,2020-10-01,1229.0,1210.8775701503282,18.12242984967179
HINGOLI,2020-11-01,1073.0,1080.4399577016125,-7.439957701612457
HINGOLI,2020-12-01,996.0,1041.9282479184837,-45.92824791848375
HINGOLI,2021-01-01,848.0,1002.5746276702023,-154.5746276702023
HINGOLI,2021-02-01,788.0,884.5491232472764,-96.54912324727638
HINGOLI,2021-03-01,890.0,862.614587484512,27.385412515488042
JALGAON,2020-07-01,3714,4144.845841004629,-430.8458410046287
JALGAON,2020-08-01,15827,4442.324950341169,11384.675049658832
JALGAON,2020-09-01,5302,746.483889431282,4555.516110568718
JALGAON,2020-10-01,4900,3099.8237028147582,1800.1762971852418
JALGAON,2020-11-01,4163,1514.0482291166227,2648.9517708833773
JALGAON,2020-12-01,6939,4046.0597522104795,2892.9402477895205
JALGAON,2021-01-01,3425,3348.210575343871,76.78942465612909
JALGAON,2021-02-01,3322,4361.716288601484,-1039.716288601484
JALGAON,2021-03-01,2919,4100.591956596042,-1181.591956596042
JALNA,2020-07-01,1894,1780.1265361354783,113.87346386452168
JALNA,2020-08-01,1719,1761.282356089736,-42.28235608973591
JALNA,2020-09-01,1730,1824.5285952743734,-94.5285952743734
JALNA,2020-10-01,2115,1843.269343798725,271.730656201275
JALNA,2020-11-01,1968,1784.9074945349546,183.0925054650454
JALNA,2020-12-01,1879,1835.3666489486811,43.63335105131887
JALNA,2021-01-01,936,1862.4908764647748,-926.4908764647748
JALNA,2021-02-01,997,2116.5691548374507,-1119.5691548374507
JALNA,2021-03-01,830,2146.938590924992,-1316.9385909249918
KOLHAPUR,2020-07-01,6281,5540.979856050642,740.0201439493576
KOLHAPUR,2020-08-01,6879,5751.560510669836,1127.4394893301642
KOLHAPUR,2020-09-01,7432,5821.704818816478,1610.295181183522
KOLHAPUR,2020-10-01,6246,5921.592381971366,324.4076180286338
KOLHAPUR,2020-11-01,5778,5909.437851561571,-131.43785156157082
KOLHAPUR,2020-12-01,5687,5898.307895558489,-211.30789555848878
KOLHAPUR,2021-01-01,5502,6300.7976815000475,-798.7976815000475
KOLHAPUR,2021-02-01,5141,6505.626501760591,-1364.626501760591
KOLHAPUR,2021-03-01,4987,6627.503321191703,-1640.5033211917034
LATUR,2020-07-01,2947,3114.530370539557,-167.53037053955723
LATUR,2020-08-01,3092,3114.2913184526556,-22.29131845265556
LATUR,2020-09-01,3775,3101.980140074179,673.019859925821
LATUR,2020-10-01,3978,3154.889354237117,823.110645762883
LATUR,2020-11-01,3652,3162.8063297611334,489.1936702388666
LATUR,2020-12-01,3509,3088.121502455068,420.8784975449321
LATUR,2021-01-01,3108,3068.552114053832,39.447885946167844
LATUR,2021-02-01,3476,3111.366609503154,364.633390496846
LATUR,2021-03-01,3449,3142.959265528171,306.0407344718292
MUMBAI,2020-07-01,2667,3670.766208563683,-1003.766208563683
MUMBAI,2020-08-01,2879,3464.0272570547513,-585.0272570547513
MUMBAI,2020-09-01,3817,3496.6719921379045,320.32800786209555
MUMBAI,2020-10-01,3638,3505.8141775713084,132.1858224286916
