district,date,actual,forecast_mean,forecast_std
AHMEDNAGAR,2020-07-01,5982,6492.087600072261,612.6783224159756
AHMEDNAGAR,2020-08-01,5559,6593.683125272421,611.5591163088367
AHMEDNAGAR,2020-09-01,5903,6723.393703909234,604.7216833310612
AHMEDNAGAR,2020-10-01,5719,6817.608440844077,605.0472654742117
AHMEDNAGAR,2020-11-01,5427,6933.509475165844,603.45026439282
AHMEDNAGAR,2020-12-01,6256,7048.0449818483685,603.148392196162
AHMEDNAGAR,2021-01-01,6196,7098.018034036735,605.2104866302689
AHMEDNAGAR,2021-02-01,6458,7199.059386948228,604.6899992481256
AHMEDNAGAR,2021-03-01,5735,7272.857988010338,604.8449649945803
AKOLA,2020-07-01,1555,1593.5694254428756,166.453640719268
AKOLA,2020-08-01,1523,1611.3470455957722,166.44825623220402
AKOLA,2020-09-01,1606,1629.504304637287,166.4376807807297
AKOLA,2020-10-01,1395,1647.6419998129018,166.35246853474274
AKOLA,2020-11-01,1204,1666.505482495343,166.38314540764574
AKOLA,2020-12-01,1630,1685.1892931124403,166.42514092063703
AKOLA,2021-01-01,1745,1702.4568783668033,166.63315460598668
AKOLA,2021-02-01,1618,1720.7952602391492,166.64072880392902
AKOLA,2021-03-01,1782,1738.6118900072697,166.60797710697966
AMRAVATI,2020-07-01,1905.0,2216.932910834311,332.3689956520355
AMRAVATI,2020-08-01,1776.0,2127.382063893092,318.7928930176655
AMRAVATI,2020-09-01,1794.0,2115.7439812395723,308.9443185707539
AMRAVATI,2020-10-01,1814.0,2029.3867702077937,298.2317956664249
AMRAVATI,2020-11-01,1896.0,2009.0753918691764,296.39423564062884
AMRAVATI,2020-12-01,2379.0,2003.3984398264429,299.16474387981026
AMRAVATI,2021-01-01,2249.0,2183.5717059552735,326.75871585068626
AMRAVATI,2021-02-01,2476.0,2126.3992711549763,332.5788803706192
AMRAVATI,2021-03-01,2570.0,2223.980230742317,347.5857532419799
AURANGABAD,2020-07-01,2897,3558.3113896416808,315.1938003770548
AURANGABAD,2020-08-01,3107,3646.0047026445754,316.79701895945175
AURANGABAD,2020-09-01,3639,3573.8737588246813,312.9812254550766
AURANGABAD,2020-10-01,5000,3519.0855151627547,321.51234085023395
AURANGABAD,2020-11-01,4498,3408.773938105517,362.0253241534873
AURANGABAD,2020-12-01,5448,3681.0898789287753,356.1014827511633
AURANGABAD,2021-01-01,5221,3517.630254478401,364.5291036895661
AURANGABAD,2021-02-01,5126,3593.6694011344575,354.2129200950605
AURANGABAD,2021-03-01,4791,3680.674392169316,326.35364842393653
BEED,2020-07-01,3407,3503.7592682650634,268.59221310196114
BEED,2020-08-01,2907,3553.0508275712664,268.1248481523611
BEED,2020-09-01,3136,3603.789145640713,268.17442686268396
BEED,2020-10-01,3117,3654.3976204591568,268.1801965630949
BEED,2020-11-01,2842,3703.1639693953475,267.9915449546859
BEED,2020-12-01,3110,3757.2703003589395,268.08082610909463
BEED,2021-01-01,3208,3805.0966896939494,267.86928512111143
BEED,2021-02-01,3318,3853.752611838773,267.8185047949534
BEED,2021-03-01,3225,3904.9648144974076,267.8334410798729
BHANDARA,2020-07-01,1165,1233.052458808333,108.97710022268564
BHANDARA,2020-08-01,1101,1238.051320721673,108.9755340059148
BHANDARA,2020-09-01,1151,1243.1939200660827,108.97834774588236
BHANDARA,2020-10-01,1152,1248.3784668444544,108.98019640129085
BHANDARA,2020-11-01,1031,1253.5344118110097,108.96059952169952
BHANDARA,2020-12-01,1279,1258.692796163127,108.96856926256962
BHANDARA,2021-01-01,1355,1263.4664721390957,109.01145278414498
BHANDARA,2021-02-01,1557,1268.6101203207816,109.01390057677354
BHANDARA,2021-03-01,1591,1273.5364869223813,109.04433500708768
BULDHANA,2020-07-01,1439,1532.9486914235843,187.12235128682482
BULDHANA,2020-08-01,1345,1579.2175262609758,186.31254085282004
BULDHANA,2020-09-01,1602,1630.849234397858,186.41516217556148
BULDHANA,2020-10-01,1459,1613.551684099547,186.69579439732965
BULDHANA,2020-11-01,1389,1650.160171754078,187.05908378425792
BULDHANA,2020-12-01,1711,1703.9059494993373,187.00037660912994
BULDHANA,2021-01-01,1734,1672.1154856361688,189.8048246111623
BULDHANA,2021-02-01,1818,1672.3393172959072,188.3444302488548
BULDHANA,2021-03-01,2057,1685.9855248318966,188.2106313779416
CHANDRAPUR,2020-07-01,2279,2412.2434781306074,334.65543610070495
CHANDRAPUR,2020-08-01,2103,2450.953952998427,333.3435167097916
CHANDRAPUR,2020-09-01,2030,2499.0730818165152,333.6470927713789
CHANDRAPUR,2020-10-01,2073,2557.8036382594523,332.70957971017344
CHANDRAPUR,2020-11-01,1897,2593.1774183039133,331.89008774601
CHANDRAPUR,2020-12-01,2498,2630.653626159693,332.18628749366036
CHANDRAPUR,2021-01-01,2799,2673.97593650836,335.86133687387445
CHANDRAPUR,2021-02-01,3217,2648.013755034084,336.76015433580744
CHANDRAPUR,2021-03-01,3581,2673.134339972644,339.099527768742
DHULE,2020-07-01,3317,3574.484501765329,329.6964087817787
DHULE,2020-08-01,2764,3718.0128358415645,330.3773164194305
DHULE,2020-09-01,3344,3890.4618093071563,335.2831478262443
DHULE,2020-10-01,3020,3905.6066302711724,335.8963882318339
DHULE,2020-11-01,2908,3944.453038238557,335.0934745312091
DHULE,2020-12-01,3477,4097.740876767072,333.60632299365403
DHULE,2021-01-01,3554,4055.430289975594,333.8530504596939
DHULE,2021-02-01,3873,4045.7875024601767,330.24252087034864
DHULE,2021-03-01,3478,4075.5845598166898,331.7847192480648
GADCHIROLI,2020-07-01,1437,1682.105678903802,128.18679414317802
GADCHIROLI,2020-08-01,1218,1699.2577269122487,128.18373712276517
GADCHIROLI,2020-09-01,1327,1716.490630811988,128.19856897912337
GADCHIROLI,2020-10-01,1197,1733.7321233456664,128.20242974313155
GADCHIROLI,2020-11-01,1211,1750.8699345502832,128.20705637332088
GADCHIROLI,2020-12-01,1363,1768.0630832016504,128.18734884951866
GADCHIROLI,2021-01-01,1302,1785.181642355784,128.17786623658424
GADCHIROLI,2021-02-01,1566,1802.2657723382974,128.17476193858212
GADCHIROLI,2021-03-01,1609,1819.393931557414,128.1948820467372
GONDIA,2020-07-01,1454.0,1461.8176594189572,351.2467567646155
GONDIA,2020-08-01,1331.0,1429.8170227835496,348.99231560854935
GONDIA,2020-09-01,1309.0,1369.9152490205347,341.61415899072085
GONDIA,2020-10-01,1341.0,1361.5100029760354,327.1413668080557
GONDIA,2020-11-01,1444.0,1372.504608413395,316.6482910519589
