district,date,actual,forecast,model_params
AHMEDNAGAR,2020-06-01,6372,6868.468795432384,<tbats.tbats.ModelParams.ModelParams object at 0x000001F426802A10>
AHMEDNAGAR,2020-07-01,5982,6868.468795432384,<tbats.tbats.ModelParams.ModelParams object at 0x000001F426802A10>
AHMEDNAGAR,2020-08-01,5559,6868.468795432384,<tbats.tbats.ModelParams.ModelParams object at 0x000001F426802A10>
AHMEDNAGAR,2020-09-01,5903,6868.468795432384,<tbats.tbats.ModelParams.ModelParams object at 0x000001F426802A10>
AHMEDNAGAR,2020-10-01,5719,6868.468795432384,<tbats.tbats.ModelParams.ModelParams object at 0x000001F426802A10>
AHMEDNAGAR,2020-11-01,5427,6868.468795432384,<tbats.tbats.ModelParams.ModelParams object at 0x000001F426802A10>
AHMEDNAGAR,2020-12-01,6256,6868.468795432384,<tbats.tbats.ModelParams.ModelParams object at 0x000001F426802A10>
AHMEDNAGAR,2021-01-01,6196,6868.468795432384,<tbats.tbats.ModelParams.ModelParams object at 0x000001F426802A10>
AHMEDNAGAR,2021-02-01,6458,6868.468795432384,<tbats.tbats.ModelParams.ModelParams object at 0x000001F426802A10>
AHMEDNAGAR,2021-03-01,5735,6868.468795432384,<tbats.tbats.ModelParams.ModelParams object at 0x000001F426802A10>
AKOLA,2020-06-01,1575,1603.0967762237933,<tbats.tbats.ModelParams.ModelParams object at 0x000001F426819B50>
AKOLA,2020-07-01,1555,1594.889793996652,<tbats.tbats.ModelParams.ModelParams object at 0x000001F426819B50>
AKOLA,2020-08-01,1523,1587.3022777891297,<tbats.tbats.ModelParams.ModelParams object at 0x000001F426819B50>
AKOLA,2020-09-01,1606,1580.2874700795398,<tbats.tbats.ModelParams.ModelParams object at 0x000001F426819B50>
AKOLA,2020-10-01,1395,1573.8021426210319,<tbats.tbats.ModelParams.ModelParams object at 0x000001F426819B50>
AKOLA,2020-11-01,1204,1567.8063300506346,<tbats.tbats.ModelParams.ModelParams object at 0x000001F426819B50>
AKOLA,2020-12-01,1630,1562.2630836055887,<tbats.tbats.ModelParams.ModelParams object at 0x000001F426819B50>
AKOLA,2021-01-01,1745,1557.1382434292589,<tbats.tbats.ModelParams.ModelParams object at 0x000001F426819B50>
AKOLA,2021-02-01,1618,1552.4002280634804,<tbats.tbats.ModelParams.ModelParams object at 0x000001F426819B50>
AKOLA,2021-03-01,1782,1548.0198398300997,<tbats.tbats.ModelParams.ModelParams object at 0x000001F426819B50>
AMRAVATI,2020-06-01,2017,2362.4535265441996,<tbats.tbats.ModelParams.ModelParams object at 0x000001F4269CE250>
AMRAVATI,2020-07-01,1905,2366.2117262232964,<tbats.tbats.ModelParams.ModelParams object at 0x000001F4269CE250>
AMRAVATI,2020-08-01,1776,2369.6700292630408,<tbats.tbats.ModelParams.ModelParams object at 0x000001F4269CE250>
AMRAVATI,2020-09-01,1794,2372.8523668012044,<tbats.tbats.ModelParams.ModelParams object at 0x000001F4269CE250>
AMRAVATI,2020-10-01,1814,2375.7807603197652,<tbats.tbats.ModelParams.ModelParams object at 0x000001F4269CE250>
AMRAVATI,2020-11-01,1896,2378.4754740315284,<tbats.tbats.ModelParams.ModelParams object at 0x000001F4269CE250>
AMRAVATI,2020-12-01,2379,2380.9551551066093,<tbats.tbats.ModelParams.ModelParams object at 0x000001F4269CE250>
AMRAVATI,2021-01-01,2249,2383.236962709129,<tbats.tbats.ModelParams.ModelParams object at 0x000001F4269CE250>
AMRAVATI,2021-02-01,2476,2385.3366867370446,<tbats.tbats.ModelParams.ModelParams object at 0x000001F4269CE250>
AMRAVATI,2021-03-01,2570,2387.2688570867876,<tbats.tbats.ModelParams.ModelParams object at 0x000001F4269CE250>
AURANGABAD,2020-06-01,3456,3589.891435311947,<tbats.tbats.ModelParams.ModelParams object at 0x000001F426975AD0>
AURANGABAD,2020-07-01,2897,3589.891435311947,<tbats.tbats.ModelParams.ModelParams object at 0x000001F426975AD0>
AURANGABAD,2020-08-01,3107,3589.891435311947,<tbats.tbats.ModelParams.ModelParams object at 0x000001F426975AD0>
AURANGABAD,2020-09-01,3639,3589.891435311947,<tbats.tbats.ModelParams.ModelParams object at 0x000001F426975AD0>
AURANGABAD,2020-10-01,5000,3589.891435311947,<tbats.tbats.ModelParams.ModelParams object at 0x000001F426975AD0>
AURANGABAD,2020-11-01,4498,3589.891435311947,<tbats.tbats.ModelParams.ModelParams object at 0x000001F426975AD0>
AURANGABAD,2020-12-01,5448,3589.891435311947,<tbats.tbats.ModelParams.ModelParams object at 0x000001F426975AD0>
AURANGABAD,2021-01-01,5221,3589.891435311947,<tbats.tbats.ModelParams.ModelParams object at 0x000001F426975AD0>
AURANGABAD,2021-02-01,5126,3589.891435311947,<tbats.tbats.ModelParams.ModelParams object at 0x000001F426975AD0>
AURANGABAD,2021-03-01,4791,3589.891435311947,<tbats.tbats.ModelParams.ModelParams object at 0x000001F426975AD0>
BEED,2020-06-01,3448,3773.363665386144,<tbats.tbats.ModelParams.ModelParams object at 0x000001F4268BAAD0>
BEED,2020-07-01,3407,3761.1769058525592,<tbats.tbats.ModelParams.ModelParams object at 0x000001F4268BAAD0>
BEED,2020-08-01,2907,3749.675415918414,<tbats.tbats.ModelParams.ModelParams object at 0x000001F4268BAAD0>
BEED,2020-09-01,3136,3738.820662418052,<tbats.tbats.ModelParams.ModelParams object at 0x000001F4268BAAD0>
BEED,2020-10-01,3117,3728.5762789313685,<tbats.tbats.ModelParams.ModelParams object at 0x000001F4268BAAD0>
BEED,2020-11-01,2842,3718.9079439462635,<tbats.tbats.ModelParams.ModelParams object at 0x000001F4268BAAD0>
BEED,2020-12-01,3110,3709.7832658721063,<tbats.tbats.ModelParams.ModelParams object at 0x000001F4268BAAD0>
BEED,2021-01-01,3208,3701.1716745189647,<tbats.tbats.ModelParams.ModelParams object at 0x000001F4268BAAD0>
BEED,2021-02-01,3318,3693.044318679032,<tbats.tbats.ModelParams.ModelParams object at 0x000001F4268BAAD0>
BEED,2021-03-01,3225,3685.3739694671194,<tbats.tbats.ModelParams.ModelParams object at 0x000001F4268BAAD0>
BHANDARA,2020-06-01,1228,1388.253974905798,<tbats.tbats.ModelParams.ModelParams object at 0x000001F4298DF5D0>
BHANDARA,2020-07-01,1165,1388.253974905798,<tbats.tbats.ModelParams.ModelParams object at 0x000001F4298DF5D0>
BHANDARA,2020-08-01,1101,1388.253974905798,<tbats.tbats.ModelParams.ModelParams object at 0x000001F4298DF5D0>
BHANDARA,2020-09-01,1151,1388.253974905798,<tbats.tbats.ModelParams.ModelParams object at 0x000001F4298DF5D0>
BHANDARA,2020-10-01,1152,1388.253974905798,<tbats.tbats.ModelParams.ModelParams object at 0x000001F4298DF5D0>
BHANDARA,2020-11-01,1031,1388.253974905798,<tbats.tbats.ModelParams.ModelParams object at 0x000001F4298DF5D0>
BHANDARA,2020-12-01,1279,1388.253974905798,<tbats.tbats.ModelParams.ModelParams object at 0x000001F4298DF5D0>
BHANDARA,2021-01-01,1355,1388.253974905798,<tbats.tbats.ModelParams.ModelParams object at 0x000001F4298DF5D0>
BHANDARA,2021-02-01,1557,1388.253974905798,<tbats.tbats.ModelParams.ModelParams object at 0x000001F4298DF5D0>
BHANDARA,2021-03-01,1591,1388.253974905798,<tbats.tbats.ModelParams.ModelParams object at 0x000001F4298DF5D0>
BULDHANA,2020-06-01,1522,1581.6991117061782,<tbats.tbats.ModelParams.ModelParams object at 0x000001F4298AB710>
BULDHANA,2020-07-01,1439,1587.8544103672161,<tbats.tbats.ModelParams.ModelParams object at 0x000001F4298AB710>
BULDHANA,2020-08-01,1345,1593.6070276809999,<tbats.tbats.ModelParams.ModelParams object at 0x000001F4298AB710>
BULDHANA,2020-09-01,1602,1598.983051925563,<tbats.tbats.ModelParams.ModelParams object at 0x000001F4298AB710>
BULDHANA,2020-10-01,1459,1604.0069151331393,<tbats.tbats.ModelParams.ModelParams object at 0x000001F4298AB710>
BULDHANA,2020-11-01,1389,1608.701493628808,<tbats.tbats.ModelParams.ModelParams object at 0x000001F4298AB710>
BULDHANA,2020-12-01,1711,1613.0882031167312,<tbats.tbats.ModelParams.ModelParams object at 0x000001F4298AB710>
BULDHANA,2021-01-01,1734,1617.1870885115206,<tbats.tbats.ModelParams.ModelParams object at 0x000001F4298AB710>
BULDHANA,2021-02-01,1818,1621.0169087221036,<tbats.tbats.ModelParams.ModelParams object at 0x000001F4298AB710>
BULDHANA,2021-03-01,2057,1624.5952166012955,<tbats.tbats.ModelParams.ModelParams object at 0x000001F4298AB710>
CHANDRAPUR,2020-06-01,2334,2381.8897376839986,<tbats.tbats.ModelParams.ModelParams object at 0x000001F4269F0610>
CHANDRAPUR,2020-07-01,2279,2699.5583458043266,<tbats.tbats.ModelParams.ModelParams object at 0x000001F4269F0610>
CHANDRAPUR,2020-08-01,2103,2639.119291498972,<tbats.tbats.ModelParams.ModelParams object at 0x000001F4269F0610>
CHANDRAPUR,2020-09-01,2030,2639.119291498972,<tbats.tbats.ModelParams.ModelParams object at 0x000001F4269F0610>
CHANDRAPUR,2020-10-01,2073,2639.119291498972,<tbats.tbats.ModelParams.ModelParams object at 0x000001F4269F0610>
CHANDRAPUR,2020-11-01,1897,2639.119291498972,<tbats.tbats.ModelParams.ModelParams object at 0x000001F4269F0610>
CHANDRAPUR,2020-12-01,2498,2639.119291498972,<tbats.tbats.ModelParams.ModelParams object at 0x000001F4269F0610>
CHANDRAPUR,2021-01-01,2799,2639.119291498972,<tbats.tbats.ModelParams.ModelParams object at 0x000001F4269F0610>
CHANDRAPUR,2021-02-01,3217,2639.119291498972,<tbats.tbats.ModelParams.ModelParams object at 0x000001F4269F0610>
CHANDRAPUR,2021-03-01,3581,2639.119291498972,<tbats.tbats.ModelParams.ModelParams object at 0x000001F4269F0610>
DHULE,2020-06-01,3508,3457.2220650286827,<tbats.tbats.ModelParams.ModelParams object at 0x000001F426AEBFD0>
DHULE,2020-07-01,3317,3457.2220650286827,<tbats.tbats.ModelParams.ModelParams object at 0x000001F426AEBFD0>
DHULE,2020-08-01,2764,3457.2220650286827,<tbats.tbats.ModelParams.ModelParams object at 0x000001F426AEBFD0>
DHULE,2020-09-01,3344,3457.2220650286827,<tbats.tbats.ModelParams.ModelParams object at 0x000001F426AEBFD0>
DHULE,2020-10-01,3020,3457.2220650286827,<tbats.tbats.ModelParams.ModelParams object at 0x000001F426AEBFD0>
DHULE,2020-11-01,2908,3457.2220650286827,<tbats.tbats.ModelParams.ModelParams object at 0x000001F426AEBFD0>
DHULE,2020-12-01,3477,3457.2220650286827,<tbats.tbats.ModelParams.ModelParams object at 0x000001F426AEBFD0>
DHULE,2021-01-01,3554,3457.2220650286827,<tbats.tbats.ModelParams.ModelParams object at 0x000001F426AEBFD0>
DHULE,2021-02-01,3873,3457.2220650286827,<tbats.tbats.ModelParams.ModelParams object at 0x000001F426AEBFD0>
DHULE,2021-03-01,3478,3457.2220650286827,<tbats.tbats.ModelParams.ModelParams object at 0x000001F426AEBFD0>
GADCHIROLI,2020-06-01,1665,1735.49351665996,<tbats.tbats.ModelParams.ModelParams object at 0x000001F429C89750>
GADCHIROLI,2020-07-01,1437,1735.49351665996,<tbats.tbats.ModelParams.ModelParams object at 0x000001F429C89750>
GADCHIROLI,2020-08-01,1218,1735.49351665996,<tbats.tbats.ModelParams.ModelParams object at 0x000001F429C89750>
GADCHIROLI,2020-09-01,1327,1735.49351665996,<tbats.tbats.ModelParams.ModelParams object at 0x000001F429C89750>
GADCHIROLI,2020-10-01,1197,1735.49351665996,<tbats.tbats.ModelParams.ModelParams object at 0x000001F429C89750>
GADCHIROLI,2020-11-01,1211,1735.49351665996,<tbats.tbats.ModelParams.ModelParams object at 0x000001F429C89750>
GADCHIROLI,2020-12-01,1363,1735.49351665996,<tbats.tbats.ModelParams.ModelParams object at 0x000001F429C89750>
