district,date,actual,forecast,residual
AHMEDNAGAR,2020-07-01,5982,6568.228235884605,-586.228235884605
AHMEDNAGAR,2020-08-01,5559,6992.5693818808,-1433.5693818808004
AHMEDNAGAR,2020-09-01,5903,7488.001265884186,-1585.001265884186
AHMEDNAGAR,2020-10-01,5719,7649.723720381857,-1930.7237203818568
AHMEDNAGAR,2020-11-01,5427,7869.88321793844,-2442.88321793844
AHMEDNAGAR,2020-12-01,6256,8138.023734472417,-1882.0237344724173
AHMEDNAGAR,2021-01-01,6196,8050.185684207361,-1854.1856842073612
AHMEDNAGAR,2021-02-01,6458,8102.942330835647,-1644.9423308356472
AHMEDNAGAR,2021-03-01,5735,8057.414422968085,-2322.414422968085
AKOLA,2020-07-01,1555,1628.3023783557276,-73.30237835572757
AKOLA,2020-08-01,1523,1615.5161445961674,-92.51614459616735
AKOLA,2020-09-01,1606,1695.1347468761523,-89.13474687615235
AKOLA,2020-10-01,1395,1714.9041415540205,-319.9041415540205
AKOLA,2020-11-01,1204,1803.4416410763347,-599.4416410763347
AKOLA,2020-12-01,1630,1902.2920851996414,-272.2920851996414
AKOLA,2021-01-01,1745,1897.9230490326454,-152.9230490326454
AKOLA,2021-02-01,1618,1881.6264960836286,-263.6264960836286
AKOLA,2021-03-01,1782,1824.6296299281557,-42.62962992815574
AMRAVATI,2020-07-01,1905.0,2116.6478127007467,-211.64781270074673
AMRAVATI,2020-08-01,1776.0,2099.1329001806885,-323.13290018068847
AMRAVATI,2020-09-01,1794.0,1946.7250675207608,-152.72506752076083
AMRAVATI,2020-10-01,1814.0,1934.3783294241905,-120.3783294241905
AMRAVATI,2020-11-01,1896.0,1911.586922630455,-15.586922630455092
AMRAVATI,2020-12-01,2379.0,1957.375524215174,421.624475784826
AMRAVATI,2021-01-01,2249.0,2207.358162578099,41.64183742190107
AMRAVATI,2021-02-01,2476.0,2137.0572627698257,338.9427372301743
AMRAVATI,2021-03-01,2570.0,2381.1141852031724,188.88581479682762
AURANGABAD,2020-07-01,2897,3649.7721929297054,-752.7721929297054
AURANGABAD,2020-08-01,3107,3872.6677489830668,-765.6677489830668
AURANGABAD,2020-09-01,3639,3705.703309529056,-66.70330952905579
AURANGABAD,2020-10-01,5000,3514.182238519058,1485.817761480942
AURANGABAD,2020-11-01,4498,3262.826478415897,1235.1735215841031
AURANGABAD,2020-12-01,5448,3919.249318701685,1528.7506812983152
AURANGABAD,2021-01-01,5221,3816.3682747370585,1404.6317252629415
AURANGABAD,2021-02-01,5126,4070.149011833812,1055.850988166188
AURANGABAD,2021-03-01,4791,4311.533280671705,479.46671932829486
BEED,2020-07-01,3407,3636.0513717023505,-229.05137170235048
BEED,2020-08-01,2907,3745.593895177725,-838.5938951777248
BEED,2020-09-01,3136,3870.5524053135327,-734.5524053135327
BEED,2020-10-01,3117,3888.21558274387,-771.2155827438701
BEED,2020-11-01,2842,3864.3375563198815,-1022.3375563198815
BEED,2020-12-01,3110,4008.934142050544,-898.9341420505439
BEED,2021-01-01,3208,4005.1256137328073,-797.1256137328073
BEED,2021-02-01,3318,3977.215823080649,-659.215823080649
BEED,2021-03-01,3225,4023.605033781179,-798.6050337811789
BHANDARA,2020-07-01,1165,1259.6138043650997,-94.61380436509967
BHANDARA,2020-08-01,1101,1281.0185439412928,-180.01854394129282
BHANDARA,2020-09-01,1151,1299.3223481986556,-148.32234819865562
BHANDARA,2020-10-01,1152,1301.5443117384375,-149.5443117384375
BHANDARA,2020-11-01,1031,1307.8990628693869,-276.89906286938685
BHANDARA,2020-12-01,1279,1333.6787393415484,-54.67873934154841
BHANDARA,2021-01-01,1355,1308.9574535032689,46.04254649673112
BHANDARA,2021-02-01,1557,1299.061262651184,257.93873734881595
BHANDARA,2021-03-01,1591,1276.910098822415,314.08990117758503
BULDHANA,2020-07-01,1439,1531.4354768803253,-92.43547688032527
BULDHANA,2020-08-01,1345,1602.393272964344,-257.3932729643441
BULDHANA,2020-09-01,1602,1717.8003257268429,-115.80032572684286
BULDHANA,2020-10-01,1459,1703.409318053443,-244.40931805344303
BULDHANA,2020-11-01,1389,1755.1690674302308,-366.1690674302308
BULDHANA,2020-12-01,1711,1855.5264196490937,-144.52641964909367
BULDHANA,2021-01-01,1734,1813.8888507815693,-79.88885078156932
BULDHANA,2021-02-01,1818,1780.3419927666414,37.6580072333586
BULDHANA,2021-03-01,2057,1769.789916271655,287.2100837283449
