district,date,actual,forecast
AMRAVATI,2020-07-01,1905,2296.124
AMRAVATI,2020-08-01,1776,2253.0854
AMRAVATI,2020-09-01,1794,2191.7478
AMRAVATI,2020-10-01,1814,2118.1392
AMRAVATI,2020-11-01,1896,2057.0134
AMRAVATI,2020-12-01,2379,2010.4237
AMRAVATI,2021-01-01,2249,2081.9053
AMRAVATI,2021-02-01,2476,2090.446
AMRAVATI,2021-03-01,2570,2178.0073
GONDIA,2020-07-01,1454,1471.7163
GONDIA,2020-08-01,1331,1456.6111
GONDIA,2020-09-01,1309,1412.8098
GONDIA,2020-10-01,1341,1376.7456
GONDIA,2020-11-01,1444,1365.5619
GONDIA,2020-12-01,1405,1385.2129
GONDIA,2021-01-01,1340,1394.3291
GONDIA,2021-02-01,1508,1384.5751
GONDIA,2021-03-01,1746,1404.4315
JALNA,2020-07-01,2128,1789.6232
JALNA,2020-08-01,1604,1831.4216
JALNA,2020-09-01,1731,1651.3912
JALNA,2020-10-01,1698,1653.958
JALNA,2020-11-01,1869,1540.3536
JALNA,2020-12-01,2109,1677.7168
JALNA,2021-01-01,2118,1762.912
JALNA,2021-02-01,1948,1870.4086
JALNA,2021-03-01,1905,1823.4327
NANDED,2020-07-01,4668,4882.5425
NANDED,2020-08-01,4358,4896.542
NANDED,2020-09-01,5176,4620.3667
NANDED,2020-10-01,4553,4779.8174
NANDED,2020-11-01,4475,4739.397
NANDED,2020-12-01,4906,4656.905
NANDED,2021-01-01,5001,4676.558
NANDED,2021-02-01,5274,4809.355
NANDED,2021-03-01,4873,5051.969
PUNE,2020-07-01,5520,6441.493
PUNE,2020-08-01,5630,6288.2715
PUNE,2020-09-01,5491,6303.586
PUNE,2020-10-01,6135,6210.7124
PUNE,2020-11-01,6162,6435.8633
PUNE,2020-12-01,7696,6477.429
PUNE,2021-01-01,7485,6910.0713
PUNE,2021-02-01,7795,7054.4727
PUNE,2021-03-01,7315,7346.6475
WARDHA,2020-07-01,1258,1401.1299
WARDHA,2020-08-01,1219,1377.3752
WARDHA,2020-09-01,1186,1347.5502
WARDHA,2020-10-01,1151,1315.6329
WARDHA,2020-11-01,1033,1276.1036
WARDHA,2020-12-01,1337,1223.1351
WARDHA,2021-01-01,1369,1254.369
WARDHA,2021-02-01,1492,1281.1022
WARDHA,2021-03-01,1483,1312.4912
YAVATMAL,2020-07-01,3187,3159.4578
YAVATMAL,2020-08-01,2613,3168.499
YAVATMAL,2020-09-01,2629,3083.861
YAVATMAL,2020-10-01,2797,2947.7876
YAVATMAL,2020-11-01,2682,2900.1914
YAVATMAL,2020-12-01,3140,2819.8428
YAVATMAL,2021-01-01,3105,2848.12
YAVATMAL,2021-02-01,3242,2905.0374
YAVATMAL,2021-03-01,3717,2978.4238
