district,date,actual,forecast
AHMEDNAGAR,2020-07-01,354.0,418.155
AHMEDNAGAR,2020-08-01,391.0,396.06
AHMEDNAGAR,2020-09-01,417.0,406.515
AHMEDNAGAR,2020-10-01,343.0,422.085
AHMEDNAGAR,2020-11-01,468.0,413.79
AHMEDNAGAR,2020-12-01,305.0,433.95
AHMEDNAGAR,2021-01-01,372.0,362.795
AHMEDNAGAR,2021-02-01,301.0,415.065
AHMEDNAGAR,2021-03-01,316.0,407.975
AKOLA,2020-07-01,407.0,417.67
AKOLA,2020-08-01,306.0,425.895
AKOLA,2020-09-01,504.0,451.4
AKOLA,2020-10-01,493.0,444.93
AKOLA,2020-11-01,514.0,470.91
AKOLA,2020-12-01,450.0,450.85
AKOLA,2021-01-01,481.0,452.72
AKOLA,2021-02-01,416.0,480.025
AKOLA,2021-03-01,363.0,471.385
AMRAVATI,2020-07-01,470,371.54
AMRAVATI,2020-08-01,482,414.225
AMRAVATI,2020-09-01,586,451.19
AMRAVATI,2020-10-01,819,439.915
AMRAVATI,2020-11-01,609,419.21500000000003
AMRAVATI,2020-12-01,634,395.08
AMRAVATI,2021-01-01,472,256.84499999999997
AMRAVATI,2021-02-01,753,225.86499999999998
AMRAVATI,2021-03-01,457,177.76999999999998
AURANGABAD,2020-07-01,378,401.01
AURANGABAD,2020-08-01,729,374.335
AURANGABAD,2020-09-01,857,353.325
AURANGABAD,2020-10-01,889,150.06
AURANGABAD,2020-11-01,837,126.29000000000002
AURANGABAD,2020-12-01,522,79.72000000000003
AURANGABAD,2021-01-01,685,60.025000000000034
AURANGABAD,2021-02-01,477,-4.444999999999936
AURANGABAD,2021-03-01,489,-47.059999999999945
BEED,2020-07-01,465.0,512.21
BEED,2020-08-01,554.0,513.97
BEED,2020-09-01,485.0,541.945
BEED,2020-10-01,495.0,512.44
BEED,2020-11-01,472.0,520.93
BEED,2020-12-01,561.0,527.125
BEED,2021-01-01,439.0,539.58
BEED,2021-02-01,414.0,526.235
BEED,2021-03-01,439.0,535.16
BHANDARA,2020-07-01,267.0,265.655
BHANDARA,2020-08-01,323.0,294.04
BHANDARA,2020-09-01,344.0,288.395
BHANDARA,2020-10-01,397.0,298.975
BHANDARA,2020-11-01,285.0,423.82
BHANDARA,2020-12-01,316.0,311.39
BHANDARA,2021-01-01,194.0,281.215
BHANDARA,2021-02-01,173.0,251.61
BHANDARA,2021-03-01,225.0,258.515
BULDHANA,2020-07-01,186.0,191.2
BULDHANA,2020-08-01,211.0,212.865
BULDHANA,2020-09-01,266.0,204.535
BULDHANA,2020-10-01,280.0,252.895
BULDHANA,2020-11-01,328.0,262.27
BULDHANA,2020-12-01,268.0,268.375
BULDHANA,2021-01-01,168.0,217.665
BULDHANA,2021-02-01,139.0,232.905
BULDHANA,2021-03-01,195.0,193.14
CHANDRAPUR,2020-07-01,445,338.175
CHANDRAPUR,2020-08-01,502,357.245
CHANDRAPUR,2020-09-01,592,321.77
CHANDRAPUR,2020-10-01,628,355.605
CHANDRAPUR,2020-11-01,562,310.81
CHANDRAPUR,2020-12-01,467,323.06375
CHANDRAPUR,2021-01-01,385,320.22375
CHANDRAPUR,2021-02-01,422,328.14875
CHANDRAPUR,2021-03-01,385,372.99875
DHULE,2020-07-01,106.0,353.68
DHULE,2020-08-01,142.0,269.965
DHULE,2020-09-01,210.0,301.5
DHULE,2020-10-01,167.0,263.9
DHULE,2020-11-01,356.0,293.765
DHULE,2020-12-01,294.0,418.34
DHULE,2021-01-01,398.0,339.585
DHULE,2021-02-01,333.0,456.9
DHULE,2021-03-01,368.0,352.875
GADCHIROLI,2020-07-01,294,316.785
GADCHIROLI,2020-08-01,439,343.505
GADCHIROLI,2020-09-01,482,348.09
GADCHIROLI,2020-10-01,431,380.415
GADCHIROLI,2020-11-01,434,373.94
GADCHIROLI,2020-12-01,399,350.535
GADCHIROLI,2021-01-01,360,308.645
GADCHIROLI,2021-02-01,235,280.175
GADCHIROLI,2021-03-01,272,306.18
GONDIA,2020-07-01,335,360.975
GONDIA,2020-08-01,304,355.22
GONDIA,2020-09-01,282,413.765
GONDIA,2020-10-01,335,430.835
GONDIA,2020-11-01,425,457.15999999999997
GONDIA,2020-12-01,365,401.81999999999994
GONDIA,2021-01-01,314,503.125
GONDIA,2021-02-01,254,553.78
GONDIA,2021-03-01,336,557.285
HINGOLI,2020-07-01,138.0,159.635
HINGOLI,2020-08-01,86.0,173.885
HINGOLI,2020-09-01,165.0,135.635
HINGOLI,2020-10-01,164.0,133.52
HINGOLI,2020-11-01,125.0,163.67
HINGOLI,2020-12-01,79.0,142.33
HINGOLI,2021-01-01,296.0,147.625
HINGOLI,2021-02-01,102.0,259.735
HINGOLI,2021-03-01,126.0,146.55
JALGAON,2020-07-01,244.0,359.23
JALGAON,2020-08-01,292.0,293.72
JALGAON,2020-09-01,362.0,255.85
JALGAON,2020-10-01,415.0,304.605
JALGAON,2020-11-01,469.0,350.565
JALGAON,2020-12-01,593.0,367.955
JALGAON,2021-01-01,340.0,415.34
JALGAON,2021-02-01,239.0,399.79
JALGAON,2021-03-01,243.0,331.09
JALNA,2020-07-01,260.0,181.74
JALNA,2020-08-01,218.0,214.7
JALNA,2020-09-01,164.0,256.66
JALNA,2020-10-01,226.0,216.36
JALNA,2020-11-01,211.0,231.42
JALNA,2020-12-01,163.0,255.74
JALNA,2021-01-01,184.0,211.085
JALNA,2021-02-01,166.0,229.69
JALNA,2021-03-01,149.0,255.99
KOLHAPUR,2020-07-01,383.0,368.07
KOLHAPUR,2020-08-01,292.0,332.245
KOLHAPUR,2020-09-01,390.0,348.48
KOLHAPUR,2020-10-01,332.0,381.76
KOLHAPUR,2020-11-01,381.0,409.70083333333326
KOLHAPUR,2020-12-01,365.0,374.76
KOLHAPUR,2021-01-01,395.0,408.11
KOLHAPUR,2021-02-01,621.0,364.845
KOLHAPUR,2021-03-01,408.0,395.95
LATUR,2020-07-01,345.0,327.685
LATUR,2020-08-01,387.0,269.475
LATUR,2020-09-01,426.0,311.395
LATUR,2020-10-01,448.0,356.035
LATUR,2020-11-01,462.0,406.215
LATUR,2020-12-01,367.0,444.845
LATUR,2021-01-01,570.0,374.975
LATUR,2021-02-01,322.0,445.605
LATUR,2021-03-01,401.0,298.09
MUMBAI,2020-07-01,513,238.47000000000003
MUMBAI,2020-08-01,579,290.01500000000004
MUMBAI,2020-09-01,683,265.99000000000007
MUMBAI,2020-10-01,763,291.9700000000001
MUMBAI,2020-11-01,583,429.1250000000001
MUMBAI,2020-12-01,934,348.7200000000001
MUMBAI,2021-01-01,474,290.06500000000005
MUMBAI,2021-02-01,543,335.87500000000006
MUMBAI,2021-03-01,484,196.09500000000003
NAGPUR,2020-07-01,617.0,682.24
NAGPUR,2020-08-01,638.0,749.925
NAGPUR,2020-09-01,488.0,818.945
NAGPUR,2020-10-01,603.0,815.8
NAGPUR,2020-11-01,560.0,755.69
NAGPUR,2020-12-01,819.0,741.435
NAGPUR,2021-01-01,599.0,793.2
NAGPUR,2021-02-01,374.0,806.165
NAGPUR,2021-03-01,416.0,865.74
NANDED,2020-07-01,261.0,301.41
NANDED,2020-08-01,400.0,305.545
NANDED,2020-09-01,435.0,400.06
NANDED,2020-10-01,391.0,407.175
NANDED,2020-11-01,412.0,400.97
NANDED,2020-12-01,334.0,394.31
NANDED,2021-01-01,287.0,371.505
NANDED,2021-02-01,220.0,278.045
NANDED,2021-03-01,285.0,280.47
NANDURBAR,2020-07-01,480.0,340.345
NANDURBAR,2020-08-01,533.0,443.915
NANDURBAR,2020-09-01,497.0,498.86
NANDURBAR,2020-10-01,568.0,463.55
NANDURBAR,2020-11-01,511.0,471.64
NANDURBAR,2020-12-01,505.0,433.52
NANDURBAR,2021-01-01,342.0,416.21
NANDURBAR,2021-02-01,363.0,375.795
NANDURBAR,2021-03-01,354.0,363.665
NASHIK,2020-07-01,975.0,928.205
NASHIK,2020-08-01,1023.0,928.945
NASHIK,2020-09-01,1143.0,984.35
NASHIK,2020-10-01,1264.0,1035.83
NASHIK,2020-11-01,1037.0,1086.4
NASHIK,2020-12-01,976.0,1068.185
NASHIK,2021-01-01,882.0,880.48
NASHIK,2021-02-01,909.0,868.695
NASHIK,2021-03-01,1000.0,844.465
OSMANABAD,2020-07-01,177.0,176.6
OSMANABAD,2020-08-01,234.0,181.1
OSMANABAD,2020-09-01,190.0,181.3
OSMANABAD,2020-10-01,248.0,171.965
OSMANABAD,2020-11-01,189.0,189.35
OSMANABAD,2020-12-01,200.0,164.555
OSMANABAD,2021-01-01,138.0,171.45
OSMANABAD,2021-02-01,133.0,146.975
OSMANABAD,2021-03-01,169.0,160.81
PALGHAR,2020-07-01,784.0,773.565
PALGHAR,2020-08-01,785.0,725.225
PALGHAR,2020-09-01,795.0,739.815
PALGHAR,2020-10-01,1020.0,713.63
PALGHAR,2020-11-01,1006.0,833.74
PALGHAR,2020-12-01,948.0,910.33
PALGHAR,2021-01-01,784.0,888.785
PALGHAR,2021-02-01,589.0,869.365
PALGHAR,2021-03-01,678.0,728.76
PARBHANI,2020-07-01,257.0,137.655
PARBHANI,2020-08-01,232.0,198.64
PARBHANI,2020-09-01,291.0,196.51
PARBHANI,2020-10-01,315.0,244.98
PARBHANI,2020-11-01,205.0,288.99
PARBHANI,2020-12-01,179.0,194.07
PARBHANI,2021-01-01,287.0,192.175
PARBHANI,2021-02-01,196.0,236.455
PARBHANI,2021-03-01,212.0,174.975
PUNE,2020-07-01,1326.0,1495.26
PUNE,2020-08-01,1529.0,1500.83
PUNE,2020-09-01,1439.0,1600.97
PUNE,2020-10-01,1349.0,1643.36
PUNE,2020-11-01,1578.0,1541.0
PUNE,2020-12-01,1364.0,1631.745
PUNE,2021-01-01,1384.0,1605.425
PUNE,2021-02-01,1070.0,1523.385
PUNE,2021-03-01,1211.0,1536.045
RAIGAD,2020-07-01,420.0,352.41
RAIGAD,2020-08-01,459.0,329.095
RAIGAD,2020-09-01,475.0,344.85
RAIGAD,2020-10-01,491.0,392.78
RAIGAD,2020-11-01,465.0,396.515
RAIGAD,2020-12-01,444.0,377.15
