district,date,actual,forecast,lower_ci,upper_ci
AHMEDNAGAR,2020-06-01,378,367.62272044737335,207.2622839878324,527.9831569069142
AHMEDNAGAR,2020-07-01,354,406.7699009582385,224.59497777035244,588.9448241461246
AHMEDNAGAR,2020-08-01,391,427.87213635385143,239.83241906898493,615.911853638718
AHMEDNAGAR,2020-09-01,417,439.2472681738369,249.53739003389353,628.9571463137803
AHMEDNAGAR,2020-10-01,343,445.3790177963886,255.1865852085566,635.5714503842206
AHMEDNAGAR,2020-11-01,468,448.68432924496494,258.3519085372708,639.0167499526591
AHMEDNAGAR,2020-12-01,305,450.4660529689586,260.09297472970593,640.8391312082113
AHMEDNAGAR,2021-01-01,372,451.4264887638999,261.04159815290683,641.811379374893
AHMEDNAGAR,2021-02-01,301,451.94421039704787,261.55588756170596,642.3325332323898
AHMEDNAGAR,2021-03-01,316,452.22328755227386,261.83396741521756,642.6126076893302
AKOLA,2020-06-01,339,452.34210202105544,280.4549240721365,624.2292799699744
AKOLA,2020-07-01,407,452.34210202105544,280.4549240721365,624.2292799699744
AKOLA,2020-08-01,306,452.34210202105544,280.4549240721365,624.2292799699744
AKOLA,2020-09-01,504,452.34210202105544,280.4549240721365,624.2292799699744
AKOLA,2020-10-01,493,452.34210202105544,280.4549240721365,624.2292799699744
AKOLA,2020-11-01,514,452.34210202105544,280.4549240721365,624.2292799699744
AKOLA,2020-12-01,450,452.34210202105544,280.4549240721365,624.2292799699744
AKOLA,2021-01-01,481,452.34210202105544,280.4549240721365,624.2292799699744
AKOLA,2021-02-01,416,452.34210202105544,280.4549240721365,624.2292799699744
AKOLA,2021-03-01,363,452.34210202105544,280.4549240721365,624.2292799699744
AMRAVATI,2020-06-01,380,540.5204002191186,133.55696563236467,947.4838348058727
AMRAVATI,2020-07-01,470,575.2879298002217,153.64872191148692,996.9271376889565
AMRAVATI,2020-08-01,482,634.7048463075699,191.8078481071924,1077.6018445079476
AMRAVATI,2020-09-01,586,659.8337909553568,212.1383944547826,1107.529187455931
AMRAVATI,2020-10-01,819,682.073037445532,231.26089784644125,1132.8851770446227
AMRAVATI,2020-11-01,609,694.6249530492772,242.72644280225649,1146.523463296298
AMRAVATI,2020-12-01,634,703.8014786931559,251.35661220901397,1156.2463451772978
AMRAVATI,2021-01-01,472,709.5476580300403,256.8814032369344,1162.2139128231463
AMRAVATI,2021-02-01,753,713.4877607000609,260.7195463699645,1166.2559750301573
AMRAVATI,2021-03-01,457,716.0476403330338,263.2358808958259,1168.8593997702417
AURANGABAD,2020-06-01,426,528.0136353941648,303.9735317027331,752.0537390855965
