district,date,actual,forecast_mean,forecast_std
NANDED,2021-02-01,220.0,339.66828748551745,96.11891845447497
NANDED,2021-03-01,285.0,316.03954250041113,91.97170074130877
NANDURBAR,2020-07-01,480.0,407.13466538649465,107.37683151906793
NANDURBAR,2020-08-01,533.0,493.1154588580787,100.52695580745318
NANDURBAR,2020-09-01,497.0,534.4015936971208,104.38229767875251
NANDURBAR,2020-10-01,568.0,490.4095166060502,106.99215759358573
NANDURBAR,2020-11-01,511.0,519.340610062598,112.62361123353813
NANDURBAR,2020-12-01,505.0,473.39594197394666,112.4471721045619
NANDURBAR,2021-01-01,342.0,479.6153784992923,111.11389785054233
NANDURBAR,2021-02-01,363.0,357.9628294347001,108.29858062352011
NANDURBAR,2021-03-01,354.0,374.2239096154047,105.34196274979077
NASHIK,2020-07-01,975.0,914.6336045073353,207.94476047337395
NASHIK,2020-08-01,1023.0,1040.7847446324668,208.15174848660726
NASHIK,2020-09-01,1143.0,1051.2483877220589,217.54785265306865
NASHIK,2020-10-01,1264.0,1123.4758714183224,227.59937733784795
NASHIK,2020-11-01,1037.0,1133.1778555394067,247.9382971404019
NASHIK,2020-12-01,976.0,1029.8459974391908,244.70544873095207
NASHIK,2021-01-01,882.0,944.845835935628,246.67262248788631
NASHIK,2021-02-01,909.0,865.6723765317124,240.7367098211267
NASHIK,2021-03-01,1000.0,938.1311250380556,223.32777799968397
OSMANABAD,2020-07-01,177.0,172.80354881229596,43.565266799602696
OSMANABAD,2020-08-01,234.0,169.518476429183,43.99999836487813
OSMANABAD,2020-09-01,190.0,176.83922102813054,47.246737923346735
OSMANABAD,2020-10-01,248.0,172.72571498663578,45.60118683778757
OSMANABAD,2020-11-01,189.0,179.6708644616912,48.4332599573762
OSMANABAD,2020-12-01,200.0,169.58872406726758,48.7569073250813
OSMANABAD,2021-01-01,138.0,170.96967603407978,47.239897599966355
OSMANABAD,2021-02-01,133.0,160.3286336405669,45.802661813207585
OSMANABAD,2021-03-01,169.0,161.52501172195943,41.28117377352569
PALGHAR,2020-07-01,784.0,827.9425158254708,170.87667660353011
PALGHAR,2020-08-01,785.0,785.9041203656227,176.46029537282737
PALGHAR,2020-09-01,795.0,782.3087752385145,174.31199552958478
PALGHAR,2020-10-01,1020.0,784.025509937007,173.65012131053794
PALGHAR,2020-11-01,1006.0,836.6312302347574,185.1400192023079
PALGHAR,2020-12-01,948.0,901.7569458240614,193.69174783605933
PALGHAR,2021-01-01,784.0,898.8486576647674,198.31431907009684
PALGHAR,2021-02-01,589.0,811.6622173943925,198.65154618140673
PALGHAR,2021-03-01,678.0,721.2575091218848,185.43334454132054
PARBHANI,2020-07-01,257.0,158.15273901676554,51.592546892035365
PARBHANI,2020-08-01,232.0,244.75650688247347,56.68998334613651
PARBHANI,2020-09-01,291.0,208.9003321586166,56.62905938480852
PARBHANI,2020-10-01,315.0,276.9362164000642,61.42597177140847
PARBHANI,2020-11-01,205.0,256.3979603654126,63.02309495498727
PARBHANI,2020-12-01,179.0,195.96182820264448,60.47445841294695
PARBHANI,2021-01-01,287.0,188.71793872091362,60.03270945972925
PARBHANI,2021-02-01,196.0,238.14664811322243,63.68574898108806
PARBHANI,2021-03-01,212.0,177.09257795729215,58.14507683773095
PUNE,2020-07-01,1326.0,1512.1579939780686,327.89726798792407
PUNE,2020-08-01,1529.0,1522.156905533977,315.50791720387423
PUNE,2020-09-01,1439.0,1612.549578673328,333.22139830465954
PUNE,2020-10-01,1349.0,1621.9285252535528,329.71328435896123
PUNE,2020-11-01,1578.0,1550.2852997695518,328.8870703773414
PUNE,2020-12-01,1364.0,1623.7777764122304,345.0588251190227
PUNE,2021-01-01,1384.0,1589.136359421934,333.3745374609843
PUNE,2021-02-01,1070.0,1545.5755607150506,331.2588233362669
PUNE,2021-03-01,1211.0,1406.935371024201,320.6318448673211
RAIGAD,2020-07-01,420.0,391.191796337756,106.31965904732955
RAIGAD,2020-08-01,459.0,361.8713159273684,110.41480314741038
RAIGAD,2020-09-01,475.0,382.247343062313,117.50447847200866
RAIGAD,2020-10-01,491.0,390.14681521124567,116.33625704114613
RAIGAD,2020-11-01,465.0,388.1026310943281,118.70428181400585
RAIGAD,2020-12-01,444.0,378.8901663965823,120.42091263103876
RAIGAD,2021-01-01,377.0,368.3491732502653,119.89934404945367
RAIGAD,2021-02-01,298.0,353.5188152176882,115.92564339257065
RAIGAD,2021-03-01,261.0,331.4619019484202,108.10564404378863
RATNAGIRI,2020-07-01,203,393.9360017786414,53.786175417969666
RATNAGIRI,2020-08-01,179,320.5357332680826,63.627669757740065
RATNAGIRI,2020-09-01,255,421.9051499745675,65.00144283119079
RATNAGIRI,2020-10-01,253,478.1532924342873,63.97299129854989
RATNAGIRI,2020-11-01,257,404.98710484456154,56.30483386284042
RATNAGIRI,2020-12-01,209,405.60294128084075,42.30952955326838
RATNAGIRI,2021-01-01,184,430.7000299938132,43.00035164430314
RATNAGIRI,2021-02-01,197,458.49806888328516,40.934285951411276
RATNAGIRI,2021-03-01,151,475.735323075959,40.91160976131918
SANGLI,2020-07-01,547.0,421.635564928878,107.94656692504549
SANGLI,2020-08-01,406.0,461.2393853728204,111.29716706344696
SANGLI,2020-09-01,461.0,465.32640826779397,110.66667194410202
SANGLI,2020-10-01,373.0,454.79626230460826,112.3178129406273
SANGLI,2020-11-01,410.0,435.84586828072884,110.09969093324982
SANGLI,2020-12-01,432.0,429.9646742829384,106.92941092505012
SANGLI,2021-01-01,300.0,432.6946252355357,107.64516029489562
SANGLI,2021-02-01,294.0,416.40641009637017,104.3154570680365
SANGLI,2021-03-01,339.0,391.5282414665312,103.47013736651911
SATARA,2020-07-01,347.0,437.68910986449885,107.46143011822058
SATARA,2020-08-01,349.0,435.5120179395719,103.41112538932198
SATARA,2020-09-01,446.0,437.16929331723776,97.7155263791814
SATARA,2020-10-01,494.0,459.15429797575587,100.92643947503615
SATARA,2020-11-01,518.0,462.2022602416162,107.5256697534831
SATARA,2020-12-01,814.0,468.384198172416,114.75670721431969
SATARA,2021-01-01,577.0,529.0221005184342,141.42931395041333
SATARA,2021-02-01,423.0,454.643932751814,144.67152700649615
SATARA,2021-03-01,401.0,453.5688668010182,140.86600418125718
SINDHUDURG,2020-07-01,121.0,119.12738980422321,17.731620001838895
SINDHUDURG,2020-08-01,97.0,119.11025602558045,17.70294129272903
SINDHUDURG,2020-09-01,141.0,119.0948363535301,17.680758356621837
SINDHUDURG,2020-10-01,144.0,119.10240923289459,17.714723240002446
SINDHUDURG,2020-11-01,117.0,119.18366343145678,17.75449841631859
SINDHUDURG,2020-12-01,117.0,119.10898884971435,17.749191262240842
SINDHUDURG,2021-01-01,86.0,119.10733053361974,17.772587337471627
SINDHUDURG,2021-02-01,90.0,119.09982438887646,17.704412434059098
SINDHUDURG,2021-03-01,89.0,119.04247679512747,17.635137106912442
SOLAPUR,2020-07-01,410.0,450.9102501118583,134.43030416021514
SOLAPUR,2020-08-01,405.0,486.88571564643314,125.14175966294452
SOLAPUR,2020-09-01,654.0,488.91993392286474,126.11669446592282
SOLAPUR,2020-10-01,535.0,589.3682996793287,138.39256606043193
SOLAPUR,2020-11-01,622.0,544.0841322049832,141.0101042298834
SOLAPUR,2020-12-01,481.0,579.9400304190126,146.02144059110253
SOLAPUR,2021-01-01,416.0,517.7311445742773,144.25164766736347
SOLAPUR,2021-02-01,453.0,492.03822191719263,138.06947759944043
SOLAPUR,2021-03-01,595.0,502.56118848674146,136.85187388588392
THANE,2020-07-01,708,730.7603977897428,181.60734072159494
THANE,2020-08-01,893,712.6152784611695,181.6074787882916
THANE,2020-09-01,916,694.1767181629609,181.61420288956504
THANE,2020-10-01,1156,675.7822035820697,181.61439081081676
THANE,2020-11-01,848,657.476754623815,181.62500243267485
THANE,2020-12-01,1031,639.2663264762931,181.6584501042737
THANE,2021-01-01,949,621.2007376482737,181.65812920551738
THANE,2021-02-01,620,602.7076122801234,181.66036265612723
THANE,2021-03-01,686,584.7833596570729,181.6784566231078
WARDHA,2020-07-01,179.0,214.2521705197476,52.09371089766011
WARDHA,2020-08-01,192.0,212.08323592943938,52.974160416891564
WARDHA,2020-09-01,251.0,216.39428460771558,53.45064286720753
WARDHA,2020-10-01,241.0,235.94096131884868,57.193187811109674
WARDHA,2020-11-01,231.0,234.57678867983128,58.54375678426811
WARDHA,2020-12-01,310.0,223.88100506323664,59.75853976817041
WARDHA,2021-01-01,166.0,243.5481624303382,66.69085941890282
WARDHA,2021-02-01,150.0,202.91148793849857,62.11837840728015
WARDHA,2021-03-01,125.0,184.0807107677772,59.385306602892
WASHIM,2020-07-01,154.0,117.90534405290217,44.07292227927363
WASHIM,2020-08-01,127.0,140.65927427177735,45.71882446427423
WASHIM,2020-09-01,120.0,125.69661933246036,45.84466086700563
WASHIM,2020-10-01,113.0,128.25307413987855,45.642518737153665
WASHIM,2020-11-01,154.0,116.79689473008557,45.87043719577604
WASHIM,2020-12-01,123.0,137.06970506572065,46.21945500174439
WASHIM,2021-01-01,105.0,124.99512740630047,45.720680027673204
WASHIM,2021-02-01,100.0,120.87491659872327,45.34823020658345
WASHIM,2021-03-01,99.0,110.32068341895102,45.31818392021143
YAVATMAL,2020-07-01,148.0,166.0998786679237,64.57244455158391
YAVATMAL,2020-08-01,201.0,165.8306842326351,61.50266928810878
YAVATMAL,2020-09-01,225.0,196.48899492240082,63.28748650666287
YAVATMAL,2020-10-01,182.0,212.7983400896651,64.7640275596524
YAVATMAL,2020-11-01,174.0,192.64074461186135,64.9041781458848
YAVATMAL,2020-12-01,163.0,187.01575779224243,65.2630809964206
YAVATMAL,2021-01-01,146.0,178.1144300523485,64.84624144555052
YAVATMAL,2021-02-01,140.0,167.45646972779267,63.17860845082343
YAVATMAL,2021-03-01,161.0,162.5375295637439,62.59093787508002
MUMBAI SUBURBAN,2021-02-01,607.0,692.3226860354737,558.7234564733958
MUMBAI SUBURBAN,2021-03-01,618.0,776.5747616280742,498.3822013747019
