district,rmse,r_squared,best_params,differencing
AHMEDNAGAR,1066.2935427924758,0.813755213915637,"{'max_depth': 5, 'n_estimators': 100}",1
AKOLA,226.19249428060616,0.7947573482324836,"{'max_depth': 5, 'n_estimators': 200}",1
AMRAVATI,367.5655902444027,0.881229327501936,"{'max_depth': 5, 'n_estimators': 100}",0
AURANGABAD,1373.6591261329477,0.8238550893621486,"{'max_depth': None, 'n_estimators': 200}",1
BEED,522.7302363206944,0.859456984538788,"{'max_depth': None, 'n_estimators': 200}",1
BHANDARA,163.72822499835243,0.8105030799646475,"{'max_depth': None, 'n_estimators': 200}",1
BULDHANA,284.20157517608476,0.806495587851439,"{'max_depth': 5, 'n_estimators': 100}",1
CHANDRAPUR,820.095660202578,0.7537555529818858,"{'max_depth': 5, 'n_estimators': 200}",1
DHULE,1049.7124759194412,0.8480485727006167,"{'max_depth': 5, 'n_estimators': 200}",1
GADCHIROLI,594.4315989549373,0.8421970314497157,"{'max_depth': 10, 'n_estimators': 200}",1
GONDIA,79.30030564807237,0.8512904690427276,"{'max_depth': 5, 'n_estimators': 100}",0
HINGOLI,288.17071547184594,0.842662199884213,"{'max_depth': None, 'n_estimators': 100}",1
JALGAON,1212.0861594673079,0.8215973690713515,"{'max_depth': 5, 'n_estimators': 100}",1
JALNA,200.80549358908374,0.9076462772750671,"{'max_depth': None, 'n_estimators': 100}",0
KOLHAPUR,666.6704728891345,0.8070391954590412,"{'max_depth': None, 'n_estimators': 100}",1
LATUR,608.5591164423143,0.7793476333184772,"{'max_depth': 5, 'n_estimators': 100}",1
MUMBAI,462.2973973160761,0.7566029793451238,"{'max_depth': 5, 'n_estimators': 100}",1
NAGPUR,1833.9541825371912,0.8644403058536538,"{'max_depth': 5, 'n_estimators': 200}",1
NANDED,330.30283407809725,0.9293518087620932,"{'max_depth': 5, 'n_estimators': 200}",0
NANDURBAR,1352.8066309158253,0.7911079515558352,"{'max_depth': 5, 'n_estimators': 100}",1
NASHIK,710.6263160370888,0.8275534828798354,"{'max_depth': None, 'n_estimators': 200}",1
OSMANABAD,426.86928058659385,0.8017603218100626,"{'max_depth': 5, 'n_estimators': 100}",1
PALGHAR,392.63043358659166,0.796127154343209,"{'max_depth': 10, 'n_estimators': 100}",1
PARBHANI,363.8256393963309,0.7796238381437033,"{'max_depth': 5, 'n_estimators': 200}",1
PUNE,812.657517192821,0.8973183705768916,"{'max_depth': None, 'n_estimators': 200}",0
RAIGAD,1109.1441910561741,0.872368051483607,"{'max_depth': 10, 'n_estimators': 100}",1
RATNAGIRI,236.07634862005506,0.8406471875109369,"{'max_depth': None, 'n_estimators': 100}",1
SANGLI,468.7517875047399,0.8306948888025661,"{'max_depth': None, 'n_estimators': 200}",1
SATARA,2067.6062050645355,0.7632477297144695,"{'max_depth': 5, 'n_estimators': 100}",1
SINDHUDURG,69.996671428363,0.8279248210762518,"{'max_depth': 5, 'n_estimators': 200}",1
SOLAPUR,659.0120233855122,0.8807958170766466,"{'max_depth': None, 'n_estimators': 100}",1
THANE,1466.3335031068516,0.7992475360326541,"{'max_depth': 5, 'n_estimators': 100}",1
WARDHA,122.48108446046854,0.8258205898860298,"{'max_depth': 5, 'n_estimators': 100}",0
WASHIM,179.19867751224066,0.8226973602574792,"{'max_depth': 10, 'n_estimators': 200}",1
YAVATMAL,318.32074649364796,0.8146287668654653,"{'max_depth': 5, 'n_estimators': 100}",0
MUMBAI SUBURBAN,1715.139966664529,0.7826111471175177,"{'max_depth': None, 'n_estimators': 200}",1
