district,date,actual,forecast,residual
JALNA,2020-11-01,211.0,230.4062910525318,-19.4062910525318
JALNA,2020-12-01,163.0,227.19063671351796,-64.19063671351796
JALNA,2021-01-01,184.0,226.96016491608927,-42.96016491608927
JALNA,2021-02-01,166.0,226.21185430474702,-60.21185430474702
JALNA,2021-03-01,149.0,221.87430977337274,-72.87430977337274
KOLHAPUR,2020-07-01,383.0,378.7963504439023,4.203649556097673
KOLHAPUR,2020-08-01,292.0,376.35280102902686,-84.35280102902686
KOLHAPUR,2020-09-01,390.0,360.23153610226876,29.768463897731237
KOLHAPUR,2020-10-01,332.0,370.31743843467245,-38.317438434672454
KOLHAPUR,2020-11-01,381.0,377.45983360427454,3.540166395725464
KOLHAPUR,2020-12-01,365.0,371.1657142049224,-6.165714204922381
KOLHAPUR,2021-01-01,395.0,379.12598784175566,15.87401215824434
KOLHAPUR,2021-02-01,621.0,378.39687818689174,242.60312181310826
KOLHAPUR,2021-03-01,408.0,433.201469734298,-25.201469734297973
LATUR,2020-07-01,345.0,302.22764584730584,42.77235415269416
LATUR,2020-08-01,387.0,300.1285807702688,86.8714192297312
LATUR,2020-09-01,426.0,309.6659373109708,116.33406268902922
LATUR,2020-10-01,448.0,316.78421613347706,131.21578386652294
LATUR,2020-11-01,462.0,324.39594848252835,137.60405151747165
LATUR,2020-12-01,367.0,329.9873500353339,37.01264996466608
LATUR,2021-01-01,570.0,310.67537981695074,259.32462018304926
LATUR,2021-02-01,322.0,355.3976849137283,-33.39768491372831
LATUR,2021-03-01,401.0,296.3690743793694,104.63092562063059
MUMBAI,2020-07-01,513,958.9371480996574,-445.9371480996574
MUMBAI,2020-08-01,579,881.9355260107371,-302.93552601073714
MUMBAI,2020-09-01,683,816.2916013629983,-133.29160136299834
MUMBAI,2020-10-01,763,811.5214306238269,-48.52143062382686
MUMBAI,2020-11-01,583,718.377909885925,-135.37790988592496
MUMBAI,2020-12-01,934,610.2038279592352,323.79617204076476
MUMBAI,2021-01-01,474,563.2334711485462,-89.23347114854619
MUMBAI,2021-02-01,543,512.9929660846461,30.007033915353873
MUMBAI,2021-03-01,484,404.5402647758485,79.45973522415147
NAGPUR,2020-07-01,617.0,714.9522149002526,-97.95221490025256
NAGPUR,2020-08-01,638.0,731.9391061558829,-93.93910615588288
NAGPUR,2020-09-01,488.0,720.3487510819036,-232.34875108190363
NAGPUR,2020-10-01,603.0,633.0038213675857,-30.003821367585715
NAGPUR,2020-11-01,560.0,660.5973108314856,-100.59731083148563
NAGPUR,2020-12-01,819.0,708.2247550625689,110.77524493743113
NAGPUR,2021-01-01,599.0,817.9256664070026,-218.9256664070026
NAGPUR,2021-02-01,374.0,759.5104012445051,-385.51040124450515
NAGPUR,2021-03-01,416.0,492.6278574691596,-76.62785746915961
NANDED,2020-07-01,261.0,327.24170025118576,-66.24170025118576
NANDED,2020-08-01,400.0,303.65410890215355,96.34589109784645
NANDED,2020-09-01,435.0,398.6006133857103,36.39938661428971
NANDED,2020-10-01,391.0,428.2894446595868,-37.28944465958682
NANDED,2020-11-01,412.0,382.9690890195733,29.03091098042671
NANDED,2020-12-01,334.0,392.42653528019287,-58.426535280192866
NANDED,2021-01-01,287.0,344.58089952999035,-57.58089952999035
NANDED,2021-02-01,220.0,308.48489697704474,-88.48489697704474
NANDED,2021-03-01,285.0,270.6969905161054,14.303009483894584
NANDURBAR,2020-07-01,480.0,448.8911302192471,31.10886978075291
NANDURBAR,2020-08-01,533.0,489.1291404996378,43.8708595003622
NANDURBAR,2020-09-01,497.0,512.7044730495418,-15.704473049541775
NANDURBAR,2020-10-01,568.0,483.24798446288787,84.75201553711213
NANDURBAR,2020-11-01,511.0,521.4552301112922,-10.455230111292167
NANDURBAR,2020-12-01,505.0,492.7452979449338,12.254702055066218
NANDURBAR,2021-01-01,342.0,472.00150231638366,-130.00150231638366
NANDURBAR,2021-02-01,363.0,366.5391489333701,-3.539148933370086
NANDURBAR,2021-03-01,354.0,370.3827636674705,-16.3827636674705
NASHIK,2020-07-01,975.0,917.133181580736,57.86681841926395
NASHIK,2020-08-01,1023.0,992.9574875508891,30.04251244911086
NASHIK,2020-09-01,1143.0,1049.0581958510493,93.94180414895072
NASHIK,2020-10-01,1264.0,1085.5305599602234,178.4694400397766
NASHIK,2020-11-01,1037.0,1155.5299325574003,-118.52993255740034
NASHIK,2020-12-01,976.0,1011.4163473789322,-35.41634737893219
NASHIK,2021-01-01,882.0,930.9020035219412,-48.9020035219412
NASHIK,2021-02-01,909.0,918.995164536106,-9.995164536106017
NASHIK,2021-03-01,1000.0,938.7481269302239,61.25187306977614
OSMANABAD,2020-07-01,177.0,167.13942921245737,9.860570787542628
OSMANABAD,2020-08-01,234.0,163.92852084912906,70.07147915087094
OSMANABAD,2020-09-01,190.0,185.26493741000016,4.735062589999842
OSMANABAD,2020-10-01,248.0,168.3960270061422,79.60397299385781
OSMANABAD,2020-11-01,189.0,186.12045750338683,2.879542496613169
OSMANABAD,2020-12-01,200.0,166.6238928192541,33.37610718074589
OSMANABAD,2021-01-01,138.0,169.48817724671773,-31.488177246717726
OSMANABAD,2021-02-01,133.0,152.10688866421498,-19.106888664214978
OSMANABAD,2021-03-01,169.0,152.68581360480366,16.314186395196344
PALGHAR,2020-07-01,784.0,822.1908211892144,-38.190821189214375
PALGHAR,2020-08-01,785.0,807.0264344632307,-22.026434463230657
PALGHAR,2020-09-01,795.0,794.8688183068804,0.13118169311962902
PALGHAR,2020-10-01,1020.0,797.8526433454625,222.14735665453748
PALGHAR,2020-11-01,1006.0,899.6643471114035,106.33565288859654
PALGHAR,2020-12-01,948.0,1008.150041297387,-60.15004129738702
PALGHAR,2021-01-01,784.0,993.2001002292814,-209.20010022928136
PALGHAR,2021-02-01,589.0,892.3492047391653,-303.3492047391653
PALGHAR,2021-03-01,678.0,721.2578426040429,-43.257842604042935
PARBHANI,2020-07-01,257.0,151.94654118143114,105.05345881856886
PARBHANI,2020-08-01,232.0,261.47359857912625,-29.473598579126246
PARBHANI,2020-09-01,291.0,219.96317769213164,71.03682230786836
PARBHANI,2020-10-01,315.0,274.8894865601183,40.110513439881686
PARBHANI,2020-11-01,205.0,288.4675013122563,-83.46750131225627
PARBHANI,2020-12-01,179.0,181.0680994752837,-2.0680994752837023
PARBHANI,2021-01-01,287.0,173.79375493770038,113.20624506229962
PARBHANI,2021-02-01,196.0,281.2435275381322,-85.24352753813218
PARBHANI,2021-03-01,212.0,180.676527880952,31.323472119048006
PUNE,2020-07-01,1326.0,1557.1458186834918,-231.14581868349183
PUNE,2020-08-01,1529.0,1535.1640249587117,-6.164024958711707
PUNE,2020-09-01,1439.0,1648.8706627244896,-209.87066272448965
PUNE,2020-10-01,1349.0,1633.8707459612688,-284.87074596126877
PUNE,2020-11-01,1578.0,1554.855462716397,23.144537283603086
PUNE,2020-12-01,1364.0,1658.3304713408459,-294.33047134084586
PUNE,2021-01-01,1384.0,1603.7753455139184,-219.7753455139184
PUNE,2021-02-01,1070.0,1554.0601384241465,-484.06013842414654
PUNE,2021-03-01,1211.0,1433.3314415421287,-222.3314415421287
RAIGAD,2020-07-01,420.0,412.40951550090114,7.590484499098864
RAIGAD,2020-08-01,459.0,375.3459723249076,83.65402767509238
RAIGAD,2020-09-01,475.0,406.3296644936179,68.67033550638212
RAIGAD,2020-10-01,491.0,418.73016004178965,72.26983995821035
RAIGAD,2020-11-01,465.0,418.7939037675518,46.2060962324482
RAIGAD,2020-12-01,444.0,403.62230607264325,40.377693927356745
RAIGAD,2021-01-01,377.0,387.29344935516446,-10.293449355164455
RAIGAD,2021-02-01,298.0,358.6653535515612,-60.665353551561225
RAIGAD,2021-03-01,261.0,319.0007656262422,-58.000765626242185
RATNAGIRI,2020-07-01,203,364.3347504563056,-161.33475045630558
RATNAGIRI,2020-08-01,179,337.40076354584437,-158.40076354584437
RATNAGIRI,2020-09-01,255,396.7568922584036,-141.75689225840358
RATNAGIRI,2020-10-01,253,441.80807410584674,-188.80807410584674
RATNAGIRI,2020-11-01,257,417.42172276350726,-160.42172276350726
RATNAGIRI,2020-12-01,209,401.7155768163277,-192.7155768163277
RATNAGIRI,2021-01-01,184,418.4314010109074,-234.4314010109074
RATNAGIRI,2021-02-01,197,450.47004770530043,-253.47004770530043
RATNAGIRI,2021-03-01,151,473.68528745228446,-322.68528745228446
SANGLI,2020-07-01,547.0,417.15186253124614,129.84813746875386
SANGLI,2020-08-01,406.0,467.0251918263979,-61.02519182639787
SANGLI,2020-09-01,461.0,455.5075862007278,5.492413799272185
SANGLI,2020-10-01,373.0,454.9943860225768,-81.9943860225768
SANGLI,2020-11-01,410.0,415.7650569352014,-5.7650569352014145
SANGLI,2020-12-01,432.0,418.33421484315954,13.665785156840457
SANGLI,2021-01-01,300.0,421.02993223151,-121.02993223150997
SANGLI,2021-02-01,294.0,385.1089334753866,-91.1089334753866
SANGLI,2021-03-01,339.0,359.06721884630656,-20.06721884630656
SATARA,2020-07-01,347.0,416.1723339235571,-69.17233392355712
SATARA,2020-08-01,349.0,415.0087320635339,-66.0087320635339
SATARA,2020-09-01,446.0,412.2241138258454,33.77588617415461
SATARA,2020-10-01,494.0,461.63684114881386,32.36315885118614
SATARA,2020-11-01,518.0,462.4434501133434,55.556549886656626
SATARA,2020-12-01,814.0,474.2276884765513,339.7723115234487
SATARA,2021-01-01,577.0,627.2303644367572,-50.23036443675721
SATARA,2021-02-01,423.0,433.0732621238171,-10.073262123817074
SATARA,2021-03-01,401.0,447.35118093626284,-46.351180936262836
SINDHUDURG,2020-07-01,121.0,119.85893758326151,1.1410624167384924
SINDHUDURG,2020-08-01,97.0,120.13558128842679,-23.135581288426792
SINDHUDURG,2020-09-01,141.0,118.30570751342145,22.694292486578547
SINDHUDURG,2020-10-01,144.0,118.98583485066767,25.014165149332328
SINDHUDURG,2020-11-01,117.0,129.3050582642354,-12.305058264235413
SINDHUDURG,2020-12-01,117.0,120.53328329744735,-3.5332832974473547
SINDHUDURG,2021-01-01,86.0,116.05185113203487,-30.05185113203487
SINDHUDURG,2021-02-01,90.0,116.31642108163774,-26.316421081637742
SINDHUDURG,2021-03-01,89.0,112.10702361888539,-23.107023618885393
SOLAPUR,2020-07-01,410.0,332.2999011219368,77.70009887806322
SOLAPUR,2020-08-01,405.0,397.6894015687775,7.310598431222502
SOLAPUR,2020-09-01,654.0,393.49067639384583,260.50932360615417
SOLAPUR,2020-10-01,535.0,635.1805931488673,-100.18059314886727
SOLAPUR,2020-11-01,622.0,515.833043407895,106.16695659210495
SOLAPUR,2020-12-01,481.0,608.6102745157111,-127.61027451571113
SOLAPUR,2021-01-01,416.0,468.0244580935339,-52.024458093533894
SOLAPUR,2021-02-01,453.0,410.5071212213329,42.49287877866709
SOLAPUR,2021-03-01,595.0,443.4820431722137,151.5179568277863
THANE,2020-07-01,708,775.8361348557924,-67.83613485579235
THANE,2020-08-01,893,779.0966204489564,113.9033795510436
THANE,2020-09-01,916,725.3915705348829,190.60842946511707
THANE,2020-10-01,1156,694.0058650299902,461.9941349700098
THANE,2020-11-01,848,614.6182507548606,233.38174924513942
THANE,2020-12-01,1031,657.3319482895425,373.66805171045746
THANE,2021-01-01,949,609.3449872511119,339.6550127488881
THANE,2021-02-01,620,609.8052310325901,10.194768967409914
THANE,2021-03-01,686,672.1809911902019,13.819008809798106
WARDHA,2020-07-01,179.0,202.81065531146504,-23.81065531146504
WARDHA,2020-08-01,192.0,203.4152874108815,-11.41528741088149
WARDHA,2020-09-01,251.0,209.11996853160113,41.88003146839887
WARDHA,2020-10-01,241.0,239.53577999838,1.4642200016199922
WARDHA,2020-11-01,231.0,236.32553192313435,-5.325531923134349
WARDHA,2020-12-01,310.0,217.8062792803186,92.19372071968141
WARDHA,2021-01-01,166.0,258.29402676818825,-92.29402676818825
WARDHA,2021-02-01,150.0,195.31175088451403,-45.311750884514026
WARDHA,2021-03-01,125.0,159.1330451187066,-34.133045118706605
WASHIM,2020-07-01,154.0,109.64527485196055,44.35472514803945
WASHIM,2020-08-01,127.0,133.9764339258314,-6.976433925831401
WASHIM,2020-09-01,120.0,118.51789328600923,1.482106713990774
WASHIM,2020-10-01,113.0,123.03429586377865,-10.034295863778652
WASHIM,2020-11-01,154.0,116.35896624026,37.64103375974
WASHIM,2020-12-01,123.0,133.2257367242936,-10.225736724293597
WASHIM,2021-01-01,105.0,117.65416363516957,-12.654163635169567
WASHIM,2021-02-01,100.0,116.69110239278027,-16.691102392780266
WASHIM,2021-03-01,99.0,110.63031577055546,-11.630315770555455
YAVATMAL,2020-07-01,148.0,153.0087775642466,-5.0087775642466
YAVATMAL,2020-08-01,201.0,153.63099296410473,47.369007035895265
YAVATMAL,2020-09-01,225.0,189.3920793064001,35.60792069359991
YAVATMAL,2020-10-01,182.0,206.93082373722498,-24.930823737224983
YAVATMAL,2020-11-01,174.0,186.67125854112234,-12.671258541122342
YAVATMAL,2020-12-01,163.0,182.1502950851008,-19.150295085100794
YAVATMAL,2021-01-01,146.0,169.80452277581256,-23.804522775812558
YAVATMAL,2021-02-01,140.0,157.46741021482256,-17.467410214822564
YAVATMAL,2021-03-01,161.0,151.5255332291295,9.474466770870492
MUMBAI SUBURBAN,2021-02-01,607.0,661.3149641454896,-54.314964145489625
MUMBAI SUBURBAN,2021-03-01,618.0,777.3632588245137,-159.36325882451365
