district,date,actual,forecast,lower_ci,upper_ci
AHMEDNAGAR,2020-06-01,378.0,303.075615972419,163.6221169632138,442.52911498162416
AHMEDNAGAR,2020-07-01,354.0,342.9586083244513,151.58723218068272,534.3299844682199
AHMEDNAGAR,2020-08-01,391.0,429.63654680290006,202.0568771384951,657.216216467305
AHMEDNAGAR,2020-09-01,417.0,350.42723023809117,95.10366302320392,605.7507974529784
AHMEDNAGAR,2020-10-01,343.0,341.92780264962164,64.39794186380203,619.4576634354412
AHMEDNAGAR,2020-11-01,468.0,396.650039955612,100.89102252257607,692.4090573886479
AHMEDNAGAR,2020-12-01,305.0,368.11953327613594,57.148019173053854,679.091047379218
AHMEDNAGAR,2021-01-01,372.0,349.90803056292884,26.094711871467666,673.72134925439
AHMEDNAGAR,2021-02-01,301.0,281.2826512474012,-53.4630333595893,616.0283358543917
AHMEDNAGAR,2021-03-01,316.0,289.45952106758864,-54.6528530746545,633.5718952098318
AKOLA,2020-06-01,339.0,0.0,-903.0705120915078,903.0705120915078
AKOLA,2020-07-01,407.0,0.0,-903.0705120915078,903.0705120915078
AKOLA,2020-08-01,306.0,0.0,-903.0705120915078,903.0705120915078
AKOLA,2020-09-01,504.0,0.0,-903.0705120915078,903.0705120915078
AKOLA,2020-10-01,493.0,0.0,-903.0705120915078,903.0705120915078
AKOLA,2020-11-01,514.0,0.0,-903.0705120915078,903.0705120915078
AKOLA,2020-12-01,450.0,0.0,-903.0705120915078,903.0705120915078
AKOLA,2021-01-01,481.0,0.0,-903.0705120915078,903.0705120915078
AKOLA,2021-02-01,416.0,0.0,-903.0705120915078,903.0705120915078
AKOLA,2021-03-01,363.0,0.0,-903.0705120915078,903.0705120915078
AMRAVATI,2020-06-01,380.0,391.1205468145114,24.86050193994015,757.3805916890826
AMRAVATI,2020-07-01,470.0,393.3722067598512,-2.8770125058591134,789.6214260255615
AMRAVATI,2020-08-01,482.0,570.6123162940153,105.75141532772017,1035.4732172603103
AMRAVATI,2020-09-01,586.0,624.4429279920669,127.75600519203903,1121.1298507920947
AMRAVATI,2020-10-01,819.0,620.4221443296126,87.8794318473872,1152.964856811838
AMRAVATI,2020-11-01,609.0,495.55206027334964,-62.14114671781908,1053.2452672645184
AMRAVATI,2020-12-01,634.0,521.7978623704912,-59.258662535585245,1102.8543872765676
AMRAVATI,2021-01-01,472.0,446.90657357052913,-152.95236771394224,1046.7655148550004
AMRAVATI,2021-02-01,753.0,378.3924575970951,-238.03683909833848,994.8217542925286
AMRAVATI,2021-03-01,457.0,339.794623966784,-290.6309754230575,970.2202233566255
AURANGABAD,2020-06-01,426.0,465.5275783399816,226.04773263807616,705.007424041887
AURANGABAD,2020-07-01,378.0,456.244055147553,120.92832946619438,791.5597808289117
AURANGABAD,2020-08-01,729.0,447.1456634207439,40.516179824801384,853.7751470166864
AURANGABAD,2020-09-01,857.0,438.2287112789124,-26.711271477538446,903.1686940353632
AURANGABAD,2020-10-01,889.0,429.4895804646801,-85.27646771262152,944.2556286419817
AURANGABAD,2020-11-01,837.0,420.92472487574145,-137.52980898005745,979.3792587315404
AURANGABAD,2020-12-01,522.0,412.5306691259514,-184.88664220880509,1009.9479804607079
AURANGABAD,2021-01-01,685.0,404.3040071351081,-228.2820516585516,1036.8900659287679
AURANGABAD,2021-02-01,477.0,396.24140074685795,-268.3748181119488,1060.8576196056647
AURANGABAD,2021-03-01,489.0,388.339578374162,-305.65154497850074,1082.3307017268248
BEED,2020-06-01,546.0,363.63501467480813,29.050149590973945,698.2198797586423
BEED,2020-07-01,465.0,322.51322901840956,-124.70767958492479,769.7341376217439
BEED,2020-08-01,554.0,286.04171406568076,-232.87610566293773,804.9595337942992
BEED,2020-09-01,485.0,253.69459241922218,-315.30808615312617,822.6972709915706
BEED,2020-10-01,495.0,225.00545570069102,-380.49065560182356,830.5015670032055
BEED,2020-11-01,472.0,199.56063947715285,-433.16453513587027,832.285814090176
BEED,2020-12-01,561.0,176.99325869460625,-476.3538439744404,830.3403613636528
BEED,2021-01-01,439.0,156.97791761647622,-512.1443065539107,826.1001417868632
BEED,2021-02-01,414.0,139.2260179904589,-542.0485652964243,820.5006012773421
BEED,2021-03-01,439.0,123.48159779286736,-567.2020142529939,814.1652098387285
BHANDARA,2020-06-01,250.0,202.79928288418472,116.76573788703388,288.83282788133556
BHANDARA,2020-07-01,267.0,205.75615895658063,87.90296508466767,323.60935282849357
BHANDARA,2020-08-01,323.0,235.74993736447956,95.83668291586903,375.66319181309007
BHANDARA,2020-09-01,344.0,292.7121231615254,135.99657780891872,449.42766851413217
BHANDARA,2020-10-01,397.0,359.7566589926703,189.67360854981584,529.8397094355247
BHANDARA,2020-11-01,285.0,276.8620175212346,95.8725419660025,457.8514930764667
BHANDARA,2020-12-01,316.0,217.95182468505004,27.916993847287216,407.98665552281284
BHANDARA,2021-01-01,194.0,214.13687476949005,16.514026394284116,411.75972314469595
BHANDARA,2021-02-01,173.0,189.07129773662743,-14.970469248463985,393.11306472171884
BHANDARA,2021-03-01,225.0,208.248678170812,-1.2575612239297413,417.7549175655538
BULDHANA,2020-06-01,197.0,199.72176354031353,138.29824199754017,261.1452850830869
BULDHANA,2020-07-01,186.0,165.49612482669997,95.80836388027288,235.18388577312706
BULDHANA,2020-08-01,211.0,201.26461986288354,112.91629132770883,289.6129483980582
BULDHANA,2020-09-01,266.0,191.30467307935749,94.90717506706977,287.7021710916452
BULDHANA,2020-10-01,280.0,192.03549767255058,84.51691921536646,299.5540761297347
BULDHANA,2020-11-01,328.0,199.29919904424455,84.74384576368503,313.85455232480405
BULDHANA,2020-12-01,268.0,174.94298239519037,52.50781596813728,297.3781488222435
BULDHANA,2021-01-01,168.0,179.4488024571208,50.99591315686567,307.90169175737594
BULDHANA,2021-02-01,139.0,166.71135299135108,32.15648424997954,301.2662217327226
BULDHANA,2021-03-01,195.0,160.29976893402886,20.61860213408582,299.98093573397193
CHANDRAPUR,2020-06-01,327.0,315.92393756894546,-1.1740747625386803,633.0219499004296
CHANDRAPUR,2020-07-01,445.0,296.1659772375874,-138.48169135091803,730.8136458260929
CHANDRAPUR,2020-08-01,502.0,277.64368457819967,-238.66884557219953,793.9562147285989
CHANDRAPUR,2020-09-01,592.0,260.2797806323298,-318.3640279049399,838.9235891695995
CHANDRAPUR,2020-10-01,628.0,244.00181948648955,-384.33637266080586,872.340011633785
CHANDRAPUR,2020-11-01,562.0,228.74188601234073,-440.22848237156825,897.7122543962497
CHANDRAPUR,2020-12-01,467.0,214.43631251028359,-488.3059557810017,917.1785808015688
CHANDRAPUR,2021-01-01,385.0,201.02541307422467,-530.1098908005802,932.1607169490296
CHANDRAPUR,2021-02-01,422.0,188.45323456923688,-566.7539635914142,943.6604327298879
CHANDRAPUR,2021-03-01,385.0,176.66732318313777,-599.0785559775371,952.4132023438127
DHULE,2020-06-01,227.0,95.23928997446505,-392.21772154486854,582.6963014937986
DHULE,2020-07-01,106.0,0.0,-630.3353534088196,630.3353534088196
DHULE,2020-08-01,142.0,0.0,-630.3353534088196,630.3353534088196
DHULE,2020-09-01,210.0,0.0,-630.3353534088196,630.3353534088196
DHULE,2020-10-01,167.0,0.0,-630.3353534088196,630.3353534088196
DHULE,2020-11-01,356.0,0.0,-630.3353534088196,630.3353534088196
DHULE,2020-12-01,294.0,0.0,-630.3353534088196,630.3353534088196
DHULE,2021-01-01,398.0,0.0,-630.3353534088196,630.3353534088196
DHULE,2021-02-01,333.0,0.0,-630.3353534088196,630.3353534088196
DHULE,2021-03-01,368.0,0.0,-630.3353534088196,630.3353534088196
GADCHIROLI,2020-06-01,318.0,274.4977972159487,180.03953517135392,368.9560592605435
GADCHIROLI,2020-07-01,294.0,361.0512107317371,266.5929486871423,455.5094727763319
GADCHIROLI,2020-08-01,439.0,405.0688330041475,310.6105709595527,499.5270950487423
GADCHIROLI,2020-09-01,482.0,463.5490079476858,369.09074590309103,558.0072699922806
GADCHIROLI,2020-10-01,431.0,482.2444930398717,387.7862309952769,576.7027550844665
