district,date,actual,forecast
YAVATMAL,2020-07-01,3673,4106.021
YAVATMAL,2020-08-01,3425,3870.1821
YAVATMAL,2020-09-01,3507,3286.856
YAVATMAL,2020-10-01,3562,3851.2205
YAVATMAL,2020-11-01,3501,3828.4353
YAVATMAL,2020-12-01,3918,3824.5122
YAVATMAL,2021-01-01,3851,4035.6636
YAVATMAL,2021-02-01,3983,3794.0222
YAVATMAL,2021-03-01,4182,3978.8552
