district,date,actual,forecast
NASHIK,2020-07-01,6411,6849.9014
NASHIK,2020-08-01,6147,6381.0527
NASHIK,2020-09-01,6180,6108.1196
NASHIK,2020-10-01,6938,6283.7207
NASHIK,2020-11-01,7314,6826.6597
NASHIK,2020-12-01,7560,7019.5986
NASHIK,2021-01-01,7807,6968.2964
NASHIK,2021-02-01,8582,6500.5396
NASHIK,2021-03-01,7998,6856.813
