district,date,actual,forecast
AKOLA,2020-07-01,1555,1680.3329
AKOLA,2020-08-01,1523,1620.1346
AKOLA,2020-09-01,1606,1651.1439
AKOLA,2020-10-01,1395,1734.4847
AKOLA,2020-11-01,1204,1698.1384
AKOLA,2020-12-01,1630,1767.34
AKOLA,2021-01-01,1745,1858.969
AKOLA,2021-02-01,1618,2103.8235
AKOLA,2021-03-01,1782,2136.4243
